Drug A,Drug B,Cell Line Name,Score,Pred Score
paclitaxel,Lapatinib,OVCAR3,1.6198341998494314,2.133603572845459
vinblastine,Dasatinib,VCAP,1.6646916021852596,-9.798455238342283
vinblastine,Lapatinib,MDAMB436,-7.87226820943855,1.5056754350662231
geldanamycin,Sorafenib,A2058,8.652061852316729,2.9561538696289062
Vorinostat,Lapatinib,RKO,2.4933992323843923,-6.520437717437744
vinblastine,Vorinostat,NCIH2122,2.35160533891099,-6.844571590423584
Erlotinib,Dasatinib,RKO,1.30779520720034,0.1566394567489624
paclitaxel,Lapatinib,A375,-11.9965988914421,2.735032558441162
paclitaxel,Lapatinib,HCT116,4.780848076735348,-4.545564651489258
Erlotinib,Dasatinib,NCIH1650,11.2728180991378,8.583309173583984
paclitaxel,Vorinostat,UACC62,0.7651079053562314,-5.5738205909729
Sunitinib,Sorafenib,OVCAR3,-10.6557437737239,-2.572568655014038
paclitaxel,Vorinostat,VCAP,3.27100049685324,0.6922552585601807
Vorinostat,Sunitinib,VCAP,-5.2815921348029296,-0.4654940366744995
metformin,geldanamycin,SK-OV-3,-27.5445722402187,-43.07463836669922
Sunitinib,geldanamycin,NCIH23,-2.683955047842884,2.586490631103516
metformin,Sunitinib,SW-620,-43.929359067237,-36.97677230834961
paclitaxel,Erlotinib,HCT116,-4.639593570653838,-3.994871854782105
Sunitinib,Dasatinib,OV90,-14.7229944429405,1.31400728225708
paclitaxel,Sorafenib,NCIH1650,-5.00028834575103,-3.157661437988281
Vorinostat,Dasatinib,RKO,-1.2236747050651609,-5.255826950073242
paclitaxel,geldanamycin,T-47D,-17.6830733389949,-5.057636737823486
metformin,Dasatinib,CAOV3,-9.979741434164584,-17.386377334594727
vinblastine,geldanamycin,SW837,-0.2823200449385875,-11.542859077453612
Vorinostat,Dasatinib,NCIH2122,-36.50577458359941,-2.3556787967681885
metformin,Vorinostat,OV90,-4.853312003098937,-34.25956344604492
metformin,Sorafenib,SK-OV-3,-27.4476544011683,-19.12755012512207
metformin,Sorafenib,HCT116,-49.5120706514507,-33.79808044433594
vinblastine,Sorafenib,VCAP,1.2287673509824204,-1.3345365524291992
Erlotinib,Dasatinib,CAOV3,9.503977484174175,12.903496742248535
vinblastine,geldanamycin,SW-620,-5.5186956836840375,3.769542694091797
Sunitinib,geldanamycin,OVCAR3,-2.99361591491145,7.272418975830078
paclitaxel,Lapatinib,CAOV3,7.99575647038201,1.6001110076904297
Dasatinib,Sorafenib,A2780,11.7225687296843,0.3040411472320556
vinblastine,Erlotinib,RKO,6.987950206462267,-1.8060760498046875
metformin,Sunitinib,OV90,5.5273920092716775,-26.03518867492676
vinblastine,geldanamycin,NCIH2122,-7.19378137939456,-11.456292152404783
Sunitinib,Erlotinib,SW837,6.001532732018722,1.872931718826294
Lapatinib,Sorafenib,VCAP,7.92708077877978,3.4385476112365723
Sunitinib,Sorafenib,A375,4.316615136301563,0.6009573936462402
paclitaxel,Erlotinib,OV90,0.1590569364430157,-1.5144935846328735
Vorinostat,Erlotinib,A375,2.8348518495029404,-0.4901891946792602
metformin,Vorinostat,SKMEL30,-46.6686841099013,-48.06999969482422
geldanamycin,Sorafenib,SW-620,-0.8984319813221007,-5.063263893127441
Lapatinib,geldanamycin,NCIH2122,4.30511943579503,-2.2912988662719727
Vorinostat,Sorafenib,UACC62,-3.36735139960915,1.81748116016388
paclitaxel,Dasatinib,SKMES1,6.58117049992555,0.9617090225219728
paclitaxel,Sunitinib,SW-620,6.753311816554961,-5.1113362312316895
vinblastine,Sunitinib,VCAP,-1.1091988250418725,-2.17167329788208
Erlotinib,geldanamycin,HT144,5.26551760771767,-3.395875930786133
metformin,Dasatinib,SKMES1,-37.3999740396079,-13.722618103027344
metformin,Dasatinib,NCIH2122,-34.48768519828235,-12.739474296569824
metformin,Sorafenib,HT144,-46.862925671502296,-16.989961624145508
paclitaxel,geldanamycin,A2780,-1.19024715514191,-3.494673252105713
Vorinostat,Sorafenib,NCIH1650,-1.4920816076829602,-1.5016191005706787
Vorinostat,Sunitinib,SK-OV-3,-5.775806690181939,-0.0071701407432556
Sunitinib,Lapatinib,SW-620,-14.2382866820043,0.3821585178375244
Lapatinib,geldanamycin,VCAP,1.3131129859732091,-2.423299789428711
Vorinostat,Erlotinib,CAOV3,13.1991243046288,3.9863781929016113
Lapatinib,geldanamycin,SKMEL30,3.6035536346157695,0.4837293624877929
Lapatinib,Erlotinib,SK-OV-3,4.97603191479674,-4.6300225257873535
paclitaxel,Sunitinib,CAOV3,2.9737175212081803,-0.6816699504852295
metformin,Erlotinib,SW837,-35.1782981083837,-27.46734619140625
metformin,Dasatinib,HT144,-10.480511156242285,-16.75551414489746
Vorinostat,Lapatinib,RPMI7951,-0.3170472839931941,-1.2557473182678225
Erlotinib,Dasatinib,MDAMB436,3.59745169898486,0.3855485916137695
Lapatinib,Erlotinib,HCT116,-5.139364658294922,-6.438655853271484
vinblastine,Dasatinib,NCI-H460,-29.2662792150344,-15.58770751953125
Sunitinib,Erlotinib,UACC62,11.555346181601609,0.9361296892166138
vinblastine,Dasatinib,LOVO,3.7092867134231,-10.693997383117676
paclitaxel,geldanamycin,CAOV3,-0.7280966227290082,0.6385836601257324
Sunitinib,geldanamycin,HT144,0.9480162028997956,2.2346725463867188
metformin,geldanamycin,CAOV3,-9.619042312244815,-0.9367141723632812
Dasatinib,geldanamycin,A2780,-3.15562863494722,-3.234603881835937
vinblastine,Erlotinib,UACC62,7.285509446842615,-6.163167476654053
Vorinostat,Erlotinib,HT144,2.71319811317338,1.034462571144104
Lapatinib,Erlotinib,VCAP,1.026942322157092,0.0056060552597045
vinblastine,geldanamycin,NCIH23,-4.65691689928222,-3.554916381835937
vinblastine,Dasatinib,A2058,-8.677497573270493,-20.52481460571289
Erlotinib,Sorafenib,NCIH1650,14.3436638764016,6.352705001831055
vinblastine,geldanamycin,OVCAR3,-11.8973420493851,-3.2336502075195312
vinblastine,Sunitinib,SKMES1,-6.61979034735207,0.1683868765830993
Sunitinib,Dasatinib,SW-620,8.86280218600469,3.755879402160645
vinblastine,geldanamycin,NCIH1650,-3.43040335892423,-11.418204307556152
Vorinostat,Sorafenib,VCAP,0.4443344011282492,1.4479358196258545
paclitaxel,Vorinostat,RPMI7951,2.6678241356197647,-3.695745706558228
vinblastine,Lapatinib,VCAP,2.334382802629,-2.509934902191162
vinblastine,Vorinostat,SKMEL30,-13.8157551615103,-7.369409561157227
paclitaxel,Sorafenib,SW-620,1.9007667723773176,-2.488471031188965
Lapatinib,Dasatinib,NCIH2122,-17.190033530139498,0.9771409034729004
paclitaxel,Sorafenib,T-47D,3.88810032819938,0.060969591140747
Sunitinib,Sorafenib,HCT116,1.2705701336207027,-6.661406993865967
Lapatinib,Dasatinib,NCIH23,3.887422638441485,-0.1077111959457397
paclitaxel,Erlotinib,NCI-H460,10.349523074958825,1.7339322566986084
Dasatinib,geldanamycin,NCIH1650,9.62907409316032,-6.5311126708984375
paclitaxel,Lapatinib,OV90,0.7709161631446207,-0.5694946646690369
paclitaxel,geldanamycin,SK-OV-3,2.3166834950764685,-14.652676582336426
Sunitinib,Sorafenib,SKMEL30,2.76912169862866,-0.3330301642417907
metformin,Sorafenib,A375,-46.2372447228831,-27.28124046325684
paclitaxel,Dasatinib,HCT116,-37.0930621901092,-6.3104400634765625
vinblastine,Vorinostat,UACC62,0.996650643215182,-6.152066230773926
metformin,Dasatinib,RPMI7951,-12.898019313824,-18.48876190185547
Vorinostat,Sorafenib,OV90,-0.71117494174041,0.2458304166793823
Dasatinib,Sorafenib,SW837,-0.5663484394051013,5.024453639984131
paclitaxel,Dasatinib,A2058,-12.4595255596924,-7.678570747375488
Erlotinib,Sorafenib,HT144,-0.6089836493556324,-0.3284278512001037
Vorinostat,Sorafenib,CAOV3,6.92534745147092,0.5278803110122681
Erlotinib,geldanamycin,CAOV3,3.320229681965675,7.759859085083008
Vorinostat,geldanamycin,NCIH23,-10.274169876330886,4.886404037475586
metformin,geldanamycin,A375,-49.062306315025,-38.70152282714844
metformin,Erlotinib,UACC62,-30.7261055182573,-27.16156005859375
Lapatinib,Dasatinib,A2780,22.7414116448382,-0.2829461097717285
Sunitinib,Erlotinib,OVCAR3,-0.9529303605806088,4.723268032073975
Vorinostat,Lapatinib,A375,-10.739322929783883,0.41325843334198
metformin,Sorafenib,SKMEL30,-20.9507978903398,-29.249624252319336
