Drug A,Drug B,Cell Line Name,Score
Cladribine,Celecoxib,A498,-8.333333333333334
Cladribine,Celecoxib,A549/ATCC,-4.0
Cladribine,Celecoxib,ACHN,0.2222222222222222
Cladribine,Celecoxib,BT-549,-3.4444444444444446
Cladribine,Celecoxib,DU-145,0.4444444444444444
Cladribine,Celecoxib,EKVX,-10.666666666666666
Cladribine,Celecoxib,HCT-116,-7.333333333333333
Cladribine,Celecoxib,HCT-15,-3.2222222222222223
Cladribine,Celecoxib,HOP-62,4.666666666666667
Cladribine,Celecoxib,HOP-92,-9.88888888888889
Cladribine,Celecoxib,HS 578T,-1.7777777777777777
Cladribine,Celecoxib,IGROV1,-4.111111111111111
Cladribine,Celecoxib,K-562,2.4444444444444446
Cladribine,Celecoxib,KM12,-5.666666666666667
Cladribine,Celecoxib,LOX IMVI,-1.2222222222222223
Cladribine,Celecoxib,MCF7,-3.555555555555556
Cladribine,Celecoxib,MDA-MB-231/ATCC,-4.111111111111111
Cladribine,Celecoxib,MDA-MB-468,-2.7777777777777777
Cladribine,Celecoxib,NCI-H23,1.1111111111111112
Cladribine,Celecoxib,NCI-H460,-10.555555555555555
Cladribine,Celecoxib,NCI-H522,-3.6666666666666665
Cladribine,Celecoxib,OVCAR-3,8.555555555555555
Cladribine,Celecoxib,OVCAR-4,-4.888888888888889
Cladribine,Celecoxib,PC-3,-0.3333333333333333
Cladribine,Celecoxib,RPMI-8226,-5.555555555555555
Cladribine,Celecoxib,SF-268,-9.333333333333334
Cladribine,Celecoxib,SF-539,-10.11111111111111
Cladribine,Celecoxib,SK-MEL-28,-5.111111111111111
Cladribine,Celecoxib,SK-MEL-5,-0.5555555555555556
Cladribine,Celecoxib,SK-OV-3,-4.111111111111111
Cladribine,Celecoxib,SNB-75,-1.8888888888888888
Cladribine,Celecoxib,SR,2.111111111111111
Cladribine,Celecoxib,SW-620,-0.7777777777777778
Cladribine,Celecoxib,T-47D,-10.444444444444445
Cladribine,Celecoxib,U251,-5.111111111111111
Cladribine,Celecoxib,UACC-257,-2.4444444444444446
Cladribine,Celecoxib,UACC-62,-2.7777777777777777
Cladribine,Celecoxib,UO-31,-2.0
Dasatinib,Celecoxib,A498,1.7777777777777777
Dasatinib,Celecoxib,A549/ATCC,3.4444444444444446
Dasatinib,Celecoxib,BT-549,-3.4444444444444446
Dasatinib,Celecoxib,DU-145,-8.222222222222221
Dasatinib,Celecoxib,HCT-116,-1.7777777777777777
Dasatinib,Celecoxib,HCT-15,-3.555555555555556
Dasatinib,Celecoxib,HS 578T,8.88888888888889
Dasatinib,Celecoxib,IGROV1,13.11111111111111
Dasatinib,Celecoxib,K-562,46.333333333333336
Dasatinib,Celecoxib,KM12,-6.0
Dasatinib,Celecoxib,LOX IMVI,-1.3333333333333333
Dasatinib,Celecoxib,MCF7,-0.5555555555555556
Dasatinib,Celecoxib,MDA-MB-231/ATCC,8.777777777777779
Dasatinib,Celecoxib,MDA-MB-468,-2.888888888888889
Dasatinib,Celecoxib,NCI-H460,-3.555555555555556
Dasatinib,Celecoxib,NCI-H522,8.0
Dasatinib,Celecoxib,OVCAR-3,9.444444444444445
Dasatinib,Celecoxib,OVCAR-4,0.1111111111111111
Dasatinib,Celecoxib,PC-3,6.888888888888889
Dasatinib,Celecoxib,RPMI-8226,0.0
Dasatinib,Celecoxib,SF-268,-0.6666666666666666
Dasatinib,Celecoxib,SF-539,-1.4444444444444444
Dasatinib,Celecoxib,SK-MEL-28,-9.88888888888889
Dasatinib,Celecoxib,SNB-75,8.555555555555555
Dasatinib,Celecoxib,SW-620,-1.0
Dasatinib,Celecoxib,T-47D,1.6666666666666667
Dasatinib,Celecoxib,U251,-2.555555555555556
Dasatinib,Celecoxib,UACC-257,-4.111111111111111
Dasatinib,Celecoxib,UACC-62,-3.0
Dasatinib,Celecoxib,UO-31,6.444444444444445
Dasatinib,Cladribine,A498,-0.3333333333333333
Dasatinib,Cladribine,A549/ATCC,2.6666666666666665
Dasatinib,Cladribine,BT-549,0.5555555555555556
Dasatinib,Cladribine,DU-145,-4.777777777777778
Dasatinib,Cladribine,HCT-116,-3.7777777777777777
Dasatinib,Cladribine,HCT-15,-6.222222222222222
Dasatinib,Cladribine,HS 578T,1.3333333333333333
Dasatinib,Cladribine,IGROV1,-5.0
Dasatinib,Cladribine,KM12,-4.333333333333333
Dasatinib,Cladribine,LOX IMVI,-7.666666666666667
Dasatinib,Cladribine,MCF7,-1.2222222222222223
Dasatinib,Cladribine,MDA-MB-231/ATCC,-0.3333333333333333
Dasatinib,Cladribine,MDA-MB-468,-2.7777777777777777
Dasatinib,Cladribine,NCI-H460,-1.3333333333333333
Dasatinib,Cladribine,NCI-H522,-2.2222222222222223
Dasatinib,Cladribine,OVCAR-3,-6.444444444444445
Dasatinib,Cladribine,OVCAR-4,-0.5555555555555556
Dasatinib,Cladribine,PC-3,-3.0
Dasatinib,Cladribine,RPMI-8226,-8.555555555555555
Dasatinib,Cladribine,SF-268,-3.0
Dasatinib,Cladribine,SF-539,-8.666666666666666
Dasatinib,Cladribine,SK-MEL-28,-9.555555555555555
Dasatinib,Cladribine,SNB-75,-8.777777777777779
Dasatinib,Cladribine,SW-620,-4.333333333333333
Dasatinib,Cladribine,T-47D,0.6666666666666666
Dasatinib,Cladribine,U251,-7.0
Dasatinib,Cladribine,UACC-257,-5.333333333333333
Dasatinib,Cladribine,UACC-62,3.333333333333333
Dasatinib,Cladribine,UO-31,-4.555555555555555
Dasatinib,Docetaxel,A498,-0.4444444444444444
Dasatinib,Docetaxel,A549/ATCC,-1.6666666666666667
Dasatinib,Docetaxel,BT-549,-1.3333333333333333
Dasatinib,Docetaxel,DU-145,-3.555555555555556
Dasatinib,Docetaxel,HCT-116,-7.777777777777778
Dasatinib,Docetaxel,HCT-15,-4.777777777777778
Dasatinib,Docetaxel,HS 578T,-1.0
Dasatinib,Docetaxel,IGROV1,-4.444444444444445
Dasatinib,Docetaxel,K-562,7.666666666666667
Dasatinib,Docetaxel,KM12,1.3333333333333333
Dasatinib,Docetaxel,LOX IMVI,-3.333333333333333
Dasatinib,Docetaxel,MCF7,-3.4444444444444446
Dasatinib,Docetaxel,MDA-MB-231/ATCC,0.4444444444444444
Dasatinib,Docetaxel,MDA-MB-468,-1.0
Dasatinib,Docetaxel,NCI-H460,-1.0
Dasatinib,Docetaxel,NCI-H522,-0.2222222222222222
Dasatinib,Docetaxel,OVCAR-3,-0.8888888888888888
Dasatinib,Docetaxel,OVCAR-4,-1.0
Dasatinib,Docetaxel,PC-3,1.4444444444444444
Dasatinib,Docetaxel,RPMI-8226,0.1111111111111111
Dasatinib,Docetaxel,SF-268,0.3333333333333333
Dasatinib,Docetaxel,SF-539,3.111111111111111
Dasatinib,Docetaxel,SK-MEL-28,-0.4444444444444444
Dasatinib,Docetaxel,SNB-75,3.555555555555556
Dasatinib,Docetaxel,SW-620,-0.1111111111111111
Dasatinib,Docetaxel,T-47D,5.555555555555555
Dasatinib,Docetaxel,U251,-0.2222222222222222
Dasatinib,Docetaxel,UACC-257,0.5555555555555556
Dasatinib,Docetaxel,UACC-62,2.888888888888889
Dasatinib,Docetaxel,UO-31,0.2222222222222222
Dasatinib,Nilotinib,A498,-7.0
Dasatinib,Nilotinib,A549/ATCC,-3.0
Dasatinib,Nilotinib,BT-549,-4.888888888888889
Dasatinib,Nilotinib,DU-145,-11.88888888888889
Dasatinib,Nilotinib,HCT-116,-4.0
Dasatinib,Nilotinib,HCT-15,-18.22222222222222
Dasatinib,Nilotinib,HS 578T,-0.1111111111111111
Dasatinib,Nilotinib,IGROV1,-2.4444444444444446
Dasatinib,Nilotinib,K-562,3.4444444444444446
Dasatinib,Nilotinib,KM12,-0.7777777777777778
Dasatinib,Nilotinib,LOX IMVI,-10.22222222222222
Dasatinib,Nilotinib,MCF7,-5.333333333333333
Dasatinib,Nilotinib,MDA-MB-231/ATCC,-18.22222222222222
Dasatinib,Nilotinib,MDA-MB-468,-11.666666666666666
Dasatinib,Nilotinib,NCI-H460,-6.0
Dasatinib,Nilotinib,NCI-H522,1.5555555555555556
Dasatinib,Nilotinib,OVCAR-3,-2.0
Dasatinib,Nilotinib,OVCAR-4,-4.222222222222222
Dasatinib,Nilotinib,PC-3,-3.555555555555556
Dasatinib,Nilotinib,RPMI-8226,-7.444444444444445
Dasatinib,Nilotinib,SF-268,-10.0
Dasatinib,Nilotinib,SF-539,-4.0
Dasatinib,Nilotinib,SK-MEL-28,-24.11111111111111
Dasatinib,Nilotinib,SNB-75,-5.888888888888889
Dasatinib,Nilotinib,SW-620,-1.0
