Drug A,Drug B,Cell Line Name,Score,Pred Score
paclitaxel,Lapatinib,OVCAR3,1.6198341998494314,-5.598311901092529
vinblastine,Dasatinib,VCAP,1.6646916021852596,-7.676145076751709
vinblastine,Lapatinib,MDAMB436,-7.87226820943855,10.030574798583984
geldanamycin,Sorafenib,A2058,8.652061852316729,-2.610047578811645
Vorinostat,Lapatinib,RKO,2.4933992323843923,-8.552750587463379
vinblastine,Vorinostat,NCIH2122,2.35160533891099,-3.395897388458252
Erlotinib,Dasatinib,RKO,1.30779520720034,0.0225107073783874
paclitaxel,Lapatinib,A375,-11.9965988914421,-10.09013843536377
paclitaxel,Lapatinib,HCT116,4.780848076735348,-4.566339492797852
Erlotinib,Dasatinib,NCIH1650,11.2728180991378,4.454752445220947
paclitaxel,Vorinostat,UACC62,0.7651079053562314,1.887799620628357
Sunitinib,Sorafenib,OVCAR3,-10.6557437737239,-2.4786300659179688
paclitaxel,Vorinostat,VCAP,3.27100049685324,-0.8098821043968201
Vorinostat,Sunitinib,VCAP,-5.2815921348029296,-1.3186452388763428
metformin,geldanamycin,SK-OV-3,-27.5445722402187,-38.14862060546875
Sunitinib,geldanamycin,NCIH23,-2.683955047842884,0.393845796585083
metformin,Sunitinib,SW-620,-43.929359067237,-69.02716827392578
paclitaxel,Erlotinib,HCT116,-4.639593570653838,-1.2101857662200928
Sunitinib,Dasatinib,OV90,-14.7229944429405,-2.140063524246216
paclitaxel,Sorafenib,NCIH1650,-5.00028834575103,-4.400395393371582
Vorinostat,Dasatinib,RKO,-1.2236747050651609,-4.84718132019043
paclitaxel,geldanamycin,T-47D,-17.6830733389949,-3.65885329246521
metformin,Dasatinib,CAOV3,-9.979741434164584,-19.007640838623047
vinblastine,geldanamycin,SW837,-0.2823200449385875,-4.967593669891357
Vorinostat,Dasatinib,NCIH2122,-36.50577458359941,-6.9085187911987305
metformin,Vorinostat,OV90,-4.853312003098937,-38.60631942749024
metformin,Sorafenib,SK-OV-3,-27.4476544011683,-32.37919998168945
metformin,Sorafenib,HCT116,-49.5120706514507,-52.527626037597656
vinblastine,Sorafenib,VCAP,1.2287673509824204,-5.291661739349365
Erlotinib,Dasatinib,CAOV3,9.503977484174175,0.5029306411743164
