Drug A,Drug B,Cell Line Name,Score,Pred Score
Dasatinib,Celecoxib,HS 578T,8.88888888888889,-0.6238751411437988
Megestrol acetate,Lenalidomide,RPMI-8226,-0.5555555555555556,-5.082074165344238
Dasatinib,Sirolimus,RPMI-8226,-8.444444444444445,7.796056747436523
Sirolimus,Nilotinib,OVCAR-4,0.4444444444444444,-2.164595127105713
Vorinostat,Cladribine,A498,-2.7777777777777777,0.8547148704528809
Mitotane,Everolimus,SR,-3.6666666666666665,-1.625301480293274
Vorinostat,Celecoxib,SW-620,-5.222222222222222,-6.203202247619629
Cladribine,Celecoxib,NCI-H460,-10.555555555555555,1.8890197277069087
Vorinostat,Docetaxel,UACC-257,0.6666666666666666,-4.386458873748779
Dasatinib,Celecoxib,NCI-H522,8.0,0.7800378799438477
Docetaxel,Nilotinib,OVCAR-4,0.2222222222222222,11.51962661743164
Romidepsin,Paclitaxel,NCI-H522,-2.6666666666666665,-4.141188621520996
Cladribine,Celecoxib,U251,-5.111111111111111,-4.3593034744262695
Vorinostat,Celecoxib,OVCAR-3,-9.333333333333334,-5.302734375
Fulvestrant,Cladribine,OVCAR-8,-0.3333333333333333,-1.8722316026687624
Sirolimus,Nilotinib,OVCAR-3,2.6666666666666665,-3.483216047286988
Vorinostat,Nilotinib,NCI-H460,-8.88888888888889,-9.920382499694824
Mitotane,Celecoxib,SNB-75,-5.555555555555555,-4.350966453552246
Vorinostat,Cladribine,SK-MEL-5,1.5555555555555556,2.21178674697876
Mitotane,Tretinoin,SNB-75,-4.444444444444445,0.3966634273529053
Tretinoin,Cladribine,A498,-8.0,-2.685467481613159
Sirolimus,Mitotane,U251,5.222222222222222,-0.5369661450386047
Fulvestrant,Sirolimus,HOP-62,-1.8888888888888888,-0.8088382482528687
Everolimus,Romidepsin,IGROV1,-7.555555555555555,-2.541250944137573
Everolimus,Docetaxel,NCI-H522,4.0,1.5128329992294312
Mitotane,Paclitaxel,PC-3,0.1111111111111111,-2.9963698387146
Romidepsin,Paclitaxel,SK-MEL-28,1.4444444444444444,-4.247819423675537
Paclitaxel,Cladribine,SW-620,-2.0,-0.3669347763061523
Thalidomide,Sirolimus,HOP-92,-2.7777777777777777,-2.769700527191162
Everolimus,Celecoxib,U251,-6.555555555555555,-7.272186279296875
Thalidomide,Cladribine,CAKI-1,-8.666666666666666,-3.0352084636688232
Sirolimus,Cladribine,OVCAR-4,-5.0,-3.4139304161071777
Fulvestrant,Celecoxib,A498,-3.7777777777777777,-2.75876784324646
Vorinostat,Romidepsin,RPMI-8226,9.555555555555555,-0.2515194416046142
Dasatinib,Nilotinib,U251,-10.22222222222222,-3.5669682025909424
Docetaxel,Fulvestrant,SK-MEL-5,9.0,12.419929504394531
Fulvestrant,Tretinoin,CAKI-1,-2.7777777777777777,-2.289012670516968
Everolimus,Celecoxib,OVCAR-4,-1.5555555555555556,-6.809150695800781
Everolimus,Paclitaxel,SF-539,-1.8888888888888888,0.4279963970184326
Mitotane,Docetaxel,CAKI-1,2.4444444444444446,-4.377968788146973
Everolimus,Dasatinib,MCF7,-5.222222222222222,-2.070631504058838
Everolimus,Celecoxib,NCI-H522,-1.6666666666666667,-0.5926342010498047
Megestrol acetate,Gefitinib,SW-620,5.888888888888889,-4.573912143707275
Fulvestrant,Nilotinib,HOP-92,-6.666666666666667,-3.630895137786865
Nilotinib,Cladribine,RPMI-8226,-0.2222222222222222,-6.892465114593506
Fulvestrant,Nilotinib,MDA-MB-231/ATCC,-6.666666666666667,-0.4440879821777344
Everolimus,Sirolimus,UACC-257,-5.111111111111111,-1.6321613788604736
Mitotane,Tretinoin,MDA-MB-231/ATCC,0.3333333333333333,1.3655451536178589
Gefitinib,Lenalidomide,PC-3,-0.4444444444444444,-5.413775444030762
Tretinoin,Celecoxib,UO-31,-4.444444444444445,-4.007530212402344
Megestrol acetate,Gefitinib,U251,3.4444444444444446,-2.886980056762696
Everolimus,Vorinostat,MDA-MB-231/ATCC,-0.7777777777777778,-1.0344421863555908
Vorinostat,Tretinoin,KM12,-9.555555555555555,-0.7241896390914917
Mitotane,Cladribine,SK-MEL-28,-5.333333333333333,-1.6217854022979736
Vorinostat,Romidepsin,NCI-H460,5.222222222222222,-0.7900788187980652
Sirolimus,Tretinoin,OVCAR-4,6.444444444444445,2.4432029724121094
Thalidomide,Sirolimus,LOX IMVI,5.111111111111111,-4.850930213928223
Mitotane,Sirolimus,K-562,4.888888888888889,-3.774827003479004
Sirolimus,Tretinoin,HOP-92,-6.0,3.7678163051605225
Fulvestrant,Cladribine,PC-3,-5.666666666666667,-1.6697598695755005
Paclitaxel,Celecoxib,HS 578T,37.77777777777778,12.346540451049805
Everolimus,Vorinostat,BT-549,-7.111111111111111,-3.32409143447876
Dasatinib,Tretinoin,UACC-257,-1.4444444444444444,-0.5567870140075684
Sirolimus,Tretinoin,U251,6.777777777777778,0.5520250797271729
Dasatinib,Vorinostat,OVCAR-4,-9.444444444444445,-7.144371032714844
Gefitinib,Lenalidomide,SNB-75,-6.333333333333333,-5.041187286376953
Fulvestrant,Sirolimus,OVCAR-3,-0.4444444444444444,-0.245341420173645
Vorinostat,Docetaxel,HS 578T,5.111111111111111,-4.616878032684326
Dasatinib,Paclitaxel,LOX IMVI,9.11111111111111,-0.7018294334411621
Dasatinib,Celecoxib,HCT-116,-1.7777777777777777,-1.2141938209533691
Mitotane,Everolimus,T-47D,-7.888888888888889,-2.0314736366271973
