Drug A,Drug B,Cell Line Name,Score,Pred Score
Fulvestrant,Sirolimus,PC-3,-0.5555555555555556,-0.7372469305992126
Romidepsin,Cladribine,BT-549,1.8888888888888888,-4.18560266494751
Dasatinib,Tretinoin,PC-3,-0.2222222222222222,-2.374875545501709
Vorinostat,Tretinoin,SF-268,-13.666666666666666,-1.842889308929444
Mitotane,Dasatinib,SF-539,1.6666666666666667,-3.9769694805145264
Fulvestrant,Everolimus,K-562,6.444444444444445,2.749183893203736
Fulvestrant,Nilotinib,RPMI-8226,-5.111111111111111,-0.5342805981636047
Dasatinib,Paclitaxel,SF-268,-1.0,1.8677631616592407
Vorinostat,Celecoxib,MDA-MB-231/ATCC,2.6666666666666665,-3.561976432800293
Mitotane,Tretinoin,SR,-4.111111111111111,0.4436696469783783
Nilotinib,Mitotane,A498,-2.2222222222222223,-2.451035499572754
Tretinoin,Celecoxib,SK-MEL-5,-0.3333333333333333,-5.025145053863525
Everolimus,Sirolimus,LOX IMVI,-4.888888888888889,-2.265462875366211
Docetaxel,Tretinoin,BT-549,25.11111111111111,19.317720413208008
Fulvestrant,Tretinoin,RPMI-8226,-10.88888888888889,1.212611436843872
Everolimus,Tretinoin,HS 578T,2.555555555555556,-1.0788025856018066
Fulvestrant,Cladribine,HOP-92,-0.4444444444444444,-1.861317753791809
Vorinostat,Paclitaxel,BT-549,-19.55555555555556,-0.7122783660888672
Everolimus,Romidepsin,T-47D,-0.8888888888888888,-3.9779810905456543
Tretinoin,Celecoxib,MDA-MB-231/ATCC,-6.555555555555555,-4.752951622009277
Thalidomide,Mitotane,HOP-92,-4.222222222222222,0.3725685179233551
Mitotane,Sirolimus,SK-OV-3,-5.0,-1.8624032735824585
Mitotane,Dasatinib,U251,-4.444444444444445,-4.481074810028076
Romidepsin,Cladribine,SW-620,-2.333333333333333,-2.1701319217681885
Vorinostat,Sirolimus,NCI-H522,-3.888888888888889,-1.6481235027313232
Fulvestrant,Nilotinib,PC-3,-2.111111111111111,-2.930160522460937
Dasatinib,Sirolimus,UACC-257,-6.111111111111111,-4.355758666992188
Romidepsin,Tretinoin,NCI-H460,2.2222222222222223,-1.4679789543151855
Fulvestrant,Nilotinib,NCI-H23,-8.88888888888889,-3.104173183441162
Everolimus,Celecoxib,HCT-116,1.8888888888888888,-3.5437874794006348
