Drug A,Drug B,Cell Line Name,Score,Pred Score
Vorinostat,Sunitinib,MDAMB436,0.2886204877907422,-3.9980316162109375
Sunitinib,Lapatinib,NCIH1650,16.4171583068458,11.323667526245115
metformin,Sorafenib,RKO,-44.7886924625105,-21.52054977416992
vinblastine,Vorinostat,A2058,-7.726553411266567,-5.335426330566406
Erlotinib,geldanamycin,T-47D,4.065326821312747,3.708110809326172
metformin,Lapatinib,RPMI7951,2.12749125232924,-8.778792381286621
Sunitinib,Lapatinib,LOVO,9.06213659212517,9.475641250610352
metformin,geldanamycin,OV90,-4.51305804704249,-14.97952365875244
Lapatinib,geldanamycin,SKMES1,4.28301459624688,5.691899299621582
metformin,Dasatinib,SKMEL30,-7.211196994815285,-19.50365447998047
metformin,Sunitinib,MDAMB436,-58.4491138315396,-46.69172286987305
vinblastine,geldanamycin,A2058,-0.5413656534735456,-3.90927004814148
paclitaxel,Sorafenib,SKMEL30,3.24770439300306,-4.912127494812012
Vorinostat,Sorafenib,SKMEL30,-0.6472060937938101,-3.827613353729248
Erlotinib,Sorafenib,NCIH23,-1.93656353174353,-1.3591485023498535
paclitaxel,Erlotinib,NCIH2122,-1.94666134980912,2.942324161529541
metformin,Dasatinib,NCI-H460,-0.670930828719279,-6.814577579498291
Sunitinib,Lapatinib,HT144,17.1612744381531,6.106605529785156
Vorinostat,Sorafenib,OVCAR3,-8.044482691931467,-5.035470962524414
Sunitinib,Lapatinib,UACC62,16.9968892380515,6.0012688636779785
vinblastine,Sunitinib,SK-OV-3,3.62056380925444,2.143441915512085
Erlotinib,geldanamycin,SKMEL30,4.07090957771029,5.689358234405518
paclitaxel,Sorafenib,RKO,-1.0680791130593923,-2.59695816040039
vinblastine,Sunitinib,HT144,4.69437535963172,1.009942889213562
Lapatinib,Sorafenib,SW-620,0.3837795244341289,1.2009541988372805
geldanamycin,Sorafenib,NCIH23,0.6681105368389735,8.67452335357666
geldanamycin,Sorafenib,RPMI7951,-8.08045020128908,-3.820002555847168
metformin,Vorinostat,MDAMB436,-42.6579269422049,-45.65021133422852
metformin,Sunitinib,A2058,-30.89708550466269,-46.05260467529297
paclitaxel,Vorinostat,NCIH2122,-1.1617148968623687,-1.3932721614837646
paclitaxel,Lapatinib,HT144,6.46185690649625,-0.0040626525878906
Erlotinib,Dasatinib,A2058,8.658679095048068,1.594160079956055
vinblastine,Vorinostat,VCAP,-0.1898191226144924,-4.73618745803833
Lapatinib,Sorafenib,OV90,6.457932781589695,4.159512519836426
metformin,geldanamycin,SKMES1,-33.7712071062874,-25.560771942138672
Lapatinib,Erlotinib,MDAMB436,-4.786538605318405,0.0184824466705322
metformin,Erlotinib,RPMI7951,-13.5632540546311,-7.424715995788574
vinblastine,Sunitinib,OV90,-82.13826531723697,-0.1569592952728271
Vorinostat,geldanamycin,RKO,-3.0453156276270903,-6.0729079246521
vinblastine,Sunitinib,A2780,6.430237727930085,-4.9278564453125
Erlotinib,Sorafenib,A2780,5.31082796058257,3.254546642303467
metformin,Vorinostat,RKO,-70.65073406723695,-25.98253631591797
vinblastine,Lapatinib,CAOV3,4.71112087372323,2.016798973083496
Sunitinib,geldanamycin,RPMI7951,-10.78700495517378,-2.9453673362731934
