gene_name,R1262106,R1287407,R1489314,R1531359,R1617674,R1687970,R1710143,R1822146,R2079629,R2111091,R2516394,R2575548,R2624931,R2678902,R2731324,R2731764,R2803490,R3408213,R3477250,R3535957,R3739042,R3740754,R3741788,R3757880,R3874626,R4119160,R4147686,R4276053,R4531942,R4917253,R5177066,R5211056,R5334541,R5369295,R5449861,R5546461,R5766881,R5965031,R6114572,R6132310,R6759986,R6847727,R6862468,R7025378,R7295303,R7738727,R7791442,R7876628,R7881801,R7959406,R8444624,R8457289,R8626395,R8704458,R8845676,R8937093,R9088015,R9286126,R9354381,R9489952,R9596785,R9680160,R9781891,R9936070
ABL1,0.072624,0.0593,0.061818,0.074327,0.089316,0.060883,0.064604,0.053845,0.049926,0.062022,0.065514,0.063732,0.074738,0.062492,0.043987,0.079279,0.068159,0.058116,0.070421,0.052626,0.080951,0.031635,0.061086,0.074608,0.05131,0.028383,0.055206,0.055201,0.064424,0.047646,0.084909,0.055917,0.068546,0.032206,0.061595,0.064046,0.064779,0.077053,0.042915,0.059241,0.042027,0.064486,0.091254,0.063049,0.038701,0.048756,0.072335,0.037857,0.056453,0.051473,0.079497,0.073774,0.023391,0.043913,0.045798,0.039143,0.05491,0.053954,0.048473,0.057871,0.061479,0.063721,0.061217,0.055289
ABL2,0.038778,0.0748245,0.0338335,0.054895,0.0752745,0.0609539999999999,0.0681335,0.027887,0.0335875,0.045557,0.0519405,0.0533895,0.051237,0.08424,0.0576745,0.056922,0.059342,0.05378,0.0442204999999999,0.0549454999999999,0.0543435,0.0385255,0.0407775,0.0564965,0.063261,0.030078,0.049724,0.04085,0.0530939999999999,0.071556,0.0700005,0.0499635,0.0612015,0.050126,0.0350339999999999,0.035017,0.0501174999999999,0.0490695,0.0404805,0.0465929999999999,0.0445095,0.064555,0.042783,0.0406495,0.045075,0.055208,0.060787,0.0437225,0.076363,0.046618,0.0472695,0.060019,0.071527,0.0491314999999999,0.056346,0.0313525,0.0517025,0.0435575,0.060297,0.0454605,0.048974,0.056747,0.086576,0.0350005
ACAA1,0.0,0.015645,0.012012,0.017732,0.026554,0.025222,0.023451,0.020118,0.01406,0.013605,0.01981,0.009503,0.0186,0.011457,0.011054,0.006276,0.013019,0.021381,0.01576,0.023425,0.029687,0.013993,0.020411,0.008024,0.017682,0.010892,0.017264,0.017244,0.019401,0.020543,0.028527,0.009676,0.019247,0.010901,0.020361,0.017891,0.018463,0.013698,0.009231,0.022002,0.005591,0.023036,0.009545,0.008636,0.026085,0.006066,0.026402,0.020728,0.014626,0.013723,0.018459,0.038907,0.015511,0.01824,0.021402,0.009609,0.010412,0.022402,0.011733,0.009006,0.019411,0.003826,0.02291,0.006052
ACACA,0.0941583333333333,0.1037393333333333,0.0882723333333333,0.0980898333333333,0.0932418333333333,0.1000908333333333,0.108478,0.102793,0.1190246666666666,0.09877,0.1020896666666666,0.1058965,0.1047571666666666,0.1105288333333333,0.0864841666666666,0.0960061666666666,0.0928706666666666,0.0930126666666666,0.0968171666666666,0.0993015,0.0872855,0.1011241666666666,0.092866,0.1142606666666666,0.099713,0.1086523333333333,0.0861218333333333,0.1033703333333333,0.0907205,0.0987545,0.1059106666666666,0.0923086666666666,0.0974185,0.0803768333333333,0.1035556666666666,0.0943803333333333,0.114673,0.106679,0.1045588333333333,0.0912586666666666,0.1032526666666666,0.0961496666666666,0.0947981666666666,0.1227563333333333,0.1017221666666666,0.076746,0.1102111666666666,0.0932485,0.0865801666666666,0.1053408333333333,0.0964741666666666,0.0946035,0.1033405,0.1028473333333333,0.0978465,0.104725,0.0909754999999999,0.1037076666666666,0.0946294999999999,0.0996886666666666,0.1038001666666666,0.1183335,0.0979999999999999,0.0810033333333333
ACACB,0.36355,0.400394,0.469038,0.454216,0.432906,0.441036,0.433539,0.472123,0.436517,0.474381,0.44736,0.420271,0.464997,0.382623,0.461985,0.403448,0.443383,0.466217,0.463049,0.480356,0.384572,0.448391,0.483366,0.46101,0.400467,0.413265,0.405245,0.475592,0.43884,0.400051,0.412353,0.485779,0.416932,0.416292,0.458256,0.435866,0.436342,0.381412,0.375666,0.415126,0.445506,0.399089,0.372777,0.458444,0.453746,0.477415,0.498143,0.338981,0.376115,0.47087,0.400528,0.417323,0.389976,0.431653,0.451137,0.434331,0.42412,0.411484,0.444401,0.470194,0.368812,0.419728,0.407122,0.418235
ACADL,0.12701,0.112965,0.1087015,0.1002905,0.11198825,0.14137975,0.13975325,0.1300985,0.1212365,0.106365,0.13191475,0.143989,0.1715279999999999,0.11930175,0.0909195,0.1167567499999999,0.1385502499999999,0.14786025,0.097871,0.138405,0.13080625,0.11199975,0.12681775,0.131768,0.15703625,0.1139685,0.1193294999999999,0.1152405,0.1251295,0.09610425,0.12914225,0.16130025,0.13430375,0.103116,0.1399305,0.1450835,0.11413475,0.17931375,0.11044875,0.106759,0.1277415,0.12651075,0.112956,0.15828825,0.13699825,0.16185625,0.14222125,0.1204015,0.1051305,0.10183975,0.14461925,0.13349175,0.12837825,0.14364775,0.1409375,0.127418,0.099851,0.1399615,0.14027825,0.12165375,0.1296735,0.13509575,0.16521,0.1411755
ACADM,0.1631304999999999,0.078154,0.2304245,0.062619,0.2512999999999999,0.187388,0.0899254999999999,0.178077,0.0822755,0.1475255,0.077024,0.1801455,0.175874,0.156308,0.1156114999999999,0.118352,0.071505,0.13516,0.152092,0.162933,0.2119295,0.232872,0.0878445,0.1764735,0.1028045,0.0778395,0.168747,0.173416,0.163829,0.092531,0.2401485,0.0551245,0.069046,0.067611,0.1709844999999999,0.0766604999999999,0.2353695,0.0912584999999999,0.078134,0.1432655,0.17291,0.2139955,0.150325,0.219463,0.0902215,0.1567085,0.103322,0.0691799999999999,0.0906975,0.237639,0.0696385,0.2351635,0.2036724999999999,0.1460645,0.10117,0.068785,0.0806715,0.0701605,0.2475375,0.0758195,0.200035,0.2047205,0.2031835,0.136832
ACOX1,0.065108,0.044093,0.050085,0.048818,0.05459,0.05887,0.053715,0.049126,0.046786,0.059589,0.052805,0.06002,0.036836,0.063753,0.056425,0.04702,0.046205,0.061185,0.068753,0.043754,0.068165,0.051363,0.045829,0.06129,0.054513,0.048599,0.047202,0.044265,0.057681,0.051633,0.054569,0.051452,0.057324,0.045974,0.050252,0.077193,0.052901,0.066436,0.047241,0.050182,0.054417,0.052055,0.076971,0.063808,0.052549,0.045076,0.051103,0.056533,0.057982,0.047455,0.04592,0.057197,0.058601,0.046789,0.062215,0.049998,0.052942,0.053715,0.059093,0.053418,0.061633,0.065676,0.060437,0.046583
ACOX2,0.604594,0.559679,0.600774,0.573503,0.590366,0.537579,0.611292,0.578395,0.534176,0.566574,0.507315,0.589547,0.592485,0.578996,0.636683,0.597739,0.543991,0.570961,0.536994,0.546653,0.533923,0.527965,0.623134,0.512128,0.554006,0.516859,0.584757,0.574749,0.567793,0.460877,0.567699,0.572876,0.53776,0.517104,0.609037,0.628133,0.568957,0.543783,0.566939,0.546277,0.584481,0.552181,0.544688,0.600912,0.584581,0.573024,0.613593,0.502995,0.48603,0.569698,0.514842,0.558292,0.541771,0.538885,0.559844,0.498555,0.560119,0.541476,0.5628,0.562713,0.495566,0.555134,0.569172,0.531689
ACOX3,0.07565575,0.0636367499999999,0.072929,0.0617585,0.06505625,0.06857575,0.07394725,0.06691425,0.05243,0.0585617499999999,0.0716405,0.06296675,0.059064,0.0657325,0.05684575,0.06472725,0.056707,0.05914975,0.070586,0.06531475,0.07108325,0.06759275,0.06054375,0.07423425,0.06742,0.0669865,0.0579805,0.0555395,0.063351,0.06554775,0.068455,0.05622675,0.063091,0.0493025,0.0570559999999999,0.07934325,0.06173325,0.0692655,0.061139,0.0644945,0.0602552499999999,0.06651325,0.0660035,0.06955225,0.06770975,0.06329725,0.0691465,0.0603087499999999,0.0635725,0.06039275,0.068112,0.0679087499999999,0.058329,0.0620765,0.056482,0.057028,0.06145625,0.0683815,0.05858375,0.0526002499999999,0.07235825,0.06858425,0.05931625,0.05701825
