From,To,Hop,SignalingPath,SpNotation,Attention
ABL1,CRK,hop1,ErbB signaling pathway,sp9,0.026083961125
ABL1,CRKL,hop1,ErbB signaling pathway,sp9,0.030265298
ABL1,NTRK1,hop1,Neurotrophin signaling pathway,sp25,0.036595104453125
ABL1,NTRK2,hop1,Neurotrophin signaling pathway,sp25,0.00423309545
ABL1,NTRK3,hop1,Neurotrophin signaling pathway,sp25,0.016360441109375
ABL1,RIN1,hop1,Ras signaling pathway,sp34,0.019282285203125
ABL2,CRK,hop1,ErbB signaling pathway,sp9,0.0297296284375
ABL2,CRKL,hop1,ErbB signaling pathway,sp9,0.033360124984375
ABL2,RIN1,hop1,Ras signaling pathway,sp34,0.0196952723125
ACAA1,PPARA,hop1,PPAR signaling pathway,sp29,0.01982239234375
ACAA1,RXRA,hop1,PPAR signaling pathway,sp29,0.0091586809375
ACAA1,RXRB,hop1,PPAR signaling pathway,sp29,0.0080340110203125
ACAA1,RXRG,hop1,PPAR signaling pathway,sp29,0.0202760745625
ACACA,PRKAA1,hop1,AMPK signaling pathway,sp2,0.02495919215625
ACACA,PRKAA1,hop1,Glucagon signaling pathway,sp13,0.03545295990625
ACACA,PRKAA1,hop1,Insulin signaling pathway,sp20,0.0665297153125
ACACA,PRKAA2,hop1,AMPK signaling pathway,sp2,0.018878910703125
ACACA,PRKAA2,hop1,Glucagon signaling pathway,sp13,0.02834769459375
ACACA,PRKAA2,hop1,Insulin signaling pathway,sp20,0.049880480265625
ACACA,PRKAB1,hop1,AMPK signaling pathway,sp2,0.013575179453125
ACACA,PRKAB1,hop1,Glucagon signaling pathway,sp13,0.02074177890625
ACACA,PRKAB1,hop1,Insulin signaling pathway,sp20,0.0357810203125
ACACA,PRKAB2,hop1,AMPK signaling pathway,sp2,0.023735023078125
ACACA,PRKAB2,hop1,Glucagon signaling pathway,sp13,0.0338994019375
ACACA,PRKAB2,hop1,Insulin signaling pathway,sp20,0.063177078109375
ACACA,PRKAG1,hop1,AMPK signaling pathway,sp2,0.0107206958359375
ACACA,PRKAG1,hop1,Glucagon signaling pathway,sp13,0.0164062762890625
ACACA,PRKAG1,hop1,Insulin signaling pathway,sp20,0.028247771359375
ACACA,PRKAG2,hop1,AMPK signaling pathway,sp2,0.012341574203125
ACACA,PRKAG2,hop1,Glucagon signaling pathway,sp13,0.01886358834375
ACACA,PRKAG2,hop1,Insulin signaling pathway,sp20,0.03252995284375
ACACA,PRKAG3,hop1,AMPK signaling pathway,sp2,0.019552091171875
ACACA,PRKAG3,hop1,Glucagon signaling pathway,sp13,0.028890173859375
ACACA,PRKAG3,hop1,Insulin signaling pathway,sp20,0.0517824556875
ACACA,SREBF1,hop1,AMPK signaling pathway,sp2,0.0081189556296875
ACACA,SREBF1,hop1,Insulin signaling pathway,sp20,0.02142241246671875
ACACB,PRKAA1,hop1,AMPK signaling pathway,sp2,0.01694410459375
ACACB,PRKAA1,hop1,Adipocytokine signaling pathway,sp3,0.03911555890625
ACACB,PRKAA1,hop1,Glucagon signaling pathway,sp13,0.025758894046875
ACACB,PRKAA1,hop1,Insulin signaling pathway,sp20,0.04386901628125
ACACB,PRKAA2,hop1,AMPK signaling pathway,sp2,0.020124710265624998
ACACB,PRKAA2,hop1,Adipocytokine signaling pathway,sp3,0.0462248435625
ACACB,PRKAA2,hop1,Glucagon signaling pathway,sp13,0.03040360409375
ACACB,PRKAA2,hop1,Insulin signaling pathway,sp20,0.052090383921875
ACACB,PRKAB1,hop1,AMPK signaling pathway,sp2,0.0139798799921875
