Drug A,Drug B,Cell Line Name,Score,Pred Score
Vorinostat,Romidepsin,BT-549,-0.6666666666666666,1.71345853805542
Romidepsin,Tretinoin,HCT-116,7.333333333333333,-0.1313751339912414
Tretinoin,Celecoxib,UACC-257,-0.4444444444444444,-2.859004259109497
Nilotinib,Cladribine,MDA-MB-231/ATCC,-4.111111111111111,-8.422748565673828
Thalidomide,Mitotane,DU-145,-7.333333333333333,-1.4112889766693115
Fulvestrant,Romidepsin,SF-268,1.3333333333333333,8.395462989807129
Dasatinib,Tretinoin,SK-MEL-28,-8.444444444444445,-1.4165942668914795
Mitotane,Dasatinib,SK-OV-3,1.6666666666666667,-1.127772331237793
Mitotane,Dasatinib,SNB-75,3.333333333333333,1.7002692222595217
Docetaxel,Nilotinib,UACC-257,2.111111111111111,-2.4809679985046387
Thalidomide,Sirolimus,CAKI-1,0.1111111111111111,-1.7908660173416138
Romidepsin,Cladribine,OVCAR-8,11.22222222222222,-1.2574464082717896
Gefitinib,Lenalidomide,MCF7,-3.111111111111111,5.791370868682861
Sirolimus,Nilotinib,MCF7,-3.888888888888889,4.202303409576416
Mitotane,Everolimus,SK-MEL-28,14.11111111111111,-2.6057145595550537
Fulvestrant,Vorinostat,PC-3,-4.444444444444445,-3.2541372776031494
Gefitinib,Lenalidomide,SW-620,6.0,-4.077551364898682
Paclitaxel,Celecoxib,SF-268,12.555555555555555,5.401114940643311
Nilotinib,Tretinoin,SF-539,-0.8888888888888888,-2.716870307922364
Fulvestrant,Sirolimus,UACC-257,-4.0,-7.08664608001709
Tretinoin,Cladribine,SK-MEL-5,-1.1111111111111112,-1.3454766273498535
Thalidomide,Paclitaxel,SF-295,-3.555555555555556,1.4474155902862549
Fulvestrant,Celecoxib,RPMI-8226,-10.666666666666666,-11.501066207885742
Mitotane,Docetaxel,SK-OV-3,9.11111111111111,-3.631596088409424
Mitotane,Sirolimus,SR,-1.7777777777777777,-11.72264289855957
Thalidomide,Mitotane,RPMI-8226,-3.4444444444444446,0.2251842021942138
Paclitaxel,Celecoxib,MDA-MB-231/ATCC,23.22222222222222,26.444849014282227
Thalidomide,Sirolimus,EKVX,0.8888888888888888,-7.07396125793457
Megestrol acetate,Gefitinib,EKVX,0.3333333333333333,-7.3492608070373535
Everolimus,Dasatinib,SF-268,-3.7777777777777777,-4.003713607788086
Thalidomide,Mitotane,MDA-MB-468,2.111111111111111,10.626823425292969
Fulvestrant,Cladribine,SF-268,-2.2222222222222223,2.1247029304504395
Sirolimus,Cladribine,NCI-H460,-2.2222222222222223,-5.044896125793457
Sirolimus,Mitotane,PC-3,3.111111111111111,2.956794500350952
Fulvestrant,Everolimus,U251,0.1111111111111111,11.70718765258789
Thalidomide,Sirolimus,ACHN,-2.555555555555556,-3.400594711303711
Thalidomide,Sirolimus,OVCAR-8,-0.2222222222222222,2.690550804138184
Docetaxel,Sirolimus,PC-3,3.111111111111111,-0.586561381816864
Mitotane,Dasatinib,OVCAR-4,-4.444444444444445,0.0540850162506103
Docetaxel,Cladribine,K-562,-5.222222222222222,-2.4511218070983887
Paclitaxel,Tretinoin,UO-31,4.0,9.805484771728516
Nilotinib,Celecoxib,MDA-MB-231/ATCC,-4.777777777777778,-7.511730194091797
Everolimus,Sirolimus,BT-549,1.0,0.6559698581695557
Dasatinib,Sirolimus,SF-268,-4.111111111111111,0.0555070638656616
Fulvestrant,Cladribine,HOP-62,-4.777777777777778,-3.435549020767212
Mitotane,Docetaxel,K-562,14.11111111111111,-0.9946094751358032
Sirolimus,Celecoxib,LOX IMVI,2.2222222222222223,1.0598903894424438
Vorinostat,Sirolimus,PC-3,-4.888888888888889,-3.0392274856567383
Megestrol acetate,Lenalidomide,NCI-H23,-6.888888888888889,0.311204195022583
Docetaxel,Nilotinib,SK-MEL-28,-9.444444444444445,-7.174948215484619
Dasatinib,Paclitaxel,OVCAR-3,13.666666666666666,-1.4906597137451172
Mitotane,Everolimus,A549/ATCC,3.4444444444444446,6.674701690673828
Megestrol acetate,Gefitinib,HS 578T,-8.222222222222221,-5.659868717193604
Sirolimus,Celecoxib,MCF7,5.777777777777778,9.835928916931152
Docetaxel,Cladribine,SNB-75,0.0,2.851588249206543
Docetaxel,Tretinoin,SK-MEL-28,13.666666666666666,14.711463928222656
Dasatinib,Docetaxel,HS 578T,-1.0,1.1979142427444458
Vorinostat,Tretinoin,T-47D,7.333333333333333,-0.990582287311554
Dasatinib,Vorinostat,NCI-H522,-2.888888888888889,-0.1047130823135376
Nilotinib,Cladribine,SNB-75,-7.111111111111111,-3.095854520797729
Thalidomide,Cladribine,SK-MEL-28,-1.2222222222222223,-1.9115378856658936
Sirolimus,Celecoxib,EKVX,0.0,-0.8761029839515686
Mitotane,Dasatinib,EKVX,-7.666666666666667,-3.882431983947754
Fulvestrant,Romidepsin,UACC-257,-1.5555555555555556,3.613218069076538
Paclitaxel,Celecoxib,OVCAR-4,11.88888888888889,20.381505966186523
Nilotinib,Cladribine,U251,-4.666666666666667,-6.110379219055176
Dasatinib,Vorinostat,MCF7,-10.333333333333334,-0.760124683380127
Dasatinib,Cladribine,SK-MEL-28,-9.555555555555555,-4.569137096405029
Nilotinib,Cladribine,PC-3,-2.6666666666666665,-3.406305313110352
Everolimus,Cladribine,KM12,-3.333333333333333,-4.721340179443359
Thalidomide,Sirolimus,OVCAR-4,1.8888888888888888,-5.100702285766602
Cladribine,Celecoxib,KM12,-5.666666666666667,-1.0424588918685913
Mitotane,Everolimus,MDA-MB-468,-3.888888888888889,2.917388916015625
Vorinostat,Romidepsin,SNB-75,-1.5555555555555556,0.816199004650116
Fulvestrant,Nilotinib,NCI-H460,-1.8888888888888888,-6.927857875823975
Sirolimus,Nilotinib,HCT-116,-7.888888888888889,-4.6094970703125
Cladribine,Celecoxib,DU-145,0.4444444444444444,-4.635712146759033
Sirolimus,Tretinoin,MCF7,3.555555555555556,8.642346382141113
Nilotinib,Mitotane,SF-268,-0.8888888888888888,-4.166605472564697
Everolimus,Cladribine,SF-268,-5.777777777777778,-3.905792236328125
Mitotane,Paclitaxel,DU-145,-2.888888888888889,3.793849468231201
Megestrol acetate,Gefitinib,PC-3,-2.111111111111111,-6.725689888000488
Dasatinib,Celecoxib,K-562,46.333333333333336,6.787735462188721
Everolimus,Docetaxel,UACC-257,0.8888888888888888,-2.362487554550171
Mitotane,Docetaxel,A498,1.1111111111111112,1.360466241836548
Mitotane,Nilotinib,IGROV1,0.0,-6.39612340927124
Fulvestrant,Everolimus,MCF7,10.0,1.92306387424469
Sirolimus,Mitotane,DU-145,-1.1111111111111112,4.303884983062744
Dasatinib,Celecoxib,SNB-75,8.555555555555555,1.2387744188308716
Fulvestrant,Tretinoin,HOP-92,-4.777777777777778,-4.719268321990967
Everolimus,Romidepsin,SW-620,0.2222222222222222,0.6780481934547424
Everolimus,Paclitaxel,MDA-MB-468,8.222222222222221,6.553628921508789
Paclitaxel,Tretinoin,UACC-257,10.11111111111111,13.054065704345703
Romidepsin,Paclitaxel,IGROV1,-2.555555555555556,-0.8640878796577454
Vorinostat,Docetaxel,SK-MEL-5,-4.888888888888889,-6.829387187957764
Docetaxel,Celecoxib,HS 578T,20.88888888888889,7.38134765625
Docetaxel,Fulvestrant,KM12,19.33333333333333,14.640887260437012
Docetaxel,Paclitaxel,SK-MEL-5,-1.3333333333333333,-0.1201319694519043
Romidepsin,Celecoxib,OVCAR-4,-4.111111111111111,3.2032175064086914
Everolimus,Dasatinib,K-562,-2.7777777777777777,-5.233036994934082
