Score,Pred Score
8.88888888888889,-0.2728732228279114
-0.5555555555555556,0.6247475147247314
-8.444444444444445,-2.583315372467041
0.4444444444444444,-9.096635818481445
-2.7777777777777777,-2.505058765411377
-3.6666666666666665,-3.3124468326568604
-5.222222222222222,-7.286379814147949
-10.555555555555555,-5.315239429473877
0.6666666666666666,-4.477272987365723
8.0,5.145335674285889
0.2222222222222222,-1.1319047212600708
-2.6666666666666665,-4.218583106994629
-5.111111111111111,-4.219485282897949
-9.333333333333334,-7.17006778717041
-0.3333333333333333,-0.3810318112373352
2.6666666666666665,-4.25675630569458
-8.88888888888889,-8.83514404296875
-5.555555555555555,-3.8203728199005127
1.5555555555555556,-2.0952234268188477
-4.444444444444445,-1.7734689712524414
-8.0,-2.3857619762420654
5.222222222222222,3.8837645053863525
-1.8888888888888888,-7.448729038238525
-7.555555555555555,-4.8100056648254395
4.0,4.592291355133057
0.1111111111111111,3.1633572578430176
1.4444444444444444,0.2266230583190918
-2.0,-0.8729368448257446
-2.7777777777777777,1.501824975013733
-6.555555555555555,-5.953649520874023
-8.666666666666666,-4.297720432281494
-5.0,-3.520551919937134
-3.7777777777777777,-3.011850595474243
9.555555555555555,5.654787540435791
-10.22222222222222,-9.45310115814209
9.0,10.502760887145996
-2.7777777777777777,0.4389002323150635
-1.5555555555555556,-1.6493847370147705
-1.8888888888888888,3.052279472351074
2.4444444444444446,2.087275266647339
-5.222222222222222,-4.917403697967529
-1.6666666666666667,-0.5548911690711975
5.888888888888889,6.145754814147949
-6.666666666666667,-6.523197174072266
-0.2222222222222222,-3.4794399738311768
-6.666666666666667,-2.3672196865081787
-5.111111111111111,-6.631330966949463
0.3333333333333333,1.0296672582626343
-0.4444444444444444,-0.05578601360321045
-4.444444444444445,-5.319887638092041
3.4444444444444446,2.3217263221740723
-0.7777777777777778,0.6737075448036194
-9.555555555555555,-3.084134817123413
-5.333333333333333,-5.406881809234619
5.222222222222222,2.2259979248046875
6.444444444444445,0.289133220911026
5.111111111111111,-3.0038363933563232
4.888888888888889,-5.237485408782959
-6.0,0.15009915828704834
-5.666666666666667,-8.523856163024902
37.77777777777778,7.446283340454102
-7.111111111111111,-3.518244743347168
-1.4444444444444444,-3.9180614948272705
6.777777777777778,0.7685847282409668
-9.444444444444445,-0.287946879863739
-6.333333333333333,-1.0367236137390137
-0.4444444444444444,1.1963601112365723
5.111111111111111,-2.303806781768799
9.11111111111111,-0.33795806765556335
-1.7777777777777777,8.091527938842773
-7.888888888888889,-4.39725399017334
-3.6666666666666665,1.0576447248458862
-2.888888888888889,1.405232310295105
-8.0,-12.192339897155762
-2.4444444444444446,-3.038806676864624
7.888888888888889,12.13179874420166
-0.2222222222222222,6.262757778167725
-0.5555555555555556,0.03388935327529907
