Drug A,Drug B,Cell Line Name,Score,Pred Score
paclitaxel,Sorafenib,OVCAR3,-12.53254789251529,-0.8501850366592407
paclitaxel,Erlotinib,HT144,5.45103123545738,-1.146482229232788
Lapatinib,Erlotinib,A2058,4.128157012788561,3.283783197402954
Erlotinib,geldanamycin,SW-620,-3.8590388668775,-0.3591185808181762
paclitaxel,Sunitinib,SK-OV-3,7.36579899286375,-0.0851131677627563
metformin,Lapatinib,A2058,-11.03094492075089,-23.451459884643555
Sunitinib,geldanamycin,UACC62,8.017093587799739,11.984071731567385
metformin,Sunitinib,T-47D,15.384553292915324,-21.85517311096192
Vorinostat,Lapatinib,OV90,2.79124989437018,-1.1723544597625732
vinblastine,Dasatinib,MDAMB436,2.81101468536903,0.4567130506038666
Lapatinib,Erlotinib,OVCAR3,-1.7237618714553775,-0.5849138498306274
vinblastine,geldanamycin,RKO,-2.202886656443709,-6.943828582763672
Sunitinib,Dasatinib,SKMES1,2.369358494612781,-0.9833126664161682
Vorinostat,geldanamycin,NCI-H460,-11.30813578108209,-1.020220160484314
Sunitinib,geldanamycin,SKMES1,4.484288991501213,-0.2967198491096496
metformin,Erlotinib,LOVO,-35.8165916579592,-21.476852416992188
Vorinostat,Erlotinib,SW-620,-5.19085420781142,-1.0406744480133057
Vorinostat,Sorafenib,A375,2.86709961553106,-3.096266746520996
Sunitinib,Erlotinib,RPMI7951,-4.349210006555943,0.5616690516471863
Lapatinib,Sorafenib,A375,5.029017096161708,-3.100493192672729
Dasatinib,Sorafenib,NCIH23,8.243548509216069,-7.820101737976074
paclitaxel,Sorafenib,NCIH23,-2.6184282494780104,-1.444811463356018
Vorinostat,Sunitinib,NCIH1650,-5.527709296795018,-1.30843186378479
metformin,Sorafenib,MDAMB436,-52.7336020518746,-21.86194610595703
paclitaxel,Sorafenib,A375,6.07843040491799,-0.4689071774482727
Vorinostat,Sorafenib,SW-620,-4.396710286499547,-1.657831072807312
Sunitinib,Erlotinib,A375,6.6154810826822,-0.7740591168403625
metformin,Dasatinib,A2780,9.772192422094813,-12.164847373962402
