Drug A,Drug B,Cell Line Name,Score,Pred Score
Vorinostat,Dasatinib,SW-620,-5.73967918172164,-12.768945693969728
vinblastine,Lapatinib,A375,-23.3725501337939,-3.3239541053771973
metformin,Dasatinib,SW-620,9.04709717330502,-14.718491554260254
Lapatinib,Dasatinib,RPMI7951,-3.724573545179619,-12.85710906982422
paclitaxel,Sorafenib,HT144,4.4516036428765,-16.26875114440918
paclitaxel,Erlotinib,SW837,-1.657597602265355,-8.018265724182129
Sunitinib,Erlotinib,OV90,5.586124430090477,-1.4757604598999023
paclitaxel,Dasatinib,SKMEL30,-26.6651088566214,-19.20277214050293
Lapatinib,Erlotinib,SKMES1,3.028467183462371,-9.716795921325684
vinblastine,Dasatinib,SW-620,-40.7258600860177,-23.95858383178711
metformin,Sorafenib,OVCAR3,-26.912205886836706,-5.15069580078125
paclitaxel,Erlotinib,A2058,-3.9965921287470247,-5.661911487579346
Lapatinib,geldanamycin,HCT116,-4.739766082030863,-5.128870964050293
Sunitinib,Dasatinib,HCT116,4.2006804390709,8.040687561035156
metformin,Lapatinib,A2780,-22.3071231538392,-16.154987335205078
metformin,Erlotinib,SKMES1,-18.5891767455387,-11.407103538513184
Lapatinib,geldanamycin,RPMI7951,-5.960419628776203,-8.390695571899414
Sunitinib,Sorafenib,SW837,-18.9061714872788,-69.6443099975586
metformin,Vorinostat,T-47D,-21.4141717786538,-25.320680618286133
metformin,Erlotinib,VCAP,-12.208208404490907,-12.953372955322266
Erlotinib,geldanamycin,LOVO,-3.72583443525641,-7.6500244140625
Vorinostat,Sorafenib,A2780,-2.377061578670744,8.516347885131836
Erlotinib,Dasatinib,OV90,6.075310726130807,8.7886962890625
Vorinostat,Sunitinib,HCT116,2.12042655289975,-4.337404727935791
Dasatinib,geldanamycin,SK-OV-3,3.181253849239128,18.52945327758789
vinblastine,Erlotinib,NCI-H460,10.41580460128629,-8.292510986328125
metformin,geldanamycin,SW837,-23.8934551543691,-9.929508209228516
Dasatinib,geldanamycin,VCAP,-0.8981307679622897,2.2413878440856934
paclitaxel,Lapatinib,UACC62,3.7078671714499096,-3.603071212768554
Sunitinib,geldanamycin,A375,11.644495901203598,6.70914363861084
metformin,Vorinostat,RPMI7951,-22.42608065327665,-18.80307579040528
Lapatinib,Erlotinib,LOVO,-1.2036514942358316,-12.197855949401855
vinblastine,geldanamycin,SKMEL30,-13.5091075877696,-3.3666868209838867
Vorinostat,Lapatinib,SKMEL30,-1.79502295092813,-1.8430438041687007
Vorinostat,geldanamycin,SK-OV-3,2.332279780348585,-2.3250608444213867
Lapatinib,Dasatinib,MDAMB436,3.11049964318654,10.700695037841797
Vorinostat,Erlotinib,OVCAR3,3.54836143321337,-3.3814406394958496
Vorinostat,Lapatinib,NCIH2122,3.77256113899207,-3.276432037353516
