Drug A,Drug B,Cell Line Name,Score,Pred Score
paclitaxel,geldanamycin,OV90,4.219145585451182,3.7089576721191406
Vorinostat,Erlotinib,RKO,-2.588665914009158,-11.923479080200195
Sunitinib,Sorafenib,LOVO,-3.0703466753296,-83.09597778320312
paclitaxel,Dasatinib,RPMI7951,2.1112971208509976,-36.54707336425781
paclitaxel,Lapatinib,VCAP,-19.1693792779686,1.1631355285644531
Sunitinib,Sorafenib,A2058,-0.9096556467231308,1.7862586975097656
vinblastine,Dasatinib,RKO,-5.316952415477393,-61.56892395019531
Dasatinib,geldanamycin,CAOV3,-5.39913759737588,-17.282455444335938
Erlotinib,Sorafenib,CAOV3,6.1026124307435,-6.157205581665039
vinblastine,Sorafenib,LOVO,-1.6005087696864486,25.61738586425781
metformin,Vorinostat,OVCAR3,-51.6773231694491,-49.87315368652344
vinblastine,geldanamycin,MDAMB436,0.51700222845629,-4.252265930175781
paclitaxel,Lapatinib,MDAMB436,-1.6521884315998507,-1.4475789070129397
paclitaxel,Sunitinib,LOVO,2.11024229353816,17.491037368774414
Sunitinib,Lapatinib,NCIH2122,17.2594267615487,8.471744537353516
paclitaxel,Sunitinib,SW837,-1.73607437190069,4.152633666992188
paclitaxel,Sunitinib,OV90,-5.77436797253085,-0.97882080078125
Vorinostat,Dasatinib,UACC62,-0.568998602339841,17.609817504882812
vinblastine,Vorinostat,OVCAR3,-1.289264920121349,-14.705528259277344
metformin,Erlotinib,NCIH23,-14.1813773041305,-24.3469467163086
Lapatinib,Erlotinib,SKMEL30,-3.31847606547329,5.921083450317383
Vorinostat,Dasatinib,A2058,11.710679650337616,12.040861129760742
paclitaxel,Vorinostat,A2780,2.046344769010002,-5.523826599121094
Vorinostat,Erlotinib,NCIH23,-2.77042962989298,-10.19266128540039
Vorinostat,Lapatinib,CAOV3,9.014890317831036,-12.080333709716797
Erlotinib,Dasatinib,T-47D,2.726862934921635,9.084686279296877
vinblastine,geldanamycin,OV90,-3.4922781726655696,-3.4249229431152344
Lapatinib,Dasatinib,OVCAR3,1.292753014965791,-1.5941622257232666
Erlotinib,Dasatinib,SK-OV-3,8.16191414696451,9.165679931640623
Vorinostat,Sorafenib,NCIH2122,-8.251107402184557,-6.634433746337891
Vorinostat,geldanamycin,VCAP,7.262818938793504,-86.5438232421875
Vorinostat,Erlotinib,NCIH1650,4.14054171285972,-14.247920989990234
vinblastine,Sorafenib,NCIH1650,-13.546032832554804,-8.888322830200195
Erlotinib,Dasatinib,HT144,-16.8307740899425,7.455769538879394
paclitaxel,Sunitinib,SKMEL30,-0.2642143205483515,-23.361875534057617
Lapatinib,geldanamycin,A375,-6.135426654744688,15.99002456665039
Vorinostat,Dasatinib,A375,-7.187555808667961,20.92508125305176
paclitaxel,Sunitinib,A375,8.149714042401495,-1.1033782958984375
Vorinostat,Sorafenib,MDAMB436,-6.426376983867103,-24.14371109008789
Lapatinib,Sorafenib,SK-OV-3,13.9953943577381,-21.321277618408203
Vorinostat,Dasatinib,A2780,-6.31868596379813,-17.732030868530273
Vorinostat,Dasatinib,T-47D,5.321680837772678,-15.652898788452148
vinblastine,Erlotinib,SW837,11.9978624338519,-22.15816879272461
vinblastine,Erlotinib,A375,7.909526276907584,-26.90087127685547
Erlotinib,geldanamycin,NCIH1650,7.206977941743588,16.656269073486328
Sunitinib,Sorafenib,RKO,-7.378812419643663,-19.161407470703125
Sunitinib,Erlotinib,RKO,0.2475632146873464,-24.731185913085938
Sunitinib,Erlotinib,NCIH1650,12.7359625054994,19.033966064453125
Vorinostat,Dasatinib,NCIH1650,5.220668557811489,8.532459259033203
geldanamycin,Sorafenib,CAOV3,1.3318185914773402,59.07957458496094
vinblastine,Vorinostat,A2780,2.776867734737273,-8.080413818359375
metformin,geldanamycin,SKMEL30,-27.8178569354009,-19.75585174560547
paclitaxel,Lapatinib,NCIH23,-4.20883890972707,-7.804879188537598
Sunitinib,geldanamycin,SK-OV-3,2.78743688363977,-0.8295745849609375
metformin,Lapatinib,VCAP,-9.657849716236,0.4191761016845703
paclitaxel,Vorinostat,SW837,4.071661498679735,30.3197021484375
Lapatinib,Erlotinib,SW-620,-10.586292641023492,30.42775154113769
Lapatinib,geldanamycin,OV90,2.578081311550471,6.092744827270508
metformin,Erlotinib,MDAMB436,-42.2483635713802,-10.251319885253906
vinblastine,Erlotinib,CAOV3,8.204494762209066,-4.001506805419922
Sunitinib,Lapatinib,A2058,18.5317724911246,1.3078956604003906
vinblastine,Vorinostat,T-47D,6.097122298913325,-3.496406555175781
vinblastine,Lapatinib,A2780,-11.299328727708405,-23.21158599853516
Vorinostat,Sorafenib,T-47D,-6.22433036882608,-32.8276252746582
paclitaxel,Lapatinib,NCIH1650,3.12612254618191,3.1362619400024414
Sunitinib,Dasatinib,CAOV3,8.756217929094177,42.80014801025391
metformin,Sunitinib,RPMI7951,-1.757118944268968,-7.401836395263672
metformin,Sunitinib,NCIH1650,-51.402683514636095,-17.007667541503906
Sunitinib,Sorafenib,UACC62,-2.13735826282737,28.5991153717041
Lapatinib,Sorafenib,UACC62,8.88265541550952,11.438018798828123
Vorinostat,Dasatinib,CAOV3,5.58846482112586,7.2531585693359375
Vorinostat,Dasatinib,SW837,7.383552345763623,-31.06382369995117
Vorinostat,Erlotinib,SW837,10.229168329440906,-30.383928298950195
vinblastine,Lapatinib,SKMEL30,-17.4030551064212,-16.73339080810547
Vorinostat,Erlotinib,SK-OV-3,2.204062447972561,18.26920509338379
Sunitinib,Lapatinib,HCT116,-3.195242757261453,-30.211589813232425
metformin,Lapatinib,HT144,-36.8822022827233,-28.978309631347656
Lapatinib,geldanamycin,SK-OV-3,3.812227003524945,75.7460708618164
Vorinostat,Sunitinib,NCIH2122,-6.89310310865277,-17.025423049926758
vinblastine,Lapatinib,SKMES1,-2.85382252753121,6.081230163574219
vinblastine,Vorinostat,NCI-H460,-7.42349600405968,-32.191734313964844
paclitaxel,Erlotinib,SK-OV-3,4.398848813602776,14.239349365234377
metformin,Vorinostat,SW-620,-68.1959205924323,-64.98553466796875
vinblastine,Vorinostat,SKMES1,-3.773219093074008,-38.53947067260742
Sunitinib,Lapatinib,A2780,8.453421074249384,11.160298347473145
metformin,Vorinostat,VCAP,-62.9612541332419,-1.687408447265625
vinblastine,Dasatinib,RPMI7951,2.97844031586002,-23.741744995117188
paclitaxel,Sorafenib,SW837,-5.800670766453999,4.665500640869141
paclitaxel,Sorafenib,A2780,2.409764321136161,-12.145660400390623
paclitaxel,Sorafenib,VCAP,-1.6610011043127195,0.6453151702880859
paclitaxel,Lapatinib,A2780,1.39259946716825,-4.717635154724121
metformin,Lapatinib,HCT116,-5.785469568057495,-10.345220565795898
Lapatinib,Dasatinib,CAOV3,10.468583156479704,7.517813682556152
vinblastine,Lapatinib,OV90,0.8267526169764301,-3.2398910522460938
Lapatinib,Erlotinib,RPMI7951,-0.4271227388875901,24.09518241882324
Vorinostat,Sunitinib,SKMES1,-5.85807143580148,-20.79990768432617
Sunitinib,Sorafenib,SW-620,-2.67676896274171,34.74394989013672
Vorinostat,Lapatinib,HCT116,-3.11888044241469,42.264984130859375
Sunitinib,Erlotinib,CAOV3,6.71098989067457,54.83888244628906
Sunitinib,Lapatinib,SKMEL30,6.429854346358795,-4.754056930541992
paclitaxel,geldanamycin,VCAP,-6.897600670415837,-22.188884735107425
metformin,geldanamycin,LOVO,-16.4910721624856,-29.032772064208984
Sunitinib,Lapatinib,A375,-3.057699221935841,10.987227439880373
metformin,Sunitinib,VCAP,-17.6906096863185,-29.126096725463867
vinblastine,Vorinostat,MDAMB436,0.1461877509898399,6.886680603027344
Erlotinib,Sorafenib,SW837,-3.01321716593974,12.24127960205078
Dasatinib,geldanamycin,NCI-H460,-15.0412339008878,-11.657974243164062
Sunitinib,Sorafenib,CAOV3,-3.60075442831331,1.292074203491211
vinblastine,Sorafenib,SK-OV-3,12.5056328567953,-32.29555130004883
Sunitinib,Sorafenib,MDAMB436,-13.8996269060666,16.35340118408203
vinblastine,Sorafenib,UACC62,5.265272900492549,-6.71003532409668
