Drug A,Drug B,Cell Line Name,Score,Pred Score
Vorinostat,Romidepsin,BT-549,-0.6666666666666666,-0.792477011680603
Romidepsin,Tretinoin,HCT-116,7.333333333333333,-1.475342869758606
Tretinoin,Celecoxib,UACC-257,-0.4444444444444444,-7.25018310546875
Nilotinib,Cladribine,MDA-MB-231/ATCC,-4.111111111111111,-0.1047383546829223
Thalidomide,Mitotane,DU-145,-7.333333333333333,-6.70837926864624
Fulvestrant,Romidepsin,SF-268,1.3333333333333333,4.537884712219238
Dasatinib,Tretinoin,SK-MEL-28,-8.444444444444445,-1.477856159210205
Mitotane,Dasatinib,SK-OV-3,1.6666666666666667,-4.514675617218018
Mitotane,Dasatinib,SNB-75,3.333333333333333,-1.8418943881988523
Docetaxel,Nilotinib,UACC-257,2.111111111111111,1.8535218238830569
Thalidomide,Sirolimus,CAKI-1,0.1111111111111111,-5.00901460647583
Romidepsin,Cladribine,OVCAR-8,11.22222222222222,-1.480736494064331
Gefitinib,Lenalidomide,MCF7,-3.111111111111111,-3.797808408737183
Sirolimus,Nilotinib,MCF7,-3.888888888888889,3.4738011360168457
Mitotane,Everolimus,SK-MEL-28,14.11111111111111,2.786616086959839
Fulvestrant,Vorinostat,PC-3,-4.444444444444445,-3.685017108917236
Gefitinib,Lenalidomide,SW-620,6.0,-4.021008014678955
Paclitaxel,Celecoxib,SF-268,12.555555555555555,10.108596801757812
Nilotinib,Tretinoin,SF-539,-0.8888888888888888,-1.795724630355835
Fulvestrant,Sirolimus,UACC-257,-4.0,-2.7263646125793457
Tretinoin,Cladribine,SK-MEL-5,-1.1111111111111112,-1.4598164558410645
Thalidomide,Paclitaxel,SF-295,-3.555555555555556,-1.396078109741211
Fulvestrant,Celecoxib,RPMI-8226,-10.666666666666666,-0.7570512294769287
Mitotane,Docetaxel,SK-OV-3,9.11111111111111,-4.985984325408936
Mitotane,Sirolimus,SR,-1.7777777777777777,-6.695749282836914
Thalidomide,Mitotane,RPMI-8226,-3.4444444444444446,-4.313892841339111
Paclitaxel,Celecoxib,MDA-MB-231/ATCC,23.22222222222222,12.37818717956543
Thalidomide,Sirolimus,EKVX,0.8888888888888888,3.629880666732788
Megestrol acetate,Gefitinib,EKVX,0.3333333333333333,-1.4853816032409668
Everolimus,Dasatinib,SF-268,-3.7777777777777777,-1.542332649230957
Thalidomide,Mitotane,MDA-MB-468,2.111111111111111,-3.007173538208008
Fulvestrant,Cladribine,SF-268,-2.2222222222222223,-6.419791221618652
Sirolimus,Cladribine,NCI-H460,-2.2222222222222223,-1.3442058563232422
Sirolimus,Mitotane,PC-3,3.111111111111111,5.649367332458496
Fulvestrant,Everolimus,U251,0.1111111111111111,13.838815689086914
Thalidomide,Sirolimus,ACHN,-2.555555555555556,-2.070120334625244
Thalidomide,Sirolimus,OVCAR-8,-0.2222222222222222,-2.09695816040039
Docetaxel,Sirolimus,PC-3,3.111111111111111,-3.5014867782592773
Mitotane,Dasatinib,OVCAR-4,-4.444444444444445,-1.925403118133545
Docetaxel,Cladribine,K-562,-5.222222222222222,1.187788963317871
Paclitaxel,Tretinoin,UO-31,4.0,10.57273292541504
Nilotinib,Celecoxib,MDA-MB-231/ATCC,-4.777777777777778,-6.555233955383301
Everolimus,Sirolimus,BT-549,1.0,0.5581064224243164
Dasatinib,Sirolimus,SF-268,-4.111111111111111,-1.5853255987167358
Fulvestrant,Cladribine,HOP-62,-4.777777777777778,-1.3808860778808594
Mitotane,Docetaxel,K-562,14.11111111111111,0.130500316619873
Sirolimus,Celecoxib,LOX IMVI,2.2222222222222223,-3.323918342590332
Vorinostat,Sirolimus,PC-3,-4.888888888888889,-7.474669456481934
Megestrol acetate,Lenalidomide,NCI-H23,-6.888888888888889,-8.244221687316895
Docetaxel,Nilotinib,SK-MEL-28,-9.444444444444445,-1.928431510925293
Dasatinib,Paclitaxel,OVCAR-3,13.666666666666666,0.006019115447998
Mitotane,Everolimus,A549/ATCC,3.4444444444444446,5.00401496887207
Megestrol acetate,Gefitinib,HS 578T,-8.222222222222221,-3.88393497467041
Sirolimus,Celecoxib,MCF7,5.777777777777778,-0.921560287475586
Docetaxel,Cladribine,SNB-75,0.0,-1.0122129917144775
Docetaxel,Tretinoin,SK-MEL-28,13.666666666666666,6.55387020111084
Dasatinib,Docetaxel,HS 578T,-1.0,0.6729296445846558
Vorinostat,Tretinoin,T-47D,7.333333333333333,-5.557168960571289
Dasatinib,Vorinostat,NCI-H522,-2.888888888888889,-3.505260944366455
Nilotinib,Cladribine,SNB-75,-7.111111111111111,-3.0482113361358643
Thalidomide,Cladribine,SK-MEL-28,-1.2222222222222223,-3.8685050010681152
Sirolimus,Celecoxib,EKVX,0.0,-0.921395480632782
Mitotane,Dasatinib,EKVX,-7.666666666666667,-2.7561163902282715
Fulvestrant,Romidepsin,UACC-257,-1.5555555555555556,3.919926643371582
Paclitaxel,Celecoxib,OVCAR-4,11.88888888888889,9.553966522216797
Nilotinib,Cladribine,U251,-4.666666666666667,-2.6880221366882324
Dasatinib,Vorinostat,MCF7,-10.333333333333334,-2.479398727416992
Dasatinib,Cladribine,SK-MEL-28,-9.555555555555555,-1.6380141973495483
Nilotinib,Cladribine,PC-3,-2.6666666666666665,-5.615047454833984
Everolimus,Cladribine,KM12,-3.333333333333333,-6.740020751953125
Thalidomide,Sirolimus,OVCAR-4,1.8888888888888888,-1.532806396484375
Cladribine,Celecoxib,KM12,-5.666666666666667,-6.570845603942871
Mitotane,Everolimus,MDA-MB-468,-3.888888888888889,5.752707481384277
Vorinostat,Romidepsin,SNB-75,-1.5555555555555556,-0.2503648996353149
Fulvestrant,Nilotinib,NCI-H460,-1.8888888888888888,-0.8973169326782227
Sirolimus,Nilotinib,HCT-116,-7.888888888888889,-2.1941494941711426
Cladribine,Celecoxib,DU-145,0.4444444444444444,-2.106431722640991
Sirolimus,Tretinoin,MCF7,3.555555555555556,0.3853384256362915
Nilotinib,Mitotane,SF-268,-0.8888888888888888,-8.896499633789062
Everolimus,Cladribine,SF-268,-5.777777777777778,-9.142269134521484
Mitotane,Paclitaxel,DU-145,-2.888888888888889,-0.0311311483383178
Megestrol acetate,Gefitinib,PC-3,-2.111111111111111,-4.786335468292236
Dasatinib,Celecoxib,K-562,46.333333333333336,-2.503438234329224
Everolimus,Docetaxel,UACC-257,0.8888888888888888,-0.2383626997470855
Mitotane,Docetaxel,A498,1.1111111111111112,-0.7054829597473145
Mitotane,Nilotinib,IGROV1,0.0,-3.0530648231506348
Fulvestrant,Everolimus,MCF7,10.0,1.0722932815551758
Sirolimus,Mitotane,DU-145,-1.1111111111111112,-0.4770317077636719
Dasatinib,Celecoxib,SNB-75,8.555555555555555,1.0365331172943115
Fulvestrant,Tretinoin,HOP-92,-4.777777777777778,-1.355158805847168
Everolimus,Romidepsin,SW-620,0.2222222222222222,-2.9411067962646484
Everolimus,Paclitaxel,MDA-MB-468,8.222222222222221,6.345828056335449
