Drug A,Drug B,Cell Line Name,Score,Pred Score
paclitaxel,geldanamycin,OV90,4.219145585451182,0.1977481842041015
Vorinostat,Erlotinib,RKO,-2.588665914009158,18.590614318847656
Sunitinib,Sorafenib,LOVO,-3.0703466753296,-1.162698745727539
paclitaxel,Dasatinib,RPMI7951,2.1112971208509976,-2.832022190093994
paclitaxel,Lapatinib,VCAP,-19.1693792779686,-1.5798203945159912
Sunitinib,Sorafenib,A2058,-0.9096556467231308,0.9706456661224364
vinblastine,Dasatinib,RKO,-5.316952415477393,-40.31766128540039
Dasatinib,geldanamycin,CAOV3,-5.39913759737588,-9.279922485351562
Erlotinib,Sorafenib,CAOV3,6.1026124307435,3.709160566329956
vinblastine,Sorafenib,LOVO,-1.6005087696864486,-16.835891723632812
metformin,Vorinostat,OVCAR3,-51.6773231694491,-24.33243179321289
vinblastine,geldanamycin,MDAMB436,0.51700222845629,-5.405906677246094
paclitaxel,Lapatinib,MDAMB436,-1.6521884315998507,-3.1351420879364014
paclitaxel,Sunitinib,LOVO,2.11024229353816,-3.410059928894043
Sunitinib,Lapatinib,NCIH2122,17.2594267615487,3.359851360321045
paclitaxel,Sunitinib,SW837,-1.73607437190069,-15.087043762207031
paclitaxel,Sunitinib,OV90,-5.77436797253085,1.3115466833114624
Vorinostat,Dasatinib,UACC62,-0.568998602339841,-15.362635612487791
vinblastine,Vorinostat,OVCAR3,-1.289264920121349,4.850311279296875
metformin,Erlotinib,NCIH23,-14.1813773041305,-9.340055465698242
Lapatinib,Erlotinib,SKMEL30,-3.31847606547329,1.956458568572998
Vorinostat,Dasatinib,A2058,11.710679650337616,13.667007446289062
paclitaxel,Vorinostat,A2780,2.046344769010002,-8.113449096679688
Vorinostat,Erlotinib,NCIH23,-2.77042962989298,2.481651306152344
Vorinostat,Lapatinib,CAOV3,9.014890317831036,-0.4617211818695068
Erlotinib,Dasatinib,T-47D,2.726862934921635,4.915423393249512
vinblastine,geldanamycin,OV90,-3.4922781726655696,1.4323844909667969
Lapatinib,Dasatinib,OVCAR3,1.292753014965791,3.009396314620972
Erlotinib,Dasatinib,SK-OV-3,8.16191414696451,6.143702507019043
Vorinostat,Sorafenib,NCIH2122,-8.251107402184557,1.9389028549194336
Vorinostat,geldanamycin,VCAP,7.262818938793504,51.181640625
Vorinostat,Erlotinib,NCIH1650,4.14054171285972,4.453941345214844
vinblastine,Sorafenib,NCIH1650,-13.546032832554804,-7.029483318328857
Erlotinib,Dasatinib,HT144,-16.8307740899425,2.5203611850738525
paclitaxel,Sunitinib,SKMEL30,-0.2642143205483515,-3.3551952838897705
Lapatinib,geldanamycin,A375,-6.135426654744688,-0.3087177276611328
Vorinostat,Dasatinib,A375,-7.187555808667961,10.657848358154297
