gene_name,p_value
ABL1,0.0019042344555419619
ABL2,0.16623567727646538
ACAA1,1.0
ACACA,0.8320537311474636
ACACB,0.5061794109560072
ACADL,0.8769148484870471
ACADM,0.5308730731929201
ACOX1,0.5625770214945697
ACOX2,0.6942010329568615
ACOX3,0.5690257932249676
ACSBG1,0.5031357470143778
ACSBG2,0.21269125271992617
ACSL1,0.6421863589875758
ACSL3,0.884434381770755
ACSL4,1.0
ACSL5,0.3297779796482059
ACSL6,0.3976138285619145
ACTA2,0.3857574663688822
ACTB,0.2057775757258029
ACTG1,0.8098172431442923
ACVR1,0.7731036287569379
ACVR1B,0.11802611669858407
ACVR1C,0.030314292955744986
ACVR2A,0.06619052710409874
ACVR2B,0.2215672274275916
ADAM17,0.9070528431900867
ADCY1,0.9980988103176093
ADCY10,0.433076512683928
ADCY2,0.5561637403987543
ADCY3,0.48806362090577005
ADCY4,0.04559094268068237
ADCY5,0.22519092547401542
ADCY6,0.02374267499580799
ADCY7,0.030680613335506774
ADCY8,0.8098172431442923
ADCY9,0.588581083293209
ADCYAP1,0.5466112014260416
ADCYAP1R1,0.524642832186091
ADGRB1,1.0
ADIPOQ,0.07277471199802768
ADIPOR1,0.20238261233446442
ADIPOR2,0.4910578103758373
ADORA1,0.7585542021467591
ADORA2A,0.4358781761988516
ADORA2B,0.5561637403987543
ADORA3,0.9752884627122086
ADRA1A,0.3490484753212293
ADRA1B,0.6977238945180402
ADRA1D,0.9411166161038826
ADRA2A,0.17668197215801673
ADRA2B,0.8394968079341012
ADRA2C,0.6218447391078068
ADRB1,0.8694064072587895
ADRB2,0.027855509186024835
ADRB3,0.7476976524753538
AFDN,1.0
AFP,0.8024381238987224
AGAP2,0.07745500410842035
AGER,0.6628000179921385
AGRP,0.736890915815285
AGT,0.3345297781213613
AGTR1,0.7767537038335269
AIFM2,0.29554031157127125
AIM2,0.27200025507435854
AJUBA,1.0
AKT1,0.873159199750797
AKT1S1,1.0
AKT2,0.2699264955144616
AKT3,0.0077775639715164276
ALDOA,0.24587833261426695
ALDOB,0.21094730746656287
ALDOC,0.7297150726441002
AMH,0.4443455997406166
AMHR2,0.07353828400331414
AMOT,1.0
ANAPC5,0.7297150726441002
ANGPT1,0.7476976524753538
ANGPT2,0.6732046879885242
ANGPT4,0.0379485308243798
ANGPTL4,0.2288567553827765
AOX1,0.14542447137638076
APAF1,1.0
APBB1IP,0.9980988103176093
APC,0.6051104604189474
APC2,0.9524983083559881
APH1A,0.8320537311474636
APH1B,0.4850786910667827
APLN,1.0
APLNR,0.08237763487090101
APOA1,0.20921372792254866
APOA2,0.7585542021467591
APOA5,0.5153681949056692
APOC3,0.2597172210680184
AQP7,1.0
ARAF,1.0
ARAP3,0.3297779796482059
AREG,0.06410762966789478
ARF1,0.5625770214945697
ARF6,0.8209174965776396
ARHGDIA,0.19082182728544939
ARHGDIB,0.07745500410842035
ARHGDIG,1.0
ARHGEF12,0.0021647148563793362
ARNT,0.1534959453339454
ARRB1,0.11091663575351253
ARRB2,0.9676885814334162
ASPH,0.8919643394259521
ATF2,0.8825533282336198
ATF4,0.8394968079341012
ATF6B,0.19902864871825732
ATG12,1.0
ATG16L1,0.7804087145446047
ATG5,0.9259601127032032
ATM,0.7767537038335269
ATP1A1,0.3564556630801542
ATP1A2,0.828337788367049
ATP1A3,0.2057775757258029
ATP1A4,0.32273266273292534
ATP1B1,0.8098172431442923
ATP1B2,0.9942964741299557
ATP1B3,0.1619036168091723
ATP1B4,1.0
ATP2A1,0.19902864871825732
ATP2A2,0.8769148484870471
ATP2A3,0.2699264955144616
ATP2B1,0.5466112014260416
ATP2B2,0.9108304335449982
ATP2B3,1.0
ATP2B4,0.07277471199802768
ATP6V1A,0.20070051757023677
ATP6V1B1,0.2517446478775356
ATP6V1B2,0.3274185541274004
ATP6V1C1,0.6285942485373732
ATP6V1C2,0.8432237801687793
ATP6V1D,1.0
ATP6V1E1,1.0
ATP6V1E2,0.6218447391078068
ATP6V1F,0.31121025372560696
ATP6V1G1,0.46446368135035976
ATP6V1G2,1.0
ATP6V1G3,0.6836722835313567
ATP6V1H,0.12905541113835117
ATR,0.5308730731929201
ATXN1,0.8394968079341012
ATXN1L,0.8394968079341012
AVP,0.05692980863554379
AVPR1A,0.8919643394259521
AVPR1B,0.9638896978279231
AVPR2,1.0
AXIN1,0.4557801921418617
AXIN2,0.09965921407057056
AZI2,1.0
BAD,1.0
BAG4,0.07871859136165438
BAMBI,0.0487733712829994
BAX,0.17821338062621228
BBC3,0.5951678062353475
BCAR1,0.29334565018462044
BCL10,0.6490280029197848
BCL2,0.4443455997406166
BCL2A1,0.4002779519228027
BCL2L1,1.0
BCL2L11,0.4443455997406166
BCL3,0.48806362090577005
BCL6,0.23070551782584958
BDKRB1,0.21269125271992617
BDKRB2,0.4443455997406166
BDNF,0.9828905880928935
BECN1,1.0
BECN2,1.0
BEX3,1.0
BID,0.9070528431900867
BIRC2,0.9032773541488813
BIRC3,0.8209174965776396
BIRC5,0.8432237801687793
BLNK,0.7297150726441002
BMP2,0.3393254842392692
BMP4,0.2761825047420463
BMP5,1.0
BMP6,0.17364861131986176
BMP7,1.0
BMP8A,0.8806732702840152
BMP8B,0.32273266273292534
BMPR1A,0.2233738197596421
BMPR1B,0.04162143122457551
BMPR2,0.7914023028989796
BNIP3,0.10364247641727047
BOC,0.6319807285196108
BORCS8-MEF2B,1.0
BRAF,0.03621790568115067
BRAP,0.17668197215801673
BRCA1,1.0
BRCC3,1.0
BTC,0.8919643394259521
BTK,1.0
BTRC,0.0015165715502095058
BUB1B-PAK6,1.0
CAB39,0.3741209340258883
CAB39L,0.15906327598927483
CACNA1C,0.20238261233446442
CACNA1D,0.6017879719871302
CACNA1F,1.0
CACNA1S,0.3157862461705493
CACNA2D1,0.2074904916122673
CACNA2D2,0.9032773541488813
CACNA2D3,0.3923177523426771
CACNA2D4,0.9449092929597736
CACNB1,0.6084411459306318
CACNB2,0.48210367594299275
CACNB3,0.32040620021924926
CACNB4,0.861909722771364
CACNG1,0.35397566738257435
CACNG2,0.9752884627122086
CACNG3,0.6732046879885242
CACNG4,0.15906327598927483
CACNG5,0.7950765800208118
CACNG6,0.19082182728544939
CACNG7,0.33692214465195225
CACNG8,0.6017879719871302
CACYBP,0.3976138285619145
CALM1,1.0
CALM2,1.0
CALM3,0.7476976524753538
CALML3,0.9828905880928935
CALML4,0.14151259576627345
CALML5,0.1973669813504988
CALML6,0.6490280029197848
CAMK1,0.416486750762464
CAMK1D,0.9562944752596729
CAMK1G,0.751311065726076
CAMK2A,0.31349275497448137
CAMK2B,0.11091663575351253
CAMK2D,0.43587751966059973
CAMK2G,0.6421863589875758
CAMK4,0.10263498941725886
CAMKK2,0.9790892880092326
CAMP,0.17821338062621228
CARD10,0.416486750762464
CARD11,0.9108304335449982
CARD14,0.929746936940584
CARD16,0.5308730731929201
CARD18,0.29996254192752314
CARD6,0.9487032189700564
CARD8,0.17668197215801673
CARD9,0.4443455997406166
CASP1,0.12085462579993102
CASP10,0.08407380201950566
CASP12,1.0
CASP3,1.0
CASP4,0.6977238945180402
CASP5,0.7422875781099989
CASP7,0.3766880346720888
CASP8,0.618481826370963
CASP9,1.0
CASQ1,0.45866449453427494
CASQ2,0.873159199750797
CASR,0.6628000179921385
CASTOR1,1.0
CAT,0.2233738197596421
CBL,0.23256219722374838
CBLB,1.0
CCKAR,0.059458598403096516
CCKBR,0.6456034324461988
CCL1,0.3741209340258883
CCL11,0.7987551158485091
CCL13,0.4443455997406166
CCL14,0.14674609072765177
CCL15,1.0
CCL16,0.06760959771965497
CCL17,0.416486750762464
CCL18,1.0
CCL19,0.7585542021467591
CCL2,0.19244293920047983
CCL20,0.5657969953694101
CCL21,0.5853003964384098
CCL22,0.9676885814334162
CCL23,0.3976138285619145
CCL24,0.5984737357310427
CCL25,0.6252155658662468
CCL26,1.0
CCL27,0.41375870628898614
CCL28,0.23256487014175986
CCL3,1.0
CCL4,1.0
CCL5,0.9524983083559881
CCL7,0.47618352690240384
CCL8,0.4029527756961644
CCN2,1.0
CCNA1,0.15765732193905502
CCNA2,0.9904942674707437
CCNB1,0.5184502553450132
CCNB2,0.884434381770755
CCNB3,1.0
CCND1,0.18286685917614043
CCND2,0.5755096629559334
CCND3,0.001998340433086175
CCNE1,0.07665835072235752
CCNE2,0.6490280029197848
CCNG1,0.8098172431442923
CCNG2,0.4615590008934203
CCR1,0.588581083293209
CCR10,0.5061794109560072
CCR2,0.014210767159530078
CCR3,0.9335353525395846
CCR4,0.3766880346720888
CCR5,0.09391432195551075
CCR6,0.11746732555801861
CCR7,1.0
CCR8,0.6977238945180402
CCR9,0.5918702375710694
CD14,0.6017879719871302
CD19,0.1494186222439587
CD209,0.6558993884568947
CD22,0.26376838419234894
CD247,0.9411166161038826
CD28,0.02995220547131777
CD36,0.6456034324461988
CD38,0.9562944752596729
CD3E,0.49707754616171773
CD4,0.5402877286835619
CD40,0.8172133078116455
CD40LG,1.0
CD72,1.0
CD79A,0.02685547699222919
CD79B,0.3976138285619145
CD80,0.9676885352339178
CD82,0.3741209340258883
CD86,0.9335353525395846
CD8A,0.549786333980617
CD8B,0.04258531766377709
CD8B2,1.0
CDC25B,0.09391432195551075
CDC37,0.7047891291814816
CDC42,0.873159199750797
CDH1,0.736890915815285
CDK1,0.7804087145446047
CDK2,1.0
CDK4,0.3844543094411069
CDK6,0.3564556630801542
CDKN1A,0.4443455997406166
CDKN1B,1.0
CDKN2A,1.0
CDKN2B,0.9449092929597736
CDKN2D,0.4415127453392038
CDON,0.5434451776356353
CEBPB,0.5657969953694101
CER1,0.0627499504494612
CFLAR,0.4500423158932323
CFTR,0.5593659204126147
CGA,1.0
CHAD,0.4415127453392038
CHD8,0.17065433237702832
CHEK1,0.1402267634399474
CHEK2,1.0
CHRD,0.7549299403019574
CHRM1,0.3274185541274004
CHRM2,0.6593460791171104
CHRM3,0.4850786910667827
CHRM5,0.8506881860719427
CHUK,0.5755096629559334
CIR1,1.0
CISH,1.0
CLEC1B,0.3664847798434252
CLEC4D,0.6836722835313567
CLEC4E,0.6101090341456005
CLEC4M,0.10879832943917843
CLEC6A,1.0
CLEC7A,0.9487032189700564
CLIP1,0.4443455997406166
CNR1,0.4500423158932323
CNTF,0.016418838940804918
CNTFR,0.9221749651233507
COL1A1,0.9335353525395846
COL1A2,0.6871751603158041
COL2A1,0.018208779558697766
COL3A1,0.4500423158932323
COL4A1,1.0
COL4A2,1.0
COL4A3,1.0
COL4A4,1.0
COL4A5,1.0
COL4A6,1.0
COL6A1,0.19244293920047983
COL6A2,0.8394968079341012
COL6A3,0.18601883457969814
COL6A5,0.4732384601003846
COL6A6,0.23070551782584958
COL9A1,0.18286685917614043
COL9A2,0.5016169368266081
COL9A3,0.5951678062353475
COMP,0.9146100405445943
COP1,1.0
CPT1A,0.19571549072604322
CPT1B,0.30667821628324743
CPT1C,0.45290612301716493
CPT2,0.7950765800208118
CREB1,0.5122956740974749
CREB3,0.20070051757023677
CREB3L1,0.9752884627122086
CREB3L2,0.9487032189700564
CREB3L3,0.15765732193905502
CREB3L4,1.0
CREB5,0.4275045515761392
CREBBP,0.4443455997406166
CRK,0.6218447391078068
CRKL,0.6252155658662468
CRLF2,1.0
CRTC2,0.41104126657556883
CSF1,0.9183915793830312
CSF1R,0.48806362090577005
CSF2,0.8061255258641298
CSF2RA,1.0
CSF2RB,0.7154347306097097
CSF3,0.0627499504494612
CSF3R,0.31578555385039253
CSH1,1.0
CSH2,1.0
CSN2,1.0
CSNK1A1,0.2439443633205629
CSNK1A1L,0.4500423158932323
CSNK1D,0.6558993884568947
CSNK1E,0.11306737203855911
CSNK1G1,0.6628000179921385
CSNK1G2,0.5918702375710694
CSNK1G3,0.7767537038335269
CSNK2A1,0.9449092929597736
CSNK2A2,0.9676885814334162
CSNK2A3,1.0
CSNK2B,1.0
CTBP1,0.7297150726441002
CTBP2,0.3589465811574475
CTF1,0.6977238945180402
CTLA4,0.07586839044996381
CTNNA1,0.0641080104095917
CTNNA2,0.20921372792254866
CTNNA3,0.23256487014175986
CTNNB1,0.37926597290793773
CTNNBIP1,0.09965921407057056
CTNND1,0.015380321417988936
CTNND2,0.6387768435649753
CTSB,0.21798550240354886
CTSD,1.0
CUL1,0.4415127453392038
CUL3,0.9373252740961556
CX3CL1,0.7585542021467591
CX3CR1,0.7012532826632851
CXCL1,0.6697293864767297
CXCL10,0.33692214465195225
CXCL11,0.17364861131986176
CXCL12,0.873159199750797
CXCL13,0.8246256834261783
CXCL14,0.7731036287569379
CXCL16,1.0
CXCL2,0.9146100405445943
CXCL3,0.8432237801687793
CXCL5,0.19082182728544939
CXCL6,1.0
CXCL8,1.0
CXCL9,1.0
CXCR1,0.5184502553450132
CXCR2,0.21444558582041762
CXCR3,1.0
CXCR4,0.8881980993944443
CXCR5,0.32273266273292534
CXCR6,0.21621032856444955
CXXC4,0.744089774246399
CYBA,0.6593460791171104
CYBB,1.0
CYCS,0.5153681949056692
CYLD,0.5951678062353475
CYP17A1,0.7476976524753538
CYP27A1,1.0
CYP7A1,0.8209174965776396
CYP8B1,0.3589465811574475
CYSLTR1,1.0
CYSLTR2,0.17364861131986176
CYTH1,0.1647820760487151
CYTH2,0.8694064072587895
CYTH3,0.5951678062353475
CYTH4,0.48210367594299275
DAAM1,0.6218447391078068
DAAM2,0.3949604230687942
DAB2IP,0.524642832186091
DAPP1,0.40833445187259054
DAXX,0.2761825047420463
DBI,1.0
DCHS1,0.8656565540016024
DCHS2,0.24202110315198888
DCN,1.0
DDB2,0.38706468001470773
DDIT3,0.7012532826632851
DDIT4,0.8320537311474636
DDX3X,1.0
DEFB4A,1.0
DEFB4B,1.0
DEPDC5,0.2401085362442883
DEPTOR,0.9449092929597736
DHH,0.7621837768491206
DHX33,0.21621032856444955
DHX58,0.3157862461705493
DIAPH1,0.9752884627122086
DISP1,0.4302852964109404
DKK1,1.0
DKK2,0.5092327329556139
DKK4,0.8919643394259521
DLG1,0.10671215362052325
DLG2,0.5722633657139671
DLG3,1.0
DLG4,0.9487032189700564
DLG5,0.2401085362442883
DLL1,0.4302852964109404
DLL3,0.08070931830863588
DLL4,0.7914025944248559
DNM1L,0.4415127453392038
DOCK2,0.8135131968506659
DOCK4,0.1876098013720453
DRD1,0.9487032189700564
DRD2,0.017071093623832044
DRD5,0.09114314103774633
DTX1,0.6084411459306318
DTX2,1.0
DTX3,0.26173738586035733
DTX3L,0.14542447137638076
DTX4,0.0033035804787289826
DUSP1,0.5657969953694101
DUSP10,0.3564556630801542
DUSP16,0.005826987111569362
DUSP2,0.3490484753212293
DUSP3,0.7731036287569379
DUSP4,0.3976138285619145
DUSP5,0.861909722771364
DUSP6,0.4302852964109404
DUSP7,0.7333000811681523
DUSP8,0.8395060118233304
DUSP9,1.0
DVL1,0.5122956740974749
DVL2,0.8581659961562722
DVL3,0.5277532657303159
E2F4,0.08407380201950566
E2F5,0.9980988103176093
EBAG9,0.4572204222966001
ECSIT,1.0
EDA,1.0
EDA2R,1.0
EDAR,0.9221749651233507
EDARADD,0.861909722771364
EDN1,0.867530920287304
EDN2,0.2288567553827765
EDN3,0.24587833261426695
EDNRA,0.41922537918397973
EDNRB,0.7658185896471094
EEF2,0.751311065726076
EEF2K,0.41375870628898614
EFCAB7,1.0
EFNA1,0.3896858327278331
EFNA2,0.04356801403519821
EFNA3,0.7047891291814816
EFNA4,1.0
EFNA5,0.9183915793830312
EGF,0.20070051757023677
EGFR,0.5984737357310427
EGLN1,0.27200094092448945
EGLN2,0.8469542667104454
EGLN3,0.2439443633205629
EGR1,0.5935174450788405
EGR2,0.17821338062621228
EGR3,0.5625770214945697
EHHADH,0.09391432195551075
EI24,0.24782302649792098
EIF4B,0.18365048969267983
EIF4E,0.6766869815264505
EIF4E1B,1.0
EIF4E2,1.0
EIF4EBP1,0.5308730731929201
ELAVL1,0.1676989002879684
ELF5,0.36396114905716115
ELK1,1.0
ELK4,0.11306737203855911
ELMO1,0.6421863589875758
ELOB,1.0
ELOC,1.0
ENAH,0.3589465811574475
ENO1,0.46155836000126227
ENO2,0.5340022117583216
ENO3,0.0009499853680386397
ENO4,0.8098172431442923
EP300,1.0
EPHA2,0.29774594066245275
EPO,0.2658102277887764
EPOR,0.020947817452345262
ERBB2,0.059458598403096516
ERBB3,0.11091663575351253
ERBB4,0.3157862461705493
ERBIN,1.0
EREG,0.5951678062353475
ESR1,0.19571549072604322
ESR2,0.06479608794064286
ESRRB,0.9411166161038826
ETS1,0.6697293864767297
ETS2,0.04769244773436688
EVC,0.29774594066245275
EVC2,0.8432237801687793
EVL,0.9752884627122086
EXOC2,0.9108304335449982
EXOC7,0.7083313654430826
F2,0.0379485308243798
F2R,0.9183915793830312
F2RL3,0.29554031157127125
F3,0.5529705291894391
FABP1,0.47913860994130175
FABP3,0.9638896462037425
FABP4,0.4415127453392038
FADD,0.17668197215801673
FADS2,0.3297772877728924
FARP2,0.6801762019143189
FAS,0.09391432195551075
FASLG,0.9714881984502108
FASN,0.8544254565351362
FAT4,0.9449092929597736
FBP1,0.3417397923821004
FBP2,1.0
FBXO25,1.0
FBXO32,0.35397566738257435
FBXW11,0.3949604230687942
FCER1A,0.5340022117583216
FCER1G,0.6593460791171104
FCGR2B,1.0
FFAR2,1.0
FGF1,0.8919643394259521
FGF10,0.8881980993944443
FGF16,1.0
FGF17,0.13768208364199847
FGF18,0.13642316742645913
FGF19,0.0884380891993437
FGF2,0.5755096629559334
FGF20,0.5215418148220496
FGF21,1.0
FGF22,0.6421863589875758
FGF23,0.060757533064147266
FGF3,0.3818547356934284
FGF4,0.6218447391078068
FGF5,0.09205946910606119
FGF6,0.18443786288581054
FGF7,0.25570934306520166
FGF8,0.9638896978279231
FGF9,0.4056382818695973
FGFR1,0.6421863589875758
FGFR2,0.07052284971136918
FGFR3,0.2215672274275916
FGFR4,0.1813057960560731
FGR,0.11415499463913331
FHL1,1.0
FLCN,0.4615590008934203
FLNA,1.0
FLNB,0.884434381770755
FLNC,0.7585542021467591
FLOT1,0.6906847657685582
FLOT2,1.0
FLT1,0.0066476568772859705
FLT3,0.02685547699222919
FLT3LG,0.3393254842392692
FLT4,0.6151268852691578
FMOD,0.6662611417191255
FN1,0.6977238945180402
FNIP1,0.40833445187259054
FNIP2,0.32040620021924926
FOS,0.3976138285619145
FOSB,0.7785802885016733
FOSL1,0.26173738586035733
FOXO1,0.3715646834633043
FOXO3,0.3393254842392692
FOXO4,1.0
FOXO6,1.0
FPR1,0.26173738586035733
FRAT1,0.41418726328590716
FRAT2,0.3715646834633043
FRMD1,0.9146100405445943
FRMD6,0.4302852964109404
FRS2,0.30667821628324743
FSHB,0.47913860994130175
FSHR,0.23820664633706212
FST,0.5951678062353475
FXYD1,0.3393254842392692
FXYD2,0.08407380201950566
FYB1,1.0
FYN,0.8135131968506659
FZD1,0.1534959453339454
FZD10,1.0
FZD2,0.2699264955144616
FZD3,0.6387768435649753
FZD4,1.0
FZD5,0.6766869815264505
FZD6,0.18286685917614043
FZD7,0.588581083293209
FZD8,0.7914023028989796
FZD9,0.34660129372802506
G6PC1,1.0
G6PC2,0.9316408536002175
G6PC3,0.06342597715972163
GAB1,0.06141576598731251
GAB2,0.7621837768491206
GABARAP,0.38706468001470773
GABARAPL1,0.7118799224040282
GABARAPL2,0.11306737203855911
GABBR1,0.2846765757385875
GABBR2,0.8656565540016024
GADD45A,0.25770787766233316
GADD45B,0.8394968079341012
GADD45G,0.35397566738257435
GALT,1.0
GAPDH,0.41512073684892026
GAS1,0.2109460015441964
GATA4,0.9980988103176093
GCG,0.4732384601003846
GCGR,1.0
GCK,0.744089774246399
GDF5,0.9146100405445943
GDF6,0.8919643394259521
GDF7,0.0627499504494612
GDNF,0.7585542021467591
GFAP,0.0113121302499504
GH1,0.4443455997406166
GH2,1.0
GHR,0.8919643394259521
GHRL,0.6285942485373732
GHSR,0.7621837768491206
GIP,0.1534959453339454
GIPR,0.8769148484870471
GK,0.9108304335449982
GK2,0.36396114905716115
GLI1,0.09205946910606119
GLI2,0.29774594066245275
GLI3,0.45866449453427494
GLP1R,0.751311065726076
GNA11,0.2911619515584414
GNA12,0.9070528431900867
GNA13,0.3589465811574475
GNA14,0.6084411459306318
GNA15,0.47913860994130175
GNAI1,0.5918702375710694
GNAI2,0.9146100405445943
GNAI3,0.09868272412910442
GNAL,0.5184502553450132
GNAO1,1.0
GNAQ,0.11091663575351253
GNAS,0.7404875043717178
GNB1,0.45290612301716493
GNB2,0.9183915793830312
GNB3,0.9487032189700564
GNB4,0.1339320092848958
GNB5,0.1494186222439587
GNG10,0.5153681949056692
GNG11,0.4850786910667827
GNG12,0.05330487308262402
GNG13,0.017745973506094855
GNG2,0.7767537038335269
GNG3,0.23443483052160863
GNG4,0.8061255258641298
GNG5,0.6766869815264505
GNG7,0.5690257932249676
GNG8,0.5153681949056692
GNGT1,0.588581083293209
GNGT2,0.4940630842734778
GNRH1,1.0
GNRH2,0.32273266273292534
GNRHR,0.3741209340258883
GPC4,1.0
GPER1,1.0
GPR119,1.0
GPR161,0.0033035356920244684
GPRC6A,0.11091663575351253
GRAP2,0.30219011935846873
GRB10,0.11091663575351253
GRB2,1.0
GREM1,0.0015929370937658284
GREM2,0.47030344224237186
GRIA1,0.7658185896471094
GRIA2,1.0
GRIA3,1.0
GRIA4,0.046369365506736385
GRIN1,0.5625770214945697
GRIN2A,0.35397566738257435
GRIN2B,0.5918702375710694
GRIN2C,0.6732046879885242
GRIN2D,0.1876098013720453
GRIN3A,1.0
GRIN3B,0.7585538674760305
GRK1,0.06760959771965497
GRK2,1.0
GRK3,1.0
GRK4,1.0
GRK5,0.0782583890713906
GRK6,0.8919643394259521
GRK7,0.49105843048730113
GRM1,0.24587833261426695
GRM2,0.07745500410842035
GRM3,0.7549299403019574
GRM4,0.19407415179467513
GRM5,0.7694585654328076
GRM6,0.5277532657303159
GRM7,0.861909722771364
GRM8,0.09391432195551075
GRPR,1.0
GSDMD,0.7914025944248559
GSK3A,0.6697293864767297
GSK3B,1.0
GTF2I,0.9828905880928935
GTF2IRD1,0.8769148484870471
GTSE1,0.7767537038335269
GYS1,0.5308724854029205
GYS2,0.3417397923821004
HAMP,0.29334565018462044
HBEGF,0.21444493009234555
HCAR1,0.7225624404040563
HCAR2,0.4275045515761392
HCAR3,1.0
HCK,0.9714881984502108
HDAC1,0.1619036168091723
HDAC2,0.27200094092448945
HDAC3,1.0
HDAC4,0.929746936940584
HDAC5,0.2846765757385875
HES1,0.2825366693148801
HES5,0.2782896417787165
HEY1,0.17975464585425183
HEY2,0.0052667799355154915
HEYL,0.04507793160930669
HGF,0.6319807285196108
HHAT,0.047159581865987676
HHATL,0.1428074685946973
HHIP,0.2782896417787165
HIF1A,0.4443455997406166
HJV,1.0
HK1,0.7549299403019574
HK2,0.8544254565351362
HK3,0.6628000179921385
HKDC1,0.5371406380584195
HMGCR,1.0
HMGCS1,0.31121025372560696
HMGCS2,0.6084411459306318
HMOX1,0.9562944752596729
HNF4A,0.2699264955144616
HOMER1,0.9942964741299557
HOMER2,0.4233524565314012
