gene_name,p_value
ABL1,0.751311065726076
ABL2,0.2782889542106548
ACAA1,0.5402883081739063
ACACA,0.20407495712248924
ACACB,0.3896858327278331
ACADL,0.344165064059352
ACADM,0.3297779796482059
ACOX1,0.24782302649792098
ACOX2,0.9714881984502108
ACOX3,0.1721466012073939
ACSBG1,0.23631541677707946
ACSBG2,0.5787646345391508
ACSL1,0.8135131968506659
ACSL3,0.5918702375710694
ACSL4,1.0
ACSL5,0.29996254192752314
ACSL6,0.7225628209081943
ACTA2,0.3274185541274004
ACTB,0.7118799224040282
ACTG1,0.13026143388236225
ACVR1,0.17668197215801673
ACVR1B,0.8881980993944443
ACVR1C,0.5755096629559334
ACVR2A,0.6387768435649753
ACVR2B,0.5324358923569272
ADAM17,0.9866922766824622
ADCY1,0.8469542667104454
ADCY10,0.21094730746656287
ADCY2,0.12785808051893188
ADCY3,0.6353749467215747
ADCY4,0.06760959771965497
ADCY5,0.2761825047420463
ADCY6,0.5593659204126147
ADCY7,0.8995040509478887
ADCY8,0.15076844473113424
ADCY9,1.0
ADCYAP1,0.9752884627122086
ADCYAP1R1,0.7333000811681523
ADGRB1,1.0
ADIPOQ,0.6766869815264505
ADIPOR1,0.06010515634200747
ADIPOR2,0.7549299403019574
ADORA1,0.8581659961562722
ADORA2A,0.32040620021924926
ADORA2B,0.13894993749498494
ADORA3,0.40833445187259054
ADRA1A,0.49707754616171773
ADRA1B,0.6353749467215747
ADRA1D,0.5561637403987543
ADRA2A,0.21269125271992617
ADRA2B,0.41104126657556883
ADRA2C,0.3490484753212293
ADRB1,0.4471887989352409
ADRB2,0.549786333980617
ADRB3,0.588581083293209
AFDN,1.0
AFP,1.0
AGAP2,0.18443786288581054
AGER,0.15212754154644514
AGRP,0.47618352690240384
AGT,0.17516039196989086
AGTR1,0.6387768435649753
AIFM2,0.5215418148220496
AIM2,0.4500423158932323
AJUBA,0.588581083293209
AKT1,0.929746936940584
AKT1S1,0.4002779519228027
AKT2,0.07988550766833073
AKT3,0.05569935895756393
ALDOA,0.5340022117583216
ALDOB,0.9335353525395846
ALDOC,0.9449092929597736
AMH,0.11525083641727009
AMHR2,0.3539749788394392
AMOT,1.0
ANAPC5,0.9790892880092326
ANGPT1,0.6353749467215747
ANGPT2,0.14542447137638076
ANGPT4,0.043074297398195155
ANGPTL4,0.9942964741299557
AOX1,0.08322221785421208
APAF1,0.9524983083559881
APBB1IP,0.4940630842734778
APC,0.9904942674707437
APC2,0.6084411459306318
APH1A,0.7476976524753538
APH1B,0.7297150726441002
APLN,1.0
APLNR,0.9335353525395846
APOA1,0.5340022117583216
APOA2,0.9221749651233507
APOA5,0.1428074685946973
APOC3,0.13642316742645913
AQP7,0.351506602246237
ARAF,1.0
ARAP3,0.019912847727225437
AREG,1.0
ARF1,0.1428074685946973
ARF6,0.8469542667104454
ARHGDIA,0.3393254842392692
ARHGDIB,0.9752884627122086
ARHGDIG,1.0
ARHGEF12,0.055092490972357376
ARNT,0.861909527203541
ARRB1,0.7549299403019574
ARRB2,0.8209174965776396
ASPH,0.7047891291814816
ATF2,0.15487368853705424
ATF4,1.0
ATF6B,0.5657969953694101
ATG12,0.7225628209081943
ATG16L1,0.5869391431005375
ATG5,0.8656565540016024
ATM,0.6218447391078068
ATP1A1,0.2911619515584414
ATP1A2,0.9183915793830312
ATP1A3,0.3157862461705493
ATP1A4,0.4557801921418617
ATP1B1,0.744089774246399
ATP1B2,0.7950765800208118
ATP1B3,0.5293114112419479
ATP1B4,1.0
ATP2A1,0.09965921407057056
ATP2A2,0.873159199750797
ATP2A3,0.026529094377723522
ATP2B1,0.031050486801583028
ATP2B2,0.7950765800208118
ATP2B3,1.0
ATP2B4,0.351506602246237
ATP6V1A,0.4615590008934203
ATP6V1B1,0.1619036168091723
ATP6V1B2,0.6977238945180402
ATP6V1C1,0.31121025372560696
ATP6V1C2,0.5402883081739063
ATP6V1D,0.7694585654328076
ATP6V1E1,0.48210304922254454
ATP6V1E2,0.9108304335449982
ATP6V1F,0.5308730731929201
ATP6V1G1,0.9411165320183024
ATP6V1G2,0.3715646834633043
ATP6V1G3,0.5061794109560072
ATP6V1H,0.23256487014175986
ATR,0.7047891291814816
ATXN1,0.744089774246399
ATXN1L,0.6319807285196108
AVP,0.3297779796482059
AVPR1A,0.5122956740974749
AVPR1B,0.3976138285619145
AVPR2,1.0
AXIN1,0.2074904916122673
AXIN2,0.1254893529178711
AZI2,0.6801762019143189
BAD,0.5031357470143778
BAG4,0.07745500410842035
BAMBI,0.25770787766233316
BAX,0.524642832186091
BBC3,0.5184502553450132
