gene_name,p_value
ABL1,0.8135131968506659
ABL2,1.0
ACAA1,0.20238261233446442
ACACA,1.0
ACACB,1.0
ACADL,0.5690257932249676
ACADM,0.13869271643707193
ACOX1,1.0
ACOX2,1.0
ACOX3,1.0
ACSBG1,1.0
ACSBG2,1.0
ACSL1,1.0
ACSL3,0.9752884627122086
ACSL4,1.0
ACSL5,0.5529705291894391
ACSL6,0.7987551158485091
ACTA2,1.0
ACTB,0.736594654857508
ACTG1,1.0
ACVR1,0.07169231985447785
ACVR1B,1.0
ACVR1C,0.24587833261426695
ACVR2A,0.45866449453427494
ACVR2B,1.0
ADAM17,0.8995040509478887
ADCY1,0.5466112014260416
ADCY10,1.0
ADCY2,1.0
ADCY3,1.0
ADCY4,1.0
ADCY5,1.0
ADCY6,0.4615590008934203
ADCY7,0.8432237801687793
ADCY8,0.8881980993944443
ADCY9,1.0
ADCYAP1,0.2699264955144616
ADCYAP1R1,0.8995040509478887
ADGRB1,1.0
ADIPOQ,0.5984737357310427
ADIPOR1,0.9638896978279231
ADIPOR2,1.0
ADORA1,0.16476999230133615
ADORA2A,0.6218447391078068
ADORA2B,0.21621032856444955
ADORA3,1.0
ADRA1A,0.48210367594299275
ADRA1B,1.0
ADRA1D,1.0
ADRA2A,0.7083313654430826
ADRA2B,0.9790892880092326
ADRA2C,1.0
ADRB1,0.09957877611231855
ADRB2,0.8079705806632205
ADRB3,1.0
AFDN,1.0
AFP,1.0
AGAP2,0.23631541677707946
AGER,0.8320537311474636
AGRP,1.0
AGT,1.0
AGTR1,0.8656565540016024
AIFM2,0.744089774246399
AIM2,1.0
AJUBA,0.05091619386590752
AKT1,1.0
AKT1S1,0.18921079009309172
AKT2,0.055092490972357376
AKT3,1.0
ALDOA,0.8246256834261783
ALDOB,1.0
ALDOC,0.9980988103176093
AMH,1.0
AMHR2,0.9070528431900867
AMOT,1.0
ANAPC5,0.3844543094411069
ANGPT1,0.8488205887204788
ANGPT2,1.0
ANGPT4,0.2911619515584414
ANGPTL4,0.25372160427655943
AOX1,0.1474106269691308
APAF1,1.0
APBB1IP,0.24202110315198888
APC,0.9032773541488813
APC2,1.0
APH1A,0.9714881984502108
APH1B,0.6628000179921385
APLN,1.0
APLNR,0.8209174965776396
APOA1,1.0
APOA2,1.0
APOA5,1.0
APOC3,1.0
AQP7,1.0
ARAF,1.0
ARAP3,1.0
AREG,1.0
ARF1,1.0
ARF6,0.020129993017203147
ARHGDIA,0.1647820760487151
ARHGDIB,1.0
ARHGDIG,1.0
ARHGEF12,1.0
ARNT,1.0
ARRB1,1.0
ARRB2,1.0
ASPH,1.0
ATF2,0.3309611195931166
ATF4,0.4302852964109404
ATF6B,0.9146100405445943
ATG12,1.0
ATG16L1,0.8301950458314598
ATG5,0.21269125271992617
ATM,0.929746936940584
ATP1A1,0.01065908984765123
ATP1A2,0.8394968079341012
ATP1A3,1.0
ATP1A4,1.0
ATP1B1,1.0
ATP1B2,1.0
ATP1B3,1.0
ATP1B4,1.0
ATP2A1,1.0
ATP2A2,1.0
ATP2A3,0.10263498941725886
ATP2B1,1.0
ATP2B2,0.8135131968506659
ATP2B3,1.0
ATP2B4,0.26173738586035733
ATP6V1A,1.0
ATP6V1B1,1.0
ATP6V1B2,0.736890915815285
ATP6V1C1,0.47913860994130175
ATP6V1C2,1.0
ATP6V1D,1.0
ATP6V1E1,0.2614888687493099
ATP6V1E2,1.0
ATP6V1F,0.9657889936585022
ATP6V1G1,0.7914025944248559
ATP6V1G2,1.0
ATP6V1G3,1.0
ATP6V1H,0.7804087145446047
ATR,1.0
ATXN1,1.0
ATXN1L,1.0
AVP,0.5466112014260416
AVPR1A,1.0
AVPR1B,1.0
AVPR2,1.0
AXIN1,1.0
AXIN2,1.0
AZI2,0.5951488448152125
BAD,0.3490484753212293
BAG4,1.0
BAMBI,1.0
BAX,1.0
BBC3,1.0
BCAR1,0.06689696450494602
BCL10,1.0
BCL2,0.9506005530249262
BCL2A1,1.0
BCL2L1,0.9714881984502108
BCL2L11,0.41375870628898614
BCL3,1.0
BCL6,0.8246254366153132
BDKRB1,1.0
BDKRB2,0.9070528431900867
BDNF,0.9524983083559881
BECN1,0.4443455997406166
BECN2,1.0
BEX3,1.0
BID,0.42197457017910134
BIRC2,0.36259010194906793
BIRC3,0.03374831879472094
BIRC5,0.33214562186168084
BLNK,1.0
BMP2,0.6387768435649753
BMP4,0.8694064072587895
BMP5,1.0
BMP6,0.2699264955144616
BMP7,1.0
BMP8A,0.02315914707996822
BMP8B,1.0
BMPR1A,1.0
BMPR1B,0.507704259953273
BMPR2,0.5413234863741125
BNIP3,1.0
BOC,0.3564556630801542
BORCS8-MEF2B,1.0
BRAF,1.0
BRAP,0.31349275497448137
BRCA1,0.9183915793830312
BRCC3,1.0
BTC,1.0
BTK,1.0
BTRC,0.21621032856444955
BUB1B-PAK6,1.0
CAB39,1.0
CAB39L,1.0
CACNA1C,1.0
CACNA1D,1.0
CACNA1F,1.0
CACNA1S,1.0
CACNA2D1,1.0
CACNA2D2,1.0
CACNA2D3,1.0
CACNA2D4,1.0
CACNB1,1.0
CACNB2,0.8694064072587895
CACNB3,1.0
CACNB4,0.9108304335449982
CACNG1,0.11971713457107437
CACNG2,1.0
CACNG3,1.0
CACNG4,1.0
CACNG5,0.9790892880092326
CACNG6,0.929746936940584
CACNG7,0.5153681949056692
CACNG8,1.0
CACYBP,0.5031357470143778
CALM1,1.0
CALM2,1.0
CALM3,1.0
CALML3,0.29774594066245275
CALML4,1.0
CALML5,0.1721466012073939
CALML6,1.0
CAMK1,0.21007857112248352
CAMK1D,1.0
CAMK1G,1.0
CAMK2A,0.6051104604189474
CAMK2B,1.0
CAMK2D,1.0
CAMK2G,0.929746936940584
CAMK4,1.0
CAMKK2,1.0
CAMP,1.0
CARD10,0.6252155658662468
CARD11,0.7694585654328076
CARD14,0.5466112014260416
CARD16,0.7877332367668235
CARD18,0.29554031157127125
CARD6,1.0
CARD8,1.0
CARD9,1.0
CASP1,0.3157862461705493
CASP10,1.0
CASP12,0.04769244773436688
CASP3,0.35397566738257435
CASP4,0.9752884627122086
CASP5,1.0
CASP7,0.7731036287569379
CASP8,0.48806362090577005
CASP9,0.9600916337498887
CASQ1,1.0
CASQ2,1.0
CASR,0.11971713457107437
CASTOR1,1.0
CAT,1.0
CBL,1.0
CBLB,1.0
CCKAR,1.0
CCKBR,1.0
CCL1,0.05692980863554379
CCL11,0.37926597290793773
CCL13,1.0
CCL14,1.0
CCL15,1.0
CCL16,0.1676989002879684
CCL17,1.0
CCL18,1.0
CCL19,1.0
CCL2,0.45290612301716493
CCL20,1.0
CCL21,1.0
CCL22,1.0
CCL23,1.0
CCL24,1.0
CCL25,0.06010515634200747
CCL26,1.0
CCL27,1.0
CCL28,0.5755096629559334
CCL3,1.0
CCL4,1.0
CCL5,1.0
CCL7,1.0
CCL8,1.0
CCN2,1.0
CCNA1,1.0
CCNA2,0.36396114905716115
CCNB1,1.0
CCNB2,0.21794862936419246
CCNB3,1.0
CCND1,0.4850786910667827
CCND2,0.013032831128757017
CCND3,0.28667569515008207
CCNE1,1.0
CCNE2,1.0
CCNG1,1.0
CCNG2,0.10163530867388958
CCR1,0.884434381770755
CCR10,1.0
CCR2,0.09205900383922334
CCR3,1.0
CCR4,0.8432237801687793
CCR5,1.0
CCR6,1.0
CCR7,1.0
CCR8,0.9108304335449982
CCR9,1.0
CD14,1.0
CD19,0.03664413037369163
CD209,1.0
CD22,1.0
CD247,1.0
CD28,1.0
CD36,1.0
CD38,1.0
CD3E,1.0
CD4,1.0
CD40,0.054135712956805124
CD40LG,1.0
CD72,0.11525083641727009
CD79A,1.0
CD79B,1.0
CD80,1.0
CD82,0.7530672452527991
CD86,1.0
CD8A,1.0
CD8B,1.0
CD8B2,1.0
CDC25B,0.2197711284408489
CDC37,0.549786333980617
CDC42,1.0
CDH1,0.20921372792254866
CDK1,0.8264810068595314
CDK2,1.0
CDK4,0.9070528431900867
CDK6,0.6871747364595457
CDKN1A,0.4083331107977023
CDKN1B,1.0
CDKN2A,1.0
CDKN2B,0.21798550240354886
CDKN2D,1.0
CDON,0.7914025944248559
CEBPB,1.0
CER1,1.0
CFLAR,0.34660129372802506
CFTR,1.0
CGA,1.0
CHAD,0.32507011451114853
CHD8,0.014400068957212665
CHEK1,1.0
CHEK2,1.0
CHRD,1.0
CHRM1,0.8581659961562722
CHRM2,0.15418305816060582
CHRM3,0.3089387413505673
CHRM5,1.0
CHUK,0.6593460791171104
CIR1,1.0
CISH,0.9070528431900867
CLEC1B,1.0
CLEC4D,1.0
CLEC4E,1.0
CLEC4M,1.0
CLEC6A,1.0
CLEC7A,1.0
CLIP1,1.0
CNR1,1.0
CNTF,1.0
CNTFR,1.0
COL1A1,0.09965921407057056
COL1A2,0.6697293864767297
COL2A1,0.015481357656438786
COL3A1,1.0
COL4A1,1.0
COL4A2,1.0
COL4A3,1.0
COL4A4,1.0
COL4A5,1.0
COL4A6,1.0
COL6A1,1.0
COL6A2,1.0
COL6A3,0.11198793148412681
COL6A5,1.0
COL6A6,1.0
COL9A1,0.21094730746656287
COL9A2,0.29996254192752314
COL9A3,1.0
COMP,0.5061794109560072
COP1,1.0
CPT1A,1.0
CPT1B,0.9487032189700564
CPT1C,1.0
CPT2,1.0
CREB1,1.0
CREB3,0.8469542667104454
CREB3L1,0.15906327598927483
CREB3L2,1.0
CREB3L3,0.8581657953991935
CREB3L4,0.8209174965776396
CREB5,0.21094730746656287
CREBBP,1.0
CRK,1.0
CRKL,0.009932148553074555
CRLF2,1.0
CRTC2,0.9070527108228381
CSF1,1.0
CSF1R,1.0
CSF2,1.0
CSF2RA,1.0
CSF2RB,0.5820271495845306
CSF3,1.0
CSF3R,1.0
