Drug A,Drug B,Cell Line Name,Score,Pred Score
Vorinostat,Dasatinib,SW-620,-5.73967918172164,-0.3822118043899536
vinblastine,Lapatinib,A375,-23.3725501337939,-11.587203025817873
metformin,Dasatinib,SW-620,9.04709717330502,-15.890127182006836
Lapatinib,Dasatinib,RPMI7951,-3.724573545179619,6.507226943969727
paclitaxel,Sorafenib,HT144,4.4516036428765,-2.253754138946533
paclitaxel,Erlotinib,SW837,-1.657597602265355,4.203256607055664
Sunitinib,Erlotinib,OV90,5.586124430090477,4.192049980163574
paclitaxel,Dasatinib,SKMEL30,-26.6651088566214,-1.9730064868927
Lapatinib,Erlotinib,SKMES1,3.028467183462371,-2.026646375656128
vinblastine,Dasatinib,SW-620,-40.7258600860177,0.20682954788208
metformin,Sorafenib,OVCAR3,-26.912205886836706,-46.73699951171875
paclitaxel,Erlotinib,A2058,-3.9965921287470247,-4.088197708129883
Lapatinib,geldanamycin,HCT116,-4.739766082030863,-2.470676898956299
Sunitinib,Dasatinib,HCT116,4.2006804390709,5.726422786712647
metformin,Lapatinib,A2780,-22.3071231538392,-37.41240692138672
metformin,Erlotinib,SKMES1,-18.5891767455387,-31.00303268432617
Lapatinib,geldanamycin,RPMI7951,-5.960419628776203,-3.246788263320923
Sunitinib,Sorafenib,SW837,-18.9061714872788,0.3146858215332031
metformin,Vorinostat,T-47D,-21.4141717786538,-30.97058486938477
metformin,Erlotinib,VCAP,-12.208208404490907,-33.646759033203125
Erlotinib,geldanamycin,LOVO,-3.72583443525641,-3.523953437805176
Vorinostat,Sorafenib,A2780,-2.377061578670744,-2.1646127700805664
Erlotinib,Dasatinib,OV90,6.075310726130807,0.9310491681098938
Vorinostat,Sunitinib,HCT116,2.12042655289975,-3.899660110473633
Dasatinib,geldanamycin,SK-OV-3,3.181253849239128,-0.7897489070892334
vinblastine,Erlotinib,NCI-H460,10.41580460128629,-11.14153003692627
metformin,geldanamycin,SW837,-23.8934551543691,-12.43374729156494
Dasatinib,geldanamycin,VCAP,-0.8981307679622897,3.1466481685638428
paclitaxel,Lapatinib,UACC62,3.7078671714499096,1.9842610359191888
