Score,Pred Score
8.88888888888889,-0.6796793937683105
-0.5555555555555556,-6.1653594970703125
-8.444444444444445,-2.9051146507263184
0.4444444444444444,-1.6392793655395508
-2.7777777777777777,-3.2776312828063965
-3.6666666666666665,0.2727196216583252
-5.222222222222222,-2.8843555450439453
-10.555555555555555,-0.3476099967956543
0.6666666666666666,-4.112703800201416
8.0,1.0769519805908203
0.2222222222222222,7.398592472076416
-2.6666666666666665,-0.8934478759765625
-5.111111111111111,-2.4562301635742188
-9.333333333333334,-2.885571241378784
-0.3333333333333333,-2.3734383583068848
2.6666666666666665,-1.5906654596328735
-8.88888888888889,-10.52178955078125
-5.555555555555555,-4.255467891693115
1.5555555555555556,-1.173405647277832
-4.444444444444445,-2.725463390350342
-8.0,-4.699943542480469
5.222222222222222,-5.428253173828125
-1.8888888888888888,-0.07112622261047363
-7.555555555555555,-0.6680397987365723
4.0,-1.5806792974472046
0.1111111111111111,-2.942387580871582
1.4444444444444444,-1.9001047611236572
-2.0,3.5607144832611084
-2.7777777777777777,-4.552887916564941
-6.555555555555555,-1.777929663658142
-8.666666666666666,-8.717647552490234
-5.0,2.760500431060791
-3.7777777777777777,-4.3077392578125
9.555555555555555,3.410944700241089
-10.22222222222222,-0.07378995418548584
9.0,5.64022970199585
-2.7777777777777777,-3.2754263877868652
-1.5555555555555556,-1.1184078454971313
-1.8888888888888888,-2.1396243572235107
2.4444444444444446,-3.475724220275879
-5.222222222222222,-2.2763314247131348
-1.6666666666666667,-0.8749003410339355
5.888888888888889,-3.4250690937042236
-6.666666666666667,-5.758680820465088
-0.2222222222222222,-3.431431770324707
-6.666666666666667,-4.197015285491943
-5.111111111111111,0.7859869599342346
0.3333333333333333,-0.45891714096069336
-0.4444444444444444,-4.854445934295654
-4.444444444444445,-3.489330291748047
3.4444444444444446,-4.9808268547058105
-0.7777777777777778,-0.9600493907928467
-9.555555555555555,-7.3856682777404785
-5.333333333333333,-5.017567157745361
5.222222222222222,-0.8502192497253418
6.444444444444445,4.163090705871582
5.111111111111111,-0.2722208499908447
4.888888888888889,-3.6626031398773193
-6.0,2.3880488872528076
-5.666666666666667,-1.897238850593567
37.77777777777778,5.728267192840576
-7.111111111111111,-1.1371562480926514
-1.4444444444444444,3.0412473678588867
6.777777777777778,-0.8013467788696289
-9.444444444444445,-9.645956039428711
-6.333333333333333,1.368435263633728
-0.4444444444444444,-0.36409521102905273
5.111111111111111,-1.2569470405578613
9.11111111111111,-7.689576148986816
-1.7777777777777777,-1.0662589073181152
