Drug A,Drug B,Cell Line Name,Score,Pred Score
Vorinostat,Romidepsin,BT-549,-0.6666666666666666,3.102590560913086
Romidepsin,Tretinoin,HCT-116,7.333333333333333,-3.313006401062012
Tretinoin,Celecoxib,UACC-257,-0.4444444444444444,-5.295877933502197
Nilotinib,Cladribine,MDA-MB-231/ATCC,-4.111111111111111,-3.239278793334961
Thalidomide,Mitotane,DU-145,-7.333333333333333,-4.594523906707764
Fulvestrant,Romidepsin,SF-268,1.3333333333333333,2.647987604141236
Dasatinib,Tretinoin,SK-MEL-28,-8.444444444444445,2.232218265533448
Mitotane,Dasatinib,SK-OV-3,1.6666666666666667,-3.1222829818725586
Mitotane,Dasatinib,SNB-75,3.333333333333333,0.2358617782592773
Docetaxel,Nilotinib,UACC-257,2.111111111111111,8.386122703552246
Thalidomide,Sirolimus,CAKI-1,0.1111111111111111,-0.2824251651763916
Romidepsin,Cladribine,OVCAR-8,11.22222222222222,-0.6144733428955078
Gefitinib,Lenalidomide,MCF7,-3.111111111111111,-3.104325294494629
Sirolimus,Nilotinib,MCF7,-3.888888888888889,-2.739235639572144
Mitotane,Everolimus,SK-MEL-28,14.11111111111111,-0.3711507320404053
Fulvestrant,Vorinostat,PC-3,-4.444444444444445,0.7376203536987305
Gefitinib,Lenalidomide,SW-620,6.0,-2.719143867492676
Paclitaxel,Celecoxib,SF-268,12.555555555555555,12.406982421875
Nilotinib,Tretinoin,SF-539,-0.8888888888888888,-2.626173973083496
Fulvestrant,Sirolimus,UACC-257,-4.0,0.2513165473937988
Tretinoin,Cladribine,SK-MEL-5,-1.1111111111111112,-4.127625942230225
Thalidomide,Paclitaxel,SF-295,-3.555555555555556,-0.0638074874877929
Fulvestrant,Celecoxib,RPMI-8226,-10.666666666666666,-4.973146438598633
Mitotane,Docetaxel,SK-OV-3,9.11111111111111,-2.8075919151306152
Mitotane,Sirolimus,SR,-1.7777777777777777,0.6624085903167725
Thalidomide,Mitotane,RPMI-8226,-3.4444444444444446,-4.860355377197266
Paclitaxel,Celecoxib,MDA-MB-231/ATCC,23.22222222222222,13.178791046142578
Thalidomide,Sirolimus,EKVX,0.8888888888888888,-9.68242073059082
Megestrol acetate,Gefitinib,EKVX,0.3333333333333333,-1.6938211917877195
Everolimus,Dasatinib,SF-268,-3.7777777777777777,-3.0716376304626465
Thalidomide,Mitotane,MDA-MB-468,2.111111111111111,-3.4658610820770264
Fulvestrant,Cladribine,SF-268,-2.2222222222222223,-2.6365296840667725
Sirolimus,Cladribine,NCI-H460,-2.2222222222222223,-3.438901424407959
Sirolimus,Mitotane,PC-3,3.111111111111111,-2.264050245285034
Fulvestrant,Everolimus,U251,0.1111111111111111,-0.0004382133483886
Thalidomide,Sirolimus,ACHN,-2.555555555555556,-0.8774375915527344
Thalidomide,Sirolimus,OVCAR-8,-0.2222222222222222,0.3373303413391113
Docetaxel,Sirolimus,PC-3,3.111111111111111,1.644364833831787
Mitotane,Dasatinib,OVCAR-4,-4.444444444444445,-5.1504011154174805
Docetaxel,Cladribine,K-562,-5.222222222222222,0.2868294715881347
Paclitaxel,Tretinoin,UO-31,4.0,6.820207595825195
Nilotinib,Celecoxib,MDA-MB-231/ATCC,-4.777777777777778,-2.5670037269592285
Everolimus,Sirolimus,BT-549,1.0,-0.6596378087997437
Dasatinib,Sirolimus,SF-268,-4.111111111111111,-0.1151198148727417
Fulvestrant,Cladribine,HOP-62,-4.777777777777778,-2.2921347618103027
Mitotane,Docetaxel,K-562,14.11111111111111,-15.9465970993042
Sirolimus,Celecoxib,LOX IMVI,2.2222222222222223,-1.9796712398529053
Vorinostat,Sirolimus,PC-3,-4.888888888888889,-1.5008409023284912
Megestrol acetate,Lenalidomide,NCI-H23,-6.888888888888889,-4.073956489562988
Docetaxel,Nilotinib,SK-MEL-28,-9.444444444444445,7.622901916503906
Dasatinib,Paclitaxel,OVCAR-3,13.666666666666666,-0.3713612556457519
Mitotane,Everolimus,A549/ATCC,3.4444444444444446,0.2096292972564697
Megestrol acetate,Gefitinib,HS 578T,-8.222222222222221,-4.6777424812316895
Sirolimus,Celecoxib,MCF7,5.777777777777778,-1.2500486373901367
Docetaxel,Cladribine,SNB-75,0.0,-0.3730792999267578
Docetaxel,Tretinoin,SK-MEL-28,13.666666666666666,19.3410873413086
Dasatinib,Docetaxel,HS 578T,-1.0,-6.154882431030273
Vorinostat,Tretinoin,T-47D,7.333333333333333,-4.020273208618164
Dasatinib,Vorinostat,NCI-H522,-2.888888888888889,2.221935510635376
Nilotinib,Cladribine,SNB-75,-7.111111111111111,-3.68818712234497
