gene_name,R1042011,R1218460,R1407047,R1660726,R1743384,R1924801,R2045909,R2237803,R2373966,R2455930,R2494273,R2543886,R2880377,R2881301,R3143439,R3176125,R3368249,R3811781,R3922205,R3978789,R4260171,R4527133,R4641987,R5234179,R5374583,R5541746,R5656511,R5739959,R5850046,R5907586,R5927382,R5973191,R6001210,R6058053,R6108690,R6231758,R6267541,R6292415,R6392007,R6665276,R6698302,R6743664,R6751504,R6765868,R6879714,R7143693,R7325259,R7483736,R7796947,R7911202,R7915228,R8044591,R8155560,R8293796,R8466373,R8759568,R8774534,R9072353,R9101940,R9127940,R9330569,R9419876,R9598418,R9904978
ABL1,0.044368,0.026291,0.049887,0.04388,0.055533,0.048425,0.065532,0.056319,0.060018,0.094441,0.065013,0.044041,0.095254,0.07243,0.04206,0.060745,0.063381,0.057786,0.059596,0.061945,0.043106,0.06015,0.055845,0.054151,0.063256,0.058563,0.098165,0.054542,0.057867,0.060204,0.051814,0.060375,0.055064,0.064601,0.061218,0.050769,0.067257,0.033496,0.072116,0.04687,0.054923,0.074471,0.062301,0.101013,0.046962,0.055971,0.071025,0.049762,0.045844,0.06206,0.047051,0.071746,0.07826,0.099085,0.083362,0.101171,0.055961,0.082107,0.05054,0.043803,0.05299,0.057537,0.05483,0.069982
ABL2,0.0560394999999999,0.0432315,0.0720465,0.061325,0.0536875,0.050466,0.0261395,0.03165,0.087716,0.058291,0.049627,0.056982,0.0405704999999999,0.0501655,0.0516115,0.0455495,0.029669,0.0432975,0.0511245,0.06282,0.0659895,0.0459495,0.0510049999999999,0.0600755,0.066478,0.0480325,0.0689775,0.05864,0.058905,0.05128,0.046241,0.0508975,0.0493575,0.0555854999999999,0.043806,0.0437505,0.0619925,0.0477965,0.0743,0.032322,0.045258,0.0497299999999999,0.040974,0.06769,0.034843,0.06278,0.035236,0.065342,0.051919,0.0641875,0.03024,0.0558145,0.056204,0.0524774999999999,0.0499,0.0554869999999999,0.037333,0.050113,0.0418315,0.0416205,0.0516429999999999,0.071945,0.0454295,0.059429
ACAA1,0.023932,0.037201,0.021521,0.029206,0.01559,0.016579,0.009142,0.020031,0.023818,0.029678,0.018307,0.019676,0.014981,0.033642,0.004275,0.023354,0.025596,0.004866,0.012698,0.021448,0.009098,0.020256,0.016974,0.009379,0.022802,0.020236,0.016449,0.013749,0.019239,0.019695,0.017979,0.015469,0.014749,0.015679,0.018951,0.018014,0.033681,0.019712,0.017974,0.010212,0.010744,0.034419,0.0243,0.010098,0.009415,0.00724,0.013703,0.027033,0.01701,0.047719,0.011781,0.011827,0.016966,0.015796,0.015327,0.026549,0.014111,0.043424,0.010443,0.019939,0.018142,0.028445,0.044385,0.023361
ACACA,0.0974308333333333,0.0896739999999999,0.1054861666666666,0.098908,0.0932828333333333,0.1000483333333333,0.1040211666666666,0.119069,0.1065711666666666,0.101103,0.1069876666666666,0.0964635,0.0907085,0.1065628333333333,0.0985798333333333,0.0841545,0.1044505,0.092233,0.086666,0.1011105,0.1009851666666666,0.1117309999999999,0.0882356666666666,0.0979948333333333,0.098811,0.1054303333333333,0.1072549999999999,0.0941108333333333,0.0959844999999999,0.0885431666666666,0.1021791666666666,0.1018591666666666,0.0969793333333333,0.1010663333333333,0.0959428333333333,0.1301611666666667,0.132902,0.085356,0.0972883333333333,0.0898718333333333,0.1006218333333333,0.0963445,0.0955535,0.1094418333333333,0.0913195,0.0843908333333333,0.0952663333333333,0.0997753333333333,0.1046165,0.1032866666666666,0.0986254999999999,0.084103,0.1141721666666666,0.0944836666666666,0.0965475,0.1048278333333333,0.0860781666666666,0.1055333333333333,0.100524,0.0917706666666666,0.0959776666666666,0.0990618333333333,0.104389,0.1068541666666666
ACACB,0.416638,0.413116,0.377366,0.478687,0.417812,0.423252,0.45957,0.468922,0.465288,0.42682,0.427391,0.335426,0.458309,0.435924,0.409317,0.393545,0.434124,0.539555,0.358266,0.388171,0.364362,0.473384,0.418441,0.417239,0.414354,0.412128,0.422946,0.461491,0.39912,0.425228,0.432665,0.469893,0.436456,0.448923,0.456807,0.386481,0.427494,0.458363,0.467336,0.410022,0.409911,0.371447,0.411328,0.45737,0.471366,0.446639,0.3766,0.425101,0.449563,0.447272,0.469742,0.407038,0.450267,0.441734,0.487439,0.430146,0.407099,0.409099,0.424297,0.455057,0.412051,0.424654,0.419895,0.45093
ACADL,0.1231735,0.11888025,0.15343875,0.117369,0.11973125,0.13855475,0.1189274999999999,0.12952975,0.12564125,0.13742475,0.130588,0.11615575,0.1363145,0.12588475,0.126543,0.125516,0.14708475,0.105226,0.12447075,0.14213175,0.1425105,0.1622295,0.11171025,0.1308207499999999,0.14654675,0.13958525,0.12113625,0.12292425,0.1307065,0.13712375,0.1353585,0.1362205,0.1245382499999999,0.11756525,0.119271,0.140052,0.14186875,0.10357725,0.1287355,0.136058,0.12180075,0.1584645,0.15184575,0.14129525,0.09815375,0.13678075,0.16475275,0.125882,0.1180875,0.1710195,0.11207625,0.17313775,0.1058265,0.15009625,0.1121315,0.1226744999999999,0.10795025,0.12368875,0.1392479999999999,0.14552575,0.1250824999999999,0.13004775,0.13263,0.1170205
ACADM,0.1645535,0.068781,0.081748,0.085209,0.194425,0.077114,0.2060805,0.169559,0.0472265,0.178371,0.0700985,0.1245505,0.07558,0.075311,0.21863,0.2135995,0.141128,0.169403,0.0746764999999999,0.0879705,0.2440075,0.167939,0.160544,0.1000235,0.1538335,0.0961554999999999,0.0905725,0.06823,0.077579,0.1605145,0.0680705,0.1500335,0.055798,0.0929535,0.0644185,0.061322,0.0723075,0.235805,0.086188,0.1701019999999999,0.2371005,0.086579,0.0705415,0.173119,0.0677755,0.171371,0.0651615,0.2287365,0.2300085,0.171503,0.1983835,0.082811,0.256877,0.073003,0.25364,0.169199,0.167808,0.119391,0.1780365,0.062705,0.161359,0.1720185,0.1840164999999999,0.128695
ACOX1,0.062218,0.050465,0.064772,0.057577,0.050163,0.055857,0.038124,0.061054,0.040258,0.06336,0.058455,0.053975,0.057572,0.056617,0.049516,0.042969,0.06409,0.055531,0.057934,0.052353,0.058677,0.060168,0.046263,0.036659,0.054425,0.054533,0.051053,0.068469,0.059018,0.046868,0.056101,0.04899,0.046287,0.05573,0.065923,0.045795,0.061174,0.064156,0.063,0.050519,0.054725,0.053507,0.038726,0.04666,0.0585,0.068502,0.054402,0.057754,0.061464,0.051089,0.065867,0.055028,0.039306,0.051358,0.050069,0.061908,0.05024,0.054054,0.068386,0.040438,0.049322,0.063238,0.051742,0.057181
ACOX2,0.565847,0.546532,0.534586,0.582912,0.54141,0.53489,0.573021,0.566138,0.560368,0.531119,0.522561,0.533718,0.576136,0.571159,0.578086,0.52055,0.549875,0.572592,0.4648,0.538404,0.589495,0.584599,0.617919,0.559274,0.486472,0.586125,0.5532,0.590824,0.512363,0.603714,0.563807,0.539216,0.566282,0.58292,0.562272,0.498806,0.439787,0.528802,0.555758,0.566238,0.602762,0.52152,0.584857,0.526291,0.536716,0.559851,0.505536,0.551315,0.545442,0.464459,0.554585,0.471833,0.591649,0.567897,0.582804,0.53778,0.572382,0.513539,0.594275,0.659416,0.588369,0.574083,0.574266,0.586409
ACOX3,0.0664255,0.06748775,0.0715045,0.06677675,0.062824,0.06445475,0.056336,0.0788895,0.0618115,0.07574175,0.06518775,0.06242125,0.06445925,0.0618235,0.05271825,0.0631149999999999,0.06677875,0.06025025,0.07909425,0.0662525,0.0611075,0.056158,0.06126075,0.05973775,0.0660405,0.06859025,0.06077575,0.08630425,0.074285,0.05912075,0.066399,0.065391,0.0548609999999999,0.05846125,0.07394475,0.056914,0.06209025,0.0885625,0.0612469999999999,0.05777025,0.07054525,0.076306,0.05678675,0.076468,0.07775225,0.06374975,0.0566705,0.05703275,0.0594357499999999,0.063083,0.08035625,0.0629535,0.05947175,0.0584419999999999,0.06263625,0.06819325,0.053592,0.055605,0.072821,0.057663,0.0649455,0.06659275,0.06323575,0.063716
