Drug A,Drug B,Cell Line Name,Score,Pred Score
Vorinostat,Cladribine,T-47D,-4.666666666666667,-1.4579498767852783
Sirolimus,Mitotane,ACHN,9.444444444444445,0.8905767202377319
Fulvestrant,Cladribine,U251,1.6666666666666667,-1.0377178192138672
Fulvestrant,Dasatinib,ACHN,-3.0,-2.829631805419922
Vorinostat,Paclitaxel,IGROV1,-5.444444444444445,-1.5409421920776367
Mitotane,Dasatinib,HS 578T,2.111111111111111,-3.3760557174682617
Romidepsin,Tretinoin,SW-620,-5.888888888888889,-1.3250868320465088
Thalidomide,Sirolimus,SF-295,-1.8888888888888888,-5.090519905090332
Vorinostat,Paclitaxel,A498,-4.777777777777778,-2.952232599258423
Mitotane,Cladribine,CAKI-1,2.111111111111111,-3.742121458053589
Nilotinib,Cladribine,ACHN,0.5555555555555556,-4.654025077819824
Vorinostat,Celecoxib,IGROV1,-3.111111111111111,-0.7919621467590332
Everolimus,Nilotinib,UACC-257,-11.88888888888889,-4.472866535186768
Mitotane,Dasatinib,SW-620,-0.6666666666666666,-2.5843427181243896
Fulvestrant,Dasatinib,HS 578T,12.11111111111111,-1.6958880424499512
Fulvestrant,Sirolimus,DU-145,-0.5555555555555556,-2.4228384494781494
Paclitaxel,Sirolimus,NCI-H522,0.6666666666666666,5.074324607849121
Thalidomide,Sirolimus,OVCAR-3,-4.888888888888889,-3.221015214920044
Vorinostat,Cladribine,UACC-257,-3.111111111111111,-4.142391681671143
Everolimus,Tretinoin,SW-620,-2.2222222222222223,-3.0336451530456543
Gefitinib,Lenalidomide,SF-295,-3.2222222222222223,-4.105875015258789
Vorinostat,Tretinoin,SK-MEL-28,-6.888888888888889,-5.453605651855469
Everolimus,Celecoxib,MDA-MB-231/ATCC,3.4444444444444446,-2.932259559631348
Paclitaxel,Celecoxib,NCI-H460,24.11111111111111,14.637147903442385
Romidepsin,Docetaxel,K-562,-0.8888888888888888,-1.4722747802734375
Vorinostat,Docetaxel,NCI-H522,0.8888888888888888,-1.8448069095611568
Mitotane,Paclitaxel,SK-MEL-5,-6.555555555555555,-1.227420210838318
Sirolimus,Cladribine,SNB-75,-1.3333333333333333,-5.214550971984863
Docetaxel,Cladribine,UACC-257,-4.111111111111111,-2.206599712371826
Romidepsin,Docetaxel,A549/ATCC,9.666666666666666,0.6007753610610962
Megestrol acetate,Gefitinib,SR,5.111111111111111,-5.130941867828369
Fulvestrant,Nilotinib,T-47D,4.333333333333333,-3.2521026134490967
Fulvestrant,Romidepsin,A549/ATCC,0.4444444444444444,1.592181921005249
Megestrol acetate,Lenalidomide,SR,-15.444444444444445,0.7257347106933594
Dasatinib,Cladribine,U251,-7.0,-4.2256951332092285
Dasatinib,Celecoxib,A498,1.7777777777777777,3.800473213195801
Everolimus,Sirolimus,PC-3,6.777777777777778,3.2753052711486816
Dasatinib,Tretinoin,SF-539,8.0,-0.948744297027588
Paclitaxel,Nilotinib,A498,4.777777777777778,3.126839637756348
Paclitaxel,Nilotinib,KM12,19.55555555555556,5.300696849822998
Nilotinib,Tretinoin,LOX IMVI,-6.777777777777778,-3.855967044830322
Nilotinib,Cladribine,LOX IMVI,-7.222222222222222,-4.142416000366211
Gefitinib,Lenalidomide,SR,0.1111111111111111,-3.587119102478028
Mitotane,Cladribine,RPMI-8226,-0.4444444444444444,-2.243346929550171
Vorinostat,Celecoxib,DU-145,-3.555555555555556,-3.399502992630005
Everolimus,Docetaxel,MDA-MB-468,10.444444444444445,5.075650215148926
Paclitaxel,Sirolimus,OVCAR-8,3.4444444444444446,3.703986644744873
Fulvestrant,Tretinoin,SF-295,-0.1111111111111111,0.6197868585586548
Dasatinib,Cladribine,LOX IMVI,-7.666666666666667,-4.75169038772583
Everolimus,Sirolimus,SW-620,0.1111111111111111,0.5464258790016174
Nilotinib,Cladribine,KM12,-3.333333333333333,-5.717458248138428
Fulvestrant,Sirolimus,ACHN,-4.222222222222222,-2.987688541412353
Dasatinib,Romidepsin,K-562,-0.7777777777777778,0.2929039001464844
Vorinostat,Nilotinib,BT-549,-11.666666666666666,-6.233479499816895
Vorinostat,Sirolimus,NCI-H460,-2.333333333333333,-5.446042060852051
Nilotinib,Cladribine,MCF7,-0.3333333333333333,-5.557088851928711
Docetaxel,Fulvestrant,LOX IMVI,17.88888888888889,7.570200443267822
Paclitaxel,Tretinoin,MDA-MB-468,32.55555555555556,24.422168731689453
Paclitaxel,Sirolimus,UACC-62,-11.0,1.9883898496627808
Fulvestrant,Celecoxib,K-562,-4.0,-4.465224266052246
Docetaxel,Cladribine,HCT-116,-6.777777777777778,-4.430797576904297
Everolimus,Vorinostat,OVCAR-3,-15.333333333333334,-2.850794792175293
Sirolimus,Mitotane,OVCAR-3,-7.666666666666667,1.377362847328186
