Drug A,Drug B,Cell Line Name,Score,Pred Score
Vorinostat,Romidepsin,BT-549,-0.6666666666666666,-2.511749744415283
Romidepsin,Tretinoin,HCT-116,7.333333333333333,-2.077343702316284
Tretinoin,Celecoxib,UACC-257,-0.4444444444444444,-5.871767997741699
Nilotinib,Cladribine,MDA-MB-231/ATCC,-4.111111111111111,-7.067011833190918
Thalidomide,Mitotane,DU-145,-7.333333333333333,-3.6257946491241455
Fulvestrant,Romidepsin,SF-268,1.3333333333333333,0.9734591245651244
Dasatinib,Tretinoin,SK-MEL-28,-8.444444444444445,-1.9570446014404297
Mitotane,Dasatinib,SK-OV-3,1.6666666666666667,-3.197713851928711
Mitotane,Dasatinib,SNB-75,3.333333333333333,1.399543285369873
Docetaxel,Nilotinib,UACC-257,2.111111111111111,3.9690966606140137
Thalidomide,Sirolimus,CAKI-1,0.1111111111111111,-2.587166309356689
Romidepsin,Cladribine,OVCAR-8,11.22222222222222,0.3477883338928222
Gefitinib,Lenalidomide,MCF7,-3.111111111111111,2.684976577758789
Sirolimus,Nilotinib,MCF7,-3.888888888888889,-7.524711608886719
Mitotane,Everolimus,SK-MEL-28,14.11111111111111,3.1489877700805664
Fulvestrant,Vorinostat,PC-3,-4.444444444444445,2.8555941581726074
Gefitinib,Lenalidomide,SW-620,6.0,0.6023023128509521
Paclitaxel,Celecoxib,SF-268,12.555555555555555,16.267658233642578
Nilotinib,Tretinoin,SF-539,-0.8888888888888888,-8.457381248474121
Fulvestrant,Sirolimus,UACC-257,-4.0,-2.046081066131592
Tretinoin,Cladribine,SK-MEL-5,-1.1111111111111112,-6.54156494140625
Thalidomide,Paclitaxel,SF-295,-3.555555555555556,-0.0606169700622558
Fulvestrant,Celecoxib,RPMI-8226,-10.666666666666666,-2.031770706176758
Mitotane,Docetaxel,SK-OV-3,9.11111111111111,-0.6722555160522461
Mitotane,Sirolimus,SR,-1.7777777777777777,4.7364115715026855
Thalidomide,Mitotane,RPMI-8226,-3.4444444444444446,-5.655774593353272
Paclitaxel,Celecoxib,MDA-MB-231/ATCC,23.22222222222222,13.05923080444336
Thalidomide,Sirolimus,EKVX,0.8888888888888888,-6.315558433532715
Megestrol acetate,Gefitinib,EKVX,0.3333333333333333,3.557916641235352
Everolimus,Dasatinib,SF-268,-3.7777777777777777,2.147085189819336
Thalidomide,Mitotane,MDA-MB-468,2.111111111111111,-4.683818817138672
Fulvestrant,Cladribine,SF-268,-2.2222222222222223,-1.806054949760437
Sirolimus,Cladribine,NCI-H460,-2.2222222222222223,-5.741393566131592
Sirolimus,Mitotane,PC-3,3.111111111111111,15.53528118133545
Fulvestrant,Everolimus,U251,0.1111111111111111,6.83307695388794
Thalidomide,Sirolimus,ACHN,-2.555555555555556,-2.2114052772521973
Thalidomide,Sirolimus,OVCAR-8,-0.2222222222222222,-3.933343172073364
Docetaxel,Sirolimus,PC-3,3.111111111111111,4.3633222579956055
