DrugA_idx,DrugA_target_num,DrugA_target_idfatt_sum,DrugB_idx,DrugB_target_num,DrugB_target_idfatt_sum,Cell_idx,Score,index1,Drug,Target,node_num,node_name,att_deg
1492.0,10.0,21.373476642024873,1490.0,0.0,0.0,K-562,46.333333333333336,82,1492,468,468.0,MAP3K8,0.0
1492.0,10.0,21.373476642024873,1490.0,0.0,0.0,K-562,46.333333333333336,82,1492,1314,,,
1492.0,10.0,21.373476642024873,1490.0,0.0,0.0,K-562,46.333333333333336,82,1492,1,1.0,ABL1,2.870627631310978
1492.0,10.0,21.373476642024873,1490.0,0.0,0.0,K-562,46.333333333333336,82,1492,2,2.0,ABL2,3.2821332771964764
1492.0,10.0,21.373476642024873,1490.0,0.0,0.0,K-562,46.333333333333336,82,1492,394,394.0,ITGA3,2.7720045402726834
1492.0,10.0,21.373476642024873,1490.0,0.0,0.0,K-562,46.333333333333336,82,1492,442,442.0,LIF,0.0
1492.0,10.0,21.373476642024873,1490.0,0.0,0.0,K-562,46.333333333333336,82,1492,1325,,,
1492.0,10.0,21.373476642024873,1490.0,0.0,0.0,K-562,46.333333333333336,82,1492,599,599.0,PLCD1,0.0
1492.0,10.0,21.373476642024873,1490.0,0.0,0.0,K-562,46.333333333333336,82,1492,707,707.0,RPS6KA2,8.64012551788417
1492.0,10.0,21.373476642024873,1490.0,0.0,0.0,K-562,46.333333333333336,82,1492,737,737.0,SOCS2,1.8426019157073177
1492.0,10.0,21.373476642024873,1490.0,0.0,0.0,K-562,46.333333333333336,82,1492,774,774.0,TEK,1.909164337288707
1492.0,10.0,21.373476642024873,1490.0,0.0,0.0,K-562,46.333333333333336,82,1492,806,806.0,VAV3,0.0568194223645364
1503.0,1.0,2.767364333777743,1500.0,2.0,11.510753149195148,K-562,31.444444444444443,2402,1503,858,,,
1503.0,1.0,2.767364333777743,1500.0,2.0,11.510753149195148,K-562,31.444444444444443,2402,1503,429,429.0,LAMB3,2.767364333777743
1501.0,2.0,0.0,1505.0,0.0,0.0,K-562,31.33333333333333,197,1501,821,821.0,WNT3,0.0
1501.0,2.0,0.0,1505.0,0.0,0.0,K-562,31.33333333333333,197,1501,118,118.0,CNTFR,0.0
1501.0,2.0,0.0,1490.0,0.0,0.0,K-562,28.444444444444443,2191,1501,821,821.0,WNT3,0.0
1501.0,2.0,0.0,1490.0,0.0,0.0,K-562,28.444444444444443,2191,1501,118,118.0,CNTFR,0.0
1493.0,2.0,0.0,1505.0,0.0,0.0,K-562,27.0,2335,1493,821,821.0,WNT3,0.0
1493.0,2.0,0.0,1505.0,0.0,0.0,K-562,27.0,2335,1493,118,118.0,CNTFR,0.0
1493.0,2.0,0.0,1490.0,0.0,0.0,K-562,23.55555555555556,2298,1493,118,118.0,CNTFR,0.0
1493.0,2.0,0.0,1490.0,0.0,0.0,K-562,23.55555555555556,2298,1493,821,821.0,WNT3,0.0
1501.0,2.0,0.0,1500.0,2.0,11.510753149195148,K-562,23.0,845,1501,821,821.0,WNT3,0.0
1501.0,2.0,0.0,1500.0,2.0,11.510753149195148,K-562,23.0,845,1501,118,118.0,CNTFR,0.0
1495.0,1.0,13.109019317271441,1492.0,10.0,21.373476642024873,K-562,19.88888888888889,1301,1495,401,401.0,ITGB1,13.109019317271441
1499.0,1.0,13.109019317271441,1493.0,2.0,0.0,K-562,14.11111111111111,45,1499,401,401.0,ITGB1,13.109019317271441
1499.0,1.0,13.109019317271441,1493.0,2.0,0.0,K-562,14.11111111111111,45,1499,980,,,
1492.0,10.0,21.373476642024873,1501.0,2.0,0.0,K-562,13.11111111111111,1121,1492,1325,,,
1492.0,10.0,21.373476642024873,1501.0,2.0,0.0,K-562,13.11111111111111,1121,1492,1314,,,
1492.0,10.0,21.373476642024873,1501.0,2.0,0.0,K-562,13.11111111111111,1121,1492,806,806.0,VAV3,0.0568194223645364
1492.0,10.0,21.373476642024873,1501.0,2.0,0.0,K-562,13.11111111111111,1121,1492,774,774.0,TEK,1.909164337288707
1492.0,10.0,21.373476642024873,1501.0,2.0,0.0,K-562,13.11111111111111,1121,1492,707,707.0,RPS6KA2,8.64012551788417
1492.0,10.0,21.373476642024873,1501.0,2.0,0.0,K-562,13.11111111111111,1121,1492,468,468.0,MAP3K8,0.0
1492.0,10.0,21.373476642024873,1501.0,2.0,0.0,K-562,13.11111111111111,1121,1492,442,442.0,LIF,0.0
1492.0,10.0,21.373476642024873,1501.0,2.0,0.0,K-562,13.11111111111111,1121,1492,394,394.0,ITGA3,2.7720045402726834
1492.0,10.0,21.373476642024873,1501.0,2.0,0.0,K-562,13.11111111111111,1121,1492,2,2.0,ABL2,3.2821332771964764
1492.0,10.0,21.373476642024873,1501.0,2.0,0.0,K-562,13.11111111111111,1121,1492,1,1.0,ABL1,2.870627631310978
1492.0,10.0,21.373476642024873,1501.0,2.0,0.0,K-562,13.11111111111111,1121,1492,599,599.0,PLCD1,0.0
1492.0,10.0,21.373476642024873,1501.0,2.0,0.0,K-562,13.11111111111111,1121,1492,737,737.0,SOCS2,1.8426019157073177
1492.0,10.0,21.373476642024873,1506.0,3.0,12.392340913323746,K-562,12.22222222222222,712,1492,707,707.0,RPS6KA2,8.64012551788417
1492.0,10.0,21.373476642024873,1506.0,3.0,12.392340913323746,K-562,12.22222222222222,712,1492,1,1.0,ABL1,2.870627631310978
1492.0,10.0,21.373476642024873,1506.0,3.0,12.392340913323746,K-562,12.22222222222222,712,1492,1325,,,
1492.0,10.0,21.373476642024873,1506.0,3.0,12.392340913323746,K-562,12.22222222222222,712,1492,1314,,,
