SpNotation,SignalingPath,Attention,cell_line_name,cell_line_num,sum_rank
sp28,PI3K-Akt signaling pathway,261.0000095683715,CAKI-1,5,1
sp22,MAPK signaling pathway,220.0000068349236,CAKI-1,5,2
sp34,Ras signaling pathway,171.00000707041787,CAKI-1,5,3
sp33,Rap1 signaling pathway,170.0000058995948,CAKI-1,5,4
sp45,cAMP signaling pathway,162.00001056262985,CAKI-1,5,5
sp7,Calcium signaling pathway,135.0000041883999,CAKI-1,5,6
sp44,Wnt signaling pathway,133.00000924830186,CAKI-1,5,7
sp17,Hippo signaling pathway,131.00000414085375,CAKI-1,5,8
sp47,mTOR signaling pathway,127.00000432345637,CAKI-1,5,9
sp8,Chemokine signaling pathway,124.00000345575583,CAKI-1,5,10
sp27,Oxytocin signaling pathway,117.00000455421922,CAKI-1,5,11
sp46,cGMP-PKG signaling pathway,109.00000362194393,CAKI-1,5,12
sp35,Relaxin signaling pathway,102.00000377151594,CAKI-1,5,13
sp20,Insulin signaling pathway,101.00000355123282,CAKI-1,5,14
sp25,Neurotrophin signaling pathway,100.00000596441994,CAKI-1,5,15
sp12,FoxO signaling pathway,96.00000335363593,CAKI-1,5,16
sp4,Apelin signaling pathway,96.00000317878698,CAKI-1,5,17
sp41,Thyroid hormone signaling pathway,96.00000260964042,CAKI-1,5,18
sp21,JAK-STAT signaling pathway,94.00001027004188,CAKI-1,5,19
sp36,Signaling pathways regulating pluripotency of stem cells,91.00000249387996,CAKI-1,5,20
sp10,Estrogen signaling pathway,89.00000414437795,CAKI-1,5,21
sp30,Phospholipase D signaling pathway,86.00000348723196,CAKI-1,5,22
sp24,NOD-like receptor signaling pathway,85.00000213924493,CAKI-1,5,23
sp15,HIF-1 signaling pathway,81.00000221489222,CAKI-1,5,24
sp37,Sphingolipid signaling pathway,77.00000286968597,CAKI-1,5,25
sp2,AMPK signaling pathway,75.00000229365796,CAKI-1,5,26
sp38,T cell receptor signaling pathway,73.00000203067998,CAKI-1,5,27
sp39,TGF-beta signaling pathway,73.00000173875996,CAKI-1,5,28
sp6,C-type lectin receptor signaling pathway,72.00000262497197,CAKI-1,5,29
sp13,Glucagon signaling pathway,69.00000276020296,CAKI-1,5,30
sp14,GnRH signaling pathway,68.00000129453998,CAKI-1,5,31
sp48,p53 signaling pathway,65.00000093964763,CAKI-1,5,32
sp9,ErbB signaling pathway,64.00000187843997,CAKI-1,5,33
sp1,AGE-RAGE signaling pathway in diabetic complications,62.00000174258383,CAKI-1,5,34
sp23,NF-kappa B signaling pathway,59.00000241827873,CAKI-1,5,35
sp40,TNF signaling pathway,59.00000158661998,CAKI-1,5,36
sp31,Prolactin signaling pathway,57.00000293903998,CAKI-1,5,37
sp42,Toll-like receptor signaling pathway,57.000002090719974,CAKI-1,5,38
sp19,IL-17 signaling pathway,56.000002414977736,CAKI-1,5,39
sp5,B cell receptor signaling pathway,52.00000143799999,CAKI-1,5,40
sp26,Notch signaling pathway,50.00000145689996,CAKI-1,5,41
sp43,VEGF signaling pathway,49.00000156999998,CAKI-1,5,42
sp16,Hedgehog signaling pathway,48.00000179763998,CAKI-1,5,43
sp29,PPAR signaling pathway,44.00000131809697,CAKI-1,5,44
sp3,Adipocytokine signaling pathway,44.000001122379985,CAKI-1,5,45
sp11,Fc epsilon RI signaling pathway,42.00000122673999,CAKI-1,5,46
sp32,RIG-I-like receptor signaling pathway,40.00000129419999,CAKI-1,5,47
sp18,Hippo signaling pathway - multiple species,26.000000805599992,CAKI-1,5,48
