DrugA_idx,DrugA_target_num,DrugA_target_att_sum,DrugB_idx,DrugB_target_num,DrugB_target_att_sum,Cell_idx,Score
Paclitaxel,1.0,0.373384948,Tretinoin,0.0,0.0,NCI-H522,24.22222222222222
Paclitaxel,1.0,0.373384948,Celecoxib,0.0,0.0,NCI-H522,21.444444444444443
Docetaxel,1.0,0.373384948,Fulvestrant,1.0,0.212634408,NCI-H522,21.33333333333333
Docetaxel,1.0,0.373384948,Tretinoin,0.0,0.0,NCI-H522,21.22222222222222
Mitotane,1.0,0.212634408,Docetaxel,1.0,0.373384948,NCI-H522,19.55555555555556
Fulvestrant,1.0,0.212634408,Romidepsin,0.0,0.0,NCI-H522,17.0
Docetaxel,1.0,0.373384948,Celecoxib,0.0,0.0,NCI-H522,15.444444444444445
Everolimus,1.0,1.344869738,Paclitaxel,1.0,0.373384948,NCI-H522,11.88888888888889
Paclitaxel,1.0,0.373384948,Nilotinib,1.0,1.17339856,NCI-H522,9.333333333333334
Docetaxel,1.0,0.373384948,Nilotinib,1.0,1.17339856,NCI-H522,8.88888888888889
Dasatinib,5.0,5.601619770799999,Celecoxib,0.0,0.0,NCI-H522,8.0
Fulvestrant,1.0,0.212634408,Tretinoin,0.0,0.0,NCI-H522,5.222222222222222
Everolimus,1.0,1.344869738,Docetaxel,1.0,0.373384948,NCI-H522,4.0
Dasatinib,5.0,5.601619770799999,Tretinoin,0.0,0.0,NCI-H522,3.6666666666666665
Romidepsin,0.0,0.0,Sirolimus,2.0,22.890296587999998,NCI-H522,3.555555555555556
Fulvestrant,1.0,0.212634408,Everolimus,1.0,1.344869738,NCI-H522,3.555555555555556
Thalidomide,2.0,1.7712717519999999,Paclitaxel,1.0,0.373384948,NCI-H522,2.7777777777777777
Mitotane,1.0,0.212634408,Tretinoin,0.0,0.0,NCI-H522,2.6666666666666665
Vorinostat,0.0,0.0,Romidepsin,0.0,0.0,NCI-H522,2.4444444444444446
Docetaxel,1.0,0.373384948,Sirolimus,2.0,22.890296587999998,NCI-H522,2.333333333333333
Thalidomide,2.0,1.7712717519999999,Sirolimus,2.0,22.890296587999998,NCI-H522,2.2222222222222223
Mitotane,1.0,0.212634408,Everolimus,1.0,1.344869738,NCI-H522,2.2222222222222223
Dasatinib,5.0,5.601619770799999,Sirolimus,2.0,22.890296587999998,NCI-H522,2.0
Everolimus,1.0,1.344869738,Sirolimus,2.0,22.890296587999998,NCI-H522,1.8888888888888888
Sirolimus,2.0,22.890296587999998,Celecoxib,0.0,0.0,NCI-H522,1.6666666666666667
Dasatinib,5.0,5.601619770799999,Nilotinib,1.0,1.17339856,NCI-H522,1.5555555555555556
Vorinostat,0.0,0.0,Docetaxel,1.0,0.373384948,NCI-H522,0.8888888888888888
Paclitaxel,1.0,0.373384948,Cladribine,0.0,0.0,NCI-H522,0.6666666666666666
Paclitaxel,1.0,0.373384948,Sirolimus,2.0,22.890296587999998,NCI-H522,0.6666666666666666
Megestrol acetate,0.0,0.0,Gefitinib,1.0,2.1889553292,NCI-H522,0.2222222222222222
Mitotane,1.0,0.212634408,Dasatinib,5.0,5.601619770799999,NCI-H522,0.1111111111111111
Dasatinib,5.0,5.601619770799999,Docetaxel,1.0,0.373384948,NCI-H522,-0.2222222222222222
Fulvestrant,1.0,0.212634408,Paclitaxel,1.0,0.373384948,NCI-H522,-0.2222222222222222
Tretinoin,0.0,0.0,Cladribine,0.0,0.0,NCI-H522,-0.5555555555555556
Tretinoin,0.0,0.0,Celecoxib,0.0,0.0,NCI-H522,-0.6666666666666666
Fulvestrant,1.0,0.212634408,Cladribine,0.0,0.0,NCI-H522,-1.0
Vorinostat,0.0,0.0,Cladribine,0.0,0.0,NCI-H522,-1.2222222222222223
Fulvestrant,1.0,0.212634408,Dasatinib,5.0,5.601619770799999,NCI-H522,-1.3333333333333333
Mitotane,1.0,0.212634408,Sirolimus,2.0,22.890296587999998,NCI-H522,-1.4444444444444444
Fulvestrant,1.0,0.212634408,Celecoxib,0.0,0.0,NCI-H522,-1.4444444444444444
Thalidomide,2.0,1.7712717519999999,Cladribine,0.0,0.0,NCI-H522,-1.5555555555555556
Everolimus,1.0,1.344869738,Celecoxib,0.0,0.0,NCI-H522,-1.6666666666666667
Dasatinib,5.0,5.601619770799999,Paclitaxel,1.0,0.373384948,NCI-H522,-1.7777777777777777
Everolimus,1.0,1.344869738,Romidepsin,0.0,0.0,NCI-H522,-2.111111111111111
Romidepsin,0.0,0.0,Cladribine,0.0,0.0,NCI-H522,-2.111111111111111
Docetaxel,1.0,0.373384948,Cladribine,0.0,0.0,NCI-H522,-2.111111111111111
Dasatinib,5.0,5.601619770799999,Cladribine,0.0,0.0,NCI-H522,-2.2222222222222223
Fulvestrant,1.0,0.212634408,Vorinostat,0.0,0.0,NCI-H522,-2.2222222222222223
Nilotinib,1.0,1.17339856,Cladribine,0.0,0.0,NCI-H522,-2.333333333333333
Fulvestrant,1.0,0.212634408,Sirolimus,2.0,22.890296587999998,NCI-H522,-2.4444444444444446
Everolimus,1.0,1.344869738,Tretinoin,0.0,0.0,NCI-H522,-2.555555555555556
Vorinostat,0.0,0.0,Tretinoin,0.0,0.0,NCI-H522,-2.555555555555556
Romidepsin,0.0,0.0,Paclitaxel,1.0,0.373384948,NCI-H522,-2.6666666666666665
Mitotane,1.0,0.212634408,Celecoxib,0.0,0.0,NCI-H522,-2.7777777777777777
Romidepsin,0.0,0.0,Celecoxib,0.0,0.0,NCI-H522,-2.7777777777777777
Thalidomide,2.0,1.7712717519999999,Tretinoin,0.0,0.0,NCI-H522,-2.888888888888889
Dasatinib,5.0,5.601619770799999,Vorinostat,0.0,0.0,NCI-H522,-2.888888888888889
Sirolimus,2.0,22.890296587999998,Tretinoin,0.0,0.0,NCI-H522,-3.2222222222222223
Mitotane,1.0,0.212634408,Paclitaxel,1.0,0.373384948,NCI-H522,-3.333333333333333
Romidepsin,0.0,0.0,Docetaxel,1.0,0.373384948,NCI-H522,-3.333333333333333
Everolimus,1.0,1.344869738,Dasatinib,5.0,5.601619770799999,NCI-H522,-3.555555555555556
Mitotane,1.0,0.212634408,Nilotinib,1.0,1.17339856,NCI-H522,-3.555555555555556
Cladribine,0.0,0.0,Celecoxib,0.0,0.0,NCI-H522,-3.6666666666666665
Fulvestrant,1.0,0.212634408,Nilotinib,1.0,1.17339856,NCI-H522,-3.888888888888889
Vorinostat,0.0,0.0,Sirolimus,2.0,22.890296587999998,NCI-H522,-3.888888888888889
Nilotinib,1.0,1.17339856,Mitotane,1.0,0.212634408,NCI-H522,-3.888888888888889
Vorinostat,0.0,0.0,Celecoxib,0.0,0.0,NCI-H522,-3.888888888888889
Docetaxel,1.0,0.373384948,Paclitaxel,1.0,0.373384948,NCI-H522,-3.888888888888889
Megestrol acetate,0.0,0.0,Lenalidomide,0.0,0.0,NCI-H522,-4.111111111111111
Mitotane,1.0,0.212634408,Cladribine,0.0,0.0,NCI-H522,-4.777777777777778
Nilotinib,1.0,1.17339856,Celecoxib,0.0,0.0,NCI-H522,-4.777777777777778
Everolimus,1.0,1.344869738,Nilotinib,1.0,1.17339856,NCI-H522,-4.777777777777778
Dasatinib,5.0,5.601619770799999,Romidepsin,0.0,0.0,NCI-H522,-5.222222222222222
Thalidomide,2.0,1.7712717519999999,Mitotane,1.0,0.212634408,NCI-H522,-5.333333333333333
Romidepsin,0.0,0.0,Tretinoin,0.0,0.0,NCI-H522,-5.333333333333333
Everolimus,1.0,1.344869738,Cladribine,0.0,0.0,NCI-H522,-5.555555555555555
Gefitinib,1.0,2.1889553292,Lenalidomide,0.0,0.0,NCI-H522,-6.666666666666667
Everolimus,1.0,1.344869738,Vorinostat,0.0,0.0,NCI-H522,-6.777777777777778
Sirolimus,2.0,22.890296587999998,Cladribine,0.0,0.0,NCI-H522,-7.666666666666667
Nilotinib,1.0,1.17339856,Tretinoin,0.0,0.0,NCI-H522,-8.444444444444445
Romidepsin,0.0,0.0,Nilotinib,1.0,1.17339856,NCI-H522,-8.666666666666666
Vorinostat,0.0,0.0,Paclitaxel,1.0,0.373384948,NCI-H522,-9.666666666666666
Sirolimus,2.0,22.890296587999998,Mitotane,1.0,0.212634408,NCI-H522,-9.666666666666666
Vorinostat,0.0,0.0,Nilotinib,1.0,1.17339856,NCI-H522,-21.88888888888889
