DrugA_idx,DrugA_target_num,DrugA_target_idfatt_sum,DrugB_idx,DrugB_target_num,DrugB_target_idfatt_sum,Cell_idx,Score,index1,Drug,Target,node_num,node_name,att_deg
1501.0,2.0,2.6393817418184184,1505.0,0.0,0.0,BT-549,38.11111111111112,2294,1501,118,118.0,CNTFR,2.6393817418184184
1501.0,2.0,2.6393817418184184,1505.0,0.0,0.0,BT-549,38.11111111111112,2294,1501,821,821.0,WNT3,0.0
1501.0,2.0,2.6393817418184184,1490.0,0.0,0.0,BT-549,27.88888888888889,1744,1501,118,118.0,CNTFR,2.6393817418184184
1501.0,2.0,2.6393817418184184,1490.0,0.0,0.0,BT-549,27.88888888888889,1744,1501,821,821.0,WNT3,0.0
1493.0,2.0,2.6393817418184184,1505.0,0.0,0.0,BT-549,25.11111111111111,1684,1493,118,118.0,CNTFR,2.6393817418184184
1493.0,2.0,2.6393817418184184,1505.0,0.0,0.0,BT-549,25.11111111111111,1684,1493,821,821.0,WNT3,0.0
1495.0,1.0,20.751944544728392,1494.0,0.0,0.0,BT-549,23.33333333333333,1104,1495,401,401.0,ITGB1,20.751944544728392
1501.0,2.0,2.6393817418184184,1500.0,2.0,2.919355396609585,BT-549,19.55555555555556,323,1501,821,821.0,WNT3,0.0
1501.0,2.0,2.6393817418184184,1500.0,2.0,2.919355396609585,BT-549,19.55555555555556,323,1501,118,118.0,CNTFR,2.6393817418184184
1493.0,2.0,2.6393817418184184,1490.0,0.0,0.0,BT-549,15.444444444444445,1515,1493,821,821.0,WNT3,0.0
1493.0,2.0,2.6393817418184184,1490.0,0.0,0.0,BT-549,15.444444444444445,1515,1493,118,118.0,CNTFR,2.6393817418184184
1499.0,1.0,20.751944544728392,1494.0,0.0,0.0,BT-549,14.666666666666666,1491,1499,980,,,
1499.0,1.0,20.751944544728392,1494.0,0.0,0.0,BT-549,14.666666666666666,1491,1499,401,401.0,ITGB1,20.751944544728392
1494.0,0.0,0.0,1501.0,2.0,2.6393817418184184,BT-549,11.11111111111111,827,1494,858,,,
1493.0,2.0,2.6393817418184184,1500.0,2.0,2.919355396609585,BT-549,10.77777777777778,2176,1493,821,821.0,WNT3,0.0
1493.0,2.0,2.6393817418184184,1500.0,2.0,2.919355396609585,BT-549,10.77777777777778,2176,1493,118,118.0,CNTFR,2.6393817418184184
1495.0,1.0,20.751944544728392,1502.0,3.0,13.31268973640522,BT-549,10.0,844,1495,401,401.0,ITGB1,20.751944544728392
1494.0,0.0,0.0,1493.0,2.0,2.6393817418184184,BT-549,6.444444444444445,1417,1494,858,,,
1496.0,1.0,2.641189245923875,1497.0,0.0,0.0,BT-549,5.0,263,1496,372,372.0,IL15RA,2.641189245923875
1498.0,0.0,0.0,1496.0,1.0,2.641189245923875,BT-549,4.333333333333333,2511,1498,980,,,
1492.0,10.0,13.169110162801521,1501.0,2.0,2.6393817418184184,BT-549,3.6666666666666665,1647,1492,468,468.0,MAP3K8,0.0
1492.0,10.0,13.169110162801521,1501.0,2.0,2.6393817418184184,BT-549,3.6666666666666665,1647,1492,774,774.0,TEK,0.0
1492.0,10.0,13.169110162801521,1501.0,2.0,2.6393817418184184,BT-549,3.6666666666666665,1647,1492,737,737.0,SOCS2,4.542059349975917
1492.0,10.0,13.169110162801521,1501.0,2.0,2.6393817418184184,BT-549,3.6666666666666665,1647,1492,1314,,,
1492.0,10.0,13.169110162801521,1501.0,2.0,2.6393817418184184,BT-549,3.6666666666666665,1647,1492,599,599.0,PLCD1,1.6934432206101475
1492.0,10.0,13.169110162801521,1501.0,2.0,2.6393817418184184,BT-549,3.6666666666666665,1647,1492,394,394.0,ITGA3,3.9475432022714703
1492.0,10.0,13.169110162801521,1501.0,2.0,2.6393817418184184,BT-549,3.6666666666666665,1647,1492,442,442.0,LIF,0.0
1492.0,10.0,13.169110162801521,1501.0,2.0,2.6393817418184184,BT-549,3.6666666666666665,1647,1492,2,2.0,ABL2,0.0
1492.0,10.0,13.169110162801521,1501.0,2.0,2.6393817418184184,BT-549,3.6666666666666665,1647,1492,1,1.0,ABL1,0.0
1492.0,10.0,13.169110162801521,1501.0,2.0,2.6393817418184184,BT-549,3.6666666666666665,1647,1492,1325,,,
1492.0,10.0,13.169110162801521,1501.0,2.0,2.6393817418184184,BT-549,3.6666666666666665,1647,1492,707,707.0,RPS6KA2,2.919355396609585
1492.0,10.0,13.169110162801521,1501.0,2.0,2.6393817418184184,BT-549,3.6666666666666665,1647,1492,806,806.0,VAV3,0.06670899333440096
1502.0,3.0,13.31268973640522,1505.0,0.0,0.0,BT-549,3.555555555555556,890,1502,565,565.0,PFN1,4.388601997085001
1502.0,3.0,13.31268973640522,1505.0,0.0,0.0,BT-549,3.555555555555556,890,1502,568,568.0,PFN4,4.462066090739631
1502.0,3.0,13.31268973640522,1505.0,0.0,0.0,BT-549,3.555555555555556,890,1502,566,566.0,PFN2,4.462021648580589
1502.0,3.0,13.31268973640522,1490.0,0.0,0.0,BT-549,3.333333333333333,2219,1502,568,568.0,PFN4,4.462066090739631
1502.0,3.0,13.31268973640522,1490.0,0.0,0.0,BT-549,3.333333333333333,2219,1502,565,565.0,PFN1,4.388601997085001
1502.0,3.0,13.31268973640522,1490.0,0.0,0.0,BT-549,3.333333333333333,2219,1502,566,566.0,PFN2,4.462021648580589
1501.0,2.0,2.6393817418184184,1503.0,1.0,4.435227895905457,BT-549,2.2222222222222223,450,1501,118,118.0,CNTFR,2.6393817418184184
1501.0,2.0,2.6393817418184184,1503.0,1.0,4.435227895905457,BT-549,2.2222222222222223,450,1501,821,821.0,WNT3,0.0
1502.0,3.0,13.31268973640522,1491.0,0.0,0.0,BT-549,1.8888888888888888,1672,1502,565,565.0,PFN1,4.388601997085001
1502.0,3.0,13.31268973640522,1491.0,0.0,0.0,BT-549,1.8888888888888888,1672,1502,568,568.0,PFN4,4.462066090739631
1502.0,3.0,13.31268973640522,1491.0,0.0,0.0,BT-549,1.8888888888888888,1672,1502,566,566.0,PFN2,4.462021648580589
1495.0,1.0,20.751944544728392,1505.0,0.0,0.0,BT-549,1.6666666666666667,1361,1495,401,401.0,ITGB1,20.751944544728392
1503.0,1.0,4.435227895905457,1491.0,0.0,0.0,BT-549,1.5555555555555556,2379,1503,429,429.0,LAMB3,4.435227895905457
1503.0,1.0,4.435227895905457,1491.0,0.0,0.0,BT-549,1.5555555555555556,2379,1503,858,,,
1504.0,1.0,4.556238739194269,1503.0,1.0,4.435227895905457,BT-549,1.4444444444444444,2723,1504,1106,,,
1504.0,1.0,4.556238739194269,1503.0,1.0,4.435227895905457,BT-549,1.4444444444444444,2723,1504,885,,,
1504.0,1.0,4.556238739194269,1503.0,1.0,4.435227895905457,BT-549,1.4444444444444444,2723,1504,1399,,,
1504.0,1.0,4.556238739194269,1503.0,1.0,4.435227895905457,BT-549,1.4444444444444444,2723,1504,439,439.0,LEPR,4.556238739194269
1501.0,2.0,2.6393817418184184,1491.0,0.0,0.0,BT-549,1.3333333333333333,1885,1501,118,118.0,CNTFR,2.6393817418184184
1501.0,2.0,2.6393817418184184,1491.0,0.0,0.0,BT-549,1.3333333333333333,1885,1501,821,821.0,WNT3,0.0
1494.0,0.0,0.0,1502.0,3.0,13.31268973640522,BT-549,1.0,1141,1494,858,,,
1492.0,10.0,13.169110162801521,1503.0,1.0,4.435227895905457,BT-549,1.0,725,1492,442,442.0,LIF,0.0
1492.0,10.0,13.169110162801521,1503.0,1.0,4.435227895905457,BT-549,1.0,725,1492,1325,,,
1492.0,10.0,13.169110162801521,1503.0,1.0,4.435227895905457,BT-549,1.0,725,1492,1314,,,
1492.0,10.0,13.169110162801521,1503.0,1.0,4.435227895905457,BT-549,1.0,725,1492,774,774.0,TEK,0.0
1492.0,10.0,13.169110162801521,1503.0,1.0,4.435227895905457,BT-549,1.0,725,1492,737,737.0,SOCS2,4.542059349975917
1492.0,10.0,13.169110162801521,1503.0,1.0,4.435227895905457,BT-549,1.0,725,1492,707,707.0,RPS6KA2,2.919355396609585
1492.0,10.0,13.169110162801521,1503.0,1.0,4.435227895905457,BT-549,1.0,725,1492,599,599.0,PLCD1,1.6934432206101475
1492.0,10.0,13.169110162801521,1503.0,1.0,4.435227895905457,BT-549,1.0,725,1492,468,468.0,MAP3K8,0.0
1492.0,10.0,13.169110162801521,1503.0,1.0,4.435227895905457,BT-549,1.0,725,1492,394,394.0,ITGA3,3.9475432022714703
1492.0,10.0,13.169110162801521,1503.0,1.0,4.435227895905457,BT-549,1.0,725,1492,2,2.0,ABL2,0.0
1492.0,10.0,13.169110162801521,1503.0,1.0,4.435227895905457,BT-549,1.0,725,1492,1,1.0,ABL1,0.0
1493.0,2.0,2.6393817418184184,1503.0,1.0,4.435227895905457,BT-549,1.0,2022,1493,821,821.0,WNT3,0.0
1494.0,0.0,0.0,1503.0,1.0,4.435227895905457,BT-549,1.0,42,1494,858,,,
1493.0,2.0,2.6393817418184184,1503.0,1.0,4.435227895905457,BT-549,1.0,2022,1493,118,118.0,CNTFR,2.6393817418184184
1492.0,10.0,13.169110162801521,1503.0,1.0,4.435227895905457,BT-549,1.0,725,1492,806,806.0,VAV3,0.06670899333440096
1493.0,2.0,2.6393817418184184,1491.0,0.0,0.0,BT-549,0.8888888888888888,168,1493,118,118.0,CNTFR,2.6393817418184184
1493.0,2.0,2.6393817418184184,1491.0,0.0,0.0,BT-549,0.8888888888888888,168,1493,821,821.0,WNT3,0.0
1502.0,3.0,13.31268973640522,1501.0,2.0,2.6393817418184184,BT-549,0.5555555555555556,2010,1502,568,568.0,PFN4,4.462066090739631
1492.0,10.0,13.169110162801521,1491.0,0.0,0.0,BT-549,0.5555555555555556,496,1492,1325,,,
1492.0,10.0,13.169110162801521,1491.0,0.0,0.0,BT-549,0.5555555555555556,496,1492,599,599.0,PLCD1,1.6934432206101475
1492.0,10.0,13.169110162801521,1491.0,0.0,0.0,BT-549,0.5555555555555556,496,1492,468,468.0,MAP3K8,0.0
1493.0,2.0,2.6393817418184184,1495.0,1.0,20.751944544728392,BT-549,0.5555555555555556,1452,1493,118,118.0,CNTFR,2.6393817418184184
1493.0,2.0,2.6393817418184184,1495.0,1.0,20.751944544728392,BT-549,0.5555555555555556,1452,1493,821,821.0,WNT3,0.0
1492.0,10.0,13.169110162801521,1491.0,0.0,0.0,BT-549,0.5555555555555556,496,1492,1,1.0,ABL1,0.0
1492.0,10.0,13.169110162801521,1491.0,0.0,0.0,BT-549,0.5555555555555556,496,1492,2,2.0,ABL2,0.0
1492.0,10.0,13.169110162801521,1491.0,0.0,0.0,BT-549,0.5555555555555556,496,1492,394,394.0,ITGA3,3.9475432022714703
1492.0,10.0,13.169110162801521,1491.0,0.0,0.0,BT-549,0.5555555555555556,496,1492,442,442.0,LIF,0.0
1502.0,3.0,13.31268973640522,1501.0,2.0,2.6393817418184184,BT-549,0.5555555555555556,2010,1502,566,566.0,PFN2,4.462021648580589
1492.0,10.0,13.169110162801521,1491.0,0.0,0.0,BT-549,0.5555555555555556,496,1492,707,707.0,RPS6KA2,2.919355396609585
1492.0,10.0,13.169110162801521,1491.0,0.0,0.0,BT-549,0.5555555555555556,496,1492,737,737.0,SOCS2,4.542059349975917
1492.0,10.0,13.169110162801521,1491.0,0.0,0.0,BT-549,0.5555555555555556,496,1492,774,774.0,TEK,0.0
1492.0,10.0,13.169110162801521,1491.0,0.0,0.0,BT-549,0.5555555555555556,496,1492,806,806.0,VAV3,0.06670899333440096
1492.0,10.0,13.169110162801521,1491.0,0.0,0.0,BT-549,0.5555555555555556,496,1492,1314,,,
