SpNotation,SignalingPath,Attention,cell_line_name,cell_line_num,sum_rank
sp28,PI3K-Akt signaling pathway,261.0000100850151,IGROV1,13,1
sp22,MAPK signaling pathway,220.000009238868,IGROV1,13,2
sp34,Ras signaling pathway,171.00000604552187,IGROV1,13,3
sp33,Rap1 signaling pathway,170.00000531758087,IGROV1,13,4
sp45,cAMP signaling pathway,162.00001023053986,IGROV1,13,5
sp7,Calcium signaling pathway,135.00000238247193,IGROV1,13,6
sp44,Wnt signaling pathway,133.00000326840987,IGROV1,13,7
sp17,Hippo signaling pathway,131.0000051051741,IGROV1,13,8
sp47,mTOR signaling pathway,127.00000461012105,IGROV1,13,9
sp8,Chemokine signaling pathway,124.00000342291588,IGROV1,13,10
sp27,Oxytocin signaling pathway,117.00000578448834,IGROV1,13,11
sp46,cGMP-PKG signaling pathway,109.00000328226794,IGROV1,13,12
sp35,Relaxin signaling pathway,102.00000267891994,IGROV1,13,13
sp20,Insulin signaling pathway,101.00000293554405,IGROV1,13,14
sp25,Neurotrophin signaling pathway,100.00000476265593,IGROV1,13,15
sp41,Thyroid hormone signaling pathway,96.00000303627803,IGROV1,13,16
sp4,Apelin signaling pathway,96.00000244646193,IGROV1,13,17
sp12,FoxO signaling pathway,96.00000197443993,IGROV1,13,18
sp21,JAK-STAT signaling pathway,94.0000020030999,IGROV1,13,19
sp36,Signaling pathways regulating pluripotency of stem cells,91.00000318997996,IGROV1,13,20
sp10,Estrogen signaling pathway,89.00000298465915,IGROV1,13,21
sp30,Phospholipase D signaling pathway,86.00000279869997,IGROV1,13,22
sp24,NOD-like receptor signaling pathway,85.00000264474586,IGROV1,13,23
sp15,HIF-1 signaling pathway,81.00000222411188,IGROV1,13,24
sp37,Sphingolipid signaling pathway,77.00000279131997,IGROV1,13,25
sp2,AMPK signaling pathway,75.00000267416912,IGROV1,13,26
sp39,TGF-beta signaling pathway,73.00000272391996,IGROV1,13,27
sp38,T cell receptor signaling pathway,73.00000237269998,IGROV1,13,28
sp6,C-type lectin receptor signaling pathway,72.00000205241997,IGROV1,13,29
sp13,Glucagon signaling pathway,69.00000115272776,IGROV1,13,30
sp14,GnRH signaling pathway,68.00000242061998,IGROV1,13,31
sp48,p53 signaling pathway,65.00000226259995,IGROV1,13,32
sp9,ErbB signaling pathway,64.00000154579998,IGROV1,13,33
sp1,AGE-RAGE signaling pathway in diabetic complications,62.00000209515997,IGROV1,13,34
sp23,NF-kappa B signaling pathway,59.000002518859965,IGROV1,13,35
sp40,TNF signaling pathway,59.00000159191998,IGROV1,13,36
sp42,Toll-like receptor signaling pathway,57.000001851739974,IGROV1,13,37
sp31,Prolactin signaling pathway,57.00000118259997,IGROV1,13,38
sp19,IL-17 signaling pathway,56.00000167759996,IGROV1,13,39
sp5,B cell receptor signaling pathway,52.00000181039999,IGROV1,13,40
sp26,Notch signaling pathway,50.000001718359954,IGROV1,13,41
sp43,VEGF signaling pathway,49.000002370319976,IGROV1,13,42
sp16,Hedgehog signaling pathway,48.000002633419975,IGROV1,13,43
sp29,PPAR signaling pathway,44.00000234532997,IGROV1,13,44
sp3,Adipocytokine signaling pathway,44.00000147751998,IGROV1,13,45
sp11,Fc epsilon RI signaling pathway,42.00000136435999,IGROV1,13,46
sp32,RIG-I-like receptor signaling pathway,40.00000104779999,IGROV1,13,47
sp18,Hippo signaling pathway - multiple species,26.00000071179999,IGROV1,13,48
