SpNotation,SignalingPath,Attention,cell_line_name,cell_line_num,mean_rank
sp5,B cell receptor signaling pathway,0.13007981136535945,A498,1,1
sp14,GnRH signaling pathway,0.06814352506831532,A498,1,2
sp32,RIG-I-like receptor signaling pathway,0.06425972475999998,A498,1,3
sp24,NOD-like receptor signaling pathway,0.059796530508304135,A498,1,4
sp18,Hippo signaling pathway - multiple species,0.05710957084367087,A498,1,5
sp11,Fc epsilon RI signaling pathway,0.05682223368889203,A498,1,6
sp9,ErbB signaling pathway,0.05432447944110274,A498,1,7
sp38,T cell receptor signaling pathway,0.05327657185956272,A498,1,8
sp40,TNF signaling pathway,0.04652479013936659,A498,1,9
sp31,Prolactin signaling pathway,0.04491465122966425,A498,1,10
sp37,Sphingolipid signaling pathway,0.04323502189789315,A498,1,11
sp36,Signaling pathways regulating pluripotency of stem cells,0.04172156189683221,A498,1,12
sp42,Toll-like receptor signaling pathway,0.04124314441027776,A498,1,13
sp6,C-type lectin receptor signaling pathway,0.040387142839961324,A498,1,14
sp30,Phospholipase D signaling pathway,0.040183634056137243,A498,1,15
sp16,Hedgehog signaling pathway,0.03735935885873683,A498,1,16
sp20,Insulin signaling pathway,0.03715456167598977,A498,1,17
sp3,Adipocytokine signaling pathway,0.03680511931848597,A498,1,18
sp43,VEGF signaling pathway,0.03583672400400303,A498,1,19
sp7,Calcium signaling pathway,0.02999646095461578,A498,1,20
sp39,TGF-beta signaling pathway,0.028551694301997953,A498,1,21
sp1,AGE-RAGE signaling pathway in diabetic complications,0.02836625933186777,A498,1,22
sp10,Estrogen signaling pathway,0.02797252732313638,A498,1,23
sp35,Relaxin signaling pathway,0.027113608008557572,A498,1,24
sp27,Oxytocin signaling pathway,0.026946108436315928,A498,1,25
sp23,NF-kappa B signaling pathway,0.026891988847846392,A498,1,26
sp13,Glucagon signaling pathway,0.02586206971425572,A498,1,27
sp46,cGMP-PKG signaling pathway,0.02562896623123358,A498,1,28
sp47,mTOR signaling pathway,0.024535722681296678,A498,1,29
sp2,AMPK signaling pathway,0.024414320071209864,A498,1,30
sp25,Neurotrophin signaling pathway,0.024382626541464544,A498,1,31
sp29,PPAR signaling pathway,0.023255814861113357,A498,1,32
sp15,HIF-1 signaling pathway,0.023169337037035,A498,1,33
sp19,IL-17 signaling pathway,0.02070950352556749,A498,1,34
sp4,Apelin signaling pathway,0.020197052121838574,A498,1,35
sp26,Notch signaling pathway,0.020121661648444433,A498,1,36
sp41,Thyroid hormone signaling pathway,0.01935483930404055,A498,1,37
sp33,Rap1 signaling pathway,0.019079411678749138,A498,1,38
sp34,Ras signaling pathway,0.018818200202420313,A498,1,39
sp48,p53 signaling pathway,0.018413598127157087,A498,1,40
sp12,FoxO signaling pathway,0.018407249906801162,A498,1,41
sp22,MAPK signaling pathway,0.017949308964128368,A498,1,42
sp17,Hippo signaling pathway,0.016532020975823934,A498,1,43
sp21,JAK-STAT signaling pathway,0.01642659903209173,A498,1,44
sp44,Wnt signaling pathway,0.016254410958919024,A498,1,45
sp45,cAMP signaling pathway,0.016193429826497914,A498,1,46
sp28,PI3K-Akt signaling pathway,0.015551994037923943,A498,1,47
sp8,Chemokine signaling pathway,0.015482671992633493,A498,1,48
sp5,B cell receptor signaling pathway,0.1320147202734177,A549/ATCC,2,1
sp24,NOD-like receptor signaling pathway,0.08186425311008658,A549/ATCC,2,2
sp32,RIG-I-like receptor signaling pathway,0.06741383871930379,A549/ATCC,2,3
sp14,GnRH signaling pathway,0.06601941877897086,A549/ATCC,2,4
sp11,Fc epsilon RI signaling pathway,0.056756758383081064,A549/ATCC,2,5
sp38,T cell receptor signaling pathway,0.05433597776342695,A549/ATCC,2,6
sp18,Hippo signaling pathway - multiple species,0.05255422690172412,A549/ATCC,2,7
sp9,ErbB signaling pathway,0.04795688390346772,A549/ATCC,2,8
sp40,TNF signaling pathway,0.04664046908944989,A549/ATCC,2,9
sp37,Sphingolipid signaling pathway,0.043568376881041405,A549/ATCC,2,10
