DrugA_idx,DrugA_target_num,DrugA_target_att_sum,DrugB_idx,DrugB_target_num,DrugB_target_att_sum,Cell_idx,Score
Fulvestrant,1.0,1.20333873153554,Everolimus,1.0,4.12535778523943,SK-MEL-28,19.55555555555556
Docetaxel,2.0,2.28380229856188,Fulvestrant,1.0,1.20333873153554,SK-MEL-28,14.88888888888889
Docetaxel,2.0,2.28380229856188,Celecoxib,2.0,4.17503027482731,SK-MEL-28,14.22222222222222
Mitotane,2.0,1.3647891799555398,Everolimus,1.0,4.12535778523943,SK-MEL-28,14.11111111111111
Docetaxel,2.0,2.28380229856188,Tretinoin,4.0,5.742170992154,SK-MEL-28,13.666666666666666
Paclitaxel,2.0,2.28380229856188,Sirolimus,2.0,7.73074312559943,SK-MEL-28,4.666666666666667
Romidepsin,3.0,4.078474144537143,Docetaxel,2.0,2.28380229856188,SK-MEL-28,4.444444444444445
Fulvestrant,1.0,1.20333873153554,Cladribine,2.0,0.03221373548,SK-MEL-28,4.444444444444445
Romidepsin,3.0,4.078474144537143,Cladribine,2.0,0.03221373548,SK-MEL-28,4.333333333333333
Romidepsin,3.0,4.078474144537143,Sirolimus,2.0,7.73074312559943,SK-MEL-28,4.222222222222222
Fulvestrant,1.0,1.20333873153554,Romidepsin,3.0,4.078474144537143,SK-MEL-28,4.222222222222222
Dasatinib,12.0,24.148922843226607,Paclitaxel,2.0,2.28380229856188,SK-MEL-28,4.0
Megestrol acetate,1.0,0.16145044842,Gefitinib,1.0,10.1041208680858,SK-MEL-28,3.7777777777777777
Fulvestrant,1.0,1.20333873153554,Dasatinib,12.0,24.148922843226607,SK-MEL-28,3.6666666666666665
Mitotane,2.0,1.3647891799555398,Docetaxel,2.0,2.28380229856188,SK-MEL-28,3.2222222222222223
Mitotane,2.0,1.3647891799555398,Tretinoin,4.0,5.742170992154,SK-MEL-28,3.0
Paclitaxel,2.0,2.28380229856188,Celecoxib,2.0,4.17503027482731,SK-MEL-28,2.4444444444444446
Paclitaxel,2.0,2.28380229856188,Tretinoin,4.0,5.742170992154,SK-MEL-28,2.4444444444444446
Fulvestrant,1.0,1.20333873153554,Vorinostat,3.0,4.072458358603476,SK-MEL-28,2.333333333333333
Romidepsin,3.0,4.078474144537143,Paclitaxel,2.0,2.28380229856188,SK-MEL-28,1.4444444444444444
Fulvestrant,1.0,1.20333873153554,Paclitaxel,2.0,2.28380229856188,SK-MEL-28,1.4444444444444444
Vorinostat,3.0,4.072458358603476,Romidepsin,3.0,4.078474144537143,SK-MEL-28,1.2222222222222223
Thalidomide,4.0,17.02566137705482,Mitotane,2.0,1.3647891799555398,SK-MEL-28,0.8888888888888888
Dasatinib,12.0,24.148922843226607,Sirolimus,2.0,7.73074312559943,SK-MEL-28,0.3333333333333333
Thalidomide,4.0,17.02566137705482,Paclitaxel,2.0,2.28380229856188,SK-MEL-28,0.3333333333333333
Docetaxel,2.0,2.28380229856188,Paclitaxel,2.0,2.28380229856188,SK-MEL-28,0.3333333333333333
Fulvestrant,1.0,1.20333873153554,Nilotinib,2.0,6.426444425312,SK-MEL-28,0.2222222222222222
Thalidomide,4.0,17.02566137705482,Docetaxel,2.0,2.28380229856188,SK-MEL-28,0.0
Fulvestrant,1.0,1.20333873153554,Tretinoin,4.0,5.742170992154,SK-MEL-28,-0.4444444444444444
Dasatinib,12.0,24.148922843226607,Docetaxel,2.0,2.28380229856188,SK-MEL-28,-0.4444444444444444
