DrugA_idx,DrugA_target_num,DrugA_target_idfatt_sum,DrugB_idx,DrugB_target_num,DrugB_target_idfatt_sum,Cell_idx,Score,index1,Drug,Target,node_num,node_name,att_deg
1501.0,2.0,0.0,1500.0,2.0,6.832129151931849,OVCAR-3,29.666666666666668,1917,1500,707,707.0,RPS6KA2,6.832129151931849
1501.0,2.0,0.0,1500.0,2.0,6.832129151931849,OVCAR-3,29.666666666666668,1917,1500,1,1.0,ABL1,0.0
1501.0,2.0,0.0,1490.0,0.0,0.0,OVCAR-3,26.11111111111111,2113,1490,1106,,,
1501.0,2.0,0.0,1490.0,0.0,0.0,OVCAR-3,26.11111111111111,2113,1490,965,,,
1501.0,2.0,0.0,1505.0,0.0,0.0,OVCAR-3,25.55555555555556,680,1505,1216,,,
1501.0,2.0,0.0,1505.0,0.0,0.0,OVCAR-3,25.55555555555556,680,1505,1145,,,
1501.0,2.0,0.0,1505.0,0.0,0.0,OVCAR-3,25.55555555555556,680,1505,1218,,,
1501.0,2.0,0.0,1505.0,0.0,0.0,OVCAR-3,25.55555555555556,680,1505,1217,,,
1493.0,2.0,0.0,1500.0,2.0,6.832129151931849,OVCAR-3,21.55555555555556,1116,1500,1,1.0,ABL1,0.0
1493.0,2.0,0.0,1500.0,2.0,6.832129151931849,OVCAR-3,21.55555555555556,1116,1500,707,707.0,RPS6KA2,6.832129151931849
1493.0,2.0,0.0,1490.0,0.0,0.0,OVCAR-3,19.444444444444443,174,1490,1106,,,
1493.0,2.0,0.0,1490.0,0.0,0.0,OVCAR-3,19.444444444444443,174,1490,965,,,
1493.0,2.0,0.0,1495.0,1.0,16.84123279106965,OVCAR-3,16.88888888888889,1136,1495,401,401.0,ITGB1,16.84123279106965
1493.0,2.0,0.0,1505.0,0.0,0.0,OVCAR-3,16.555555555555557,2674,1505,1145,,,
1493.0,2.0,0.0,1505.0,0.0,0.0,OVCAR-3,16.555555555555557,2674,1505,1216,,,
1493.0,2.0,0.0,1505.0,0.0,0.0,OVCAR-3,16.555555555555557,2674,1505,1217,,,
1493.0,2.0,0.0,1505.0,0.0,0.0,OVCAR-3,16.555555555555557,2674,1505,1218,,,
1504.0,1.0,0.0,1501.0,2.0,0.0,OVCAR-3,16.444444444444443,873,1501,821,821.0,WNT3,0.0
1504.0,1.0,0.0,1501.0,2.0,0.0,OVCAR-3,16.444444444444443,873,1501,118,118.0,CNTFR,0.0
1495.0,1.0,16.84123279106965,1494.0,0.0,0.0,OVCAR-3,13.88888888888889,1724,1494,858,,,
1492.0,10.0,12.67697135649881,1501.0,2.0,0.0,OVCAR-3,13.666666666666666,50,1501,821,821.0,WNT3,0.0
1492.0,10.0,12.67697135649881,1501.0,2.0,0.0,OVCAR-3,13.666666666666666,50,1501,118,118.0,CNTFR,0.0
1501.0,2.0,0.0,1503.0,1.0,3.4565466809535628,OVCAR-3,13.333333333333334,1257,1503,858,,,
1501.0,2.0,0.0,1503.0,1.0,3.4565466809535628,OVCAR-3,13.333333333333334,1257,1503,429,429.0,LAMB3,3.4565466809535628
1499.0,1.0,16.84123279106965,1493.0,2.0,0.0,OVCAR-3,11.333333333333334,2629,1493,118,118.0,CNTFR,0.0
1499.0,1.0,16.84123279106965,1493.0,2.0,0.0,OVCAR-3,11.333333333333334,2629,1493,821,821.0,WNT3,0.0
1505.0,0.0,0.0,1491.0,0.0,0.0,OVCAR-3,10.444444444444445,841,1491,1209,,,
1505.0,0.0,0.0,1491.0,0.0,0.0,OVCAR-3,10.444444444444445,841,1491,1208,,,
1494.0,0.0,0.0,1503.0,1.0,3.4565466809535628,OVCAR-3,9.555555555555555,1502,1503,429,429.0,LAMB3,3.4565466809535628
1494.0,0.0,0.0,1503.0,1.0,3.4565466809535628,OVCAR-3,9.555555555555555,1502,1503,858,,,
1495.0,1.0,16.84123279106965,1502.0,3.0,12.400071573344423,OVCAR-3,9.555555555555555,2212,1502,565,565.0,PFN1,3.8337051807972027
1495.0,1.0,16.84123279106965,1502.0,3.0,12.400071573344423,OVCAR-3,9.555555555555555,2212,1502,566,566.0,PFN2,4.12887955992757
1495.0,1.0,16.84123279106965,1502.0,3.0,12.400071573344423,OVCAR-3,9.555555555555555,2212,1502,568,568.0,PFN4,4.437486832619652
1492.0,10.0,12.67697135649881,1490.0,0.0,0.0,OVCAR-3,9.444444444444445,477,1490,1106,,,
1492.0,10.0,12.67697135649881,1490.0,0.0,0.0,OVCAR-3,9.444444444444445,477,1490,965,,,
1491.0,0.0,0.0,1490.0,0.0,0.0,OVCAR-3,8.555555555555555,661,1490,1106,,,
1491.0,0.0,0.0,1490.0,0.0,0.0,OVCAR-3,8.555555555555555,661,1490,965,,,
1493.0,2.0,0.0,1503.0,1.0,3.4565466809535628,OVCAR-3,7.666666666666667,2352,1503,858,,,
1493.0,2.0,0.0,1503.0,1.0,3.4565466809535628,OVCAR-3,7.666666666666667,2352,1503,429,429.0,LAMB3,3.4565466809535628
1492.0,10.0,12.67697135649881,1506.0,3.0,12.400075037021729,OVCAR-3,6.777777777777778,2357,1506,565,565.0,PFN1,3.8337051807972027
1492.0,10.0,12.67697135649881,1506.0,3.0,12.400075037021729,OVCAR-3,6.777777777777778,2357,1506,566,566.0,PFN2,4.12887955992757
1492.0,10.0,12.67697135649881,1506.0,3.0,12.400075037021729,OVCAR-3,6.777777777777778,2357,1506,567,567.0,PFN3,4.437490296296956
1499.0,1.0,16.84123279106965,1494.0,0.0,0.0,OVCAR-3,6.0,376,1494,858,,,
1495.0,1.0,16.84123279106965,1492.0,10.0,12.67697135649881,OVCAR-3,5.666666666666667,252,1492,737,737.0,SOCS2,0.0
1495.0,1.0,16.84123279106965,1492.0,10.0,12.67697135649881,OVCAR-3,5.666666666666667,252,1492,774,774.0,TEK,0.0
1495.0,1.0,16.84123279106965,1492.0,10.0,12.67697135649881,OVCAR-3,5.666666666666667,252,1492,707,707.0,RPS6KA2,6.832129151931849
1495.0,1.0,16.84123279106965,1492.0,10.0,12.67697135649881,OVCAR-3,5.666666666666667,252,1492,806,806.0,VAV3,0.05764387280308892
1495.0,1.0,16.84123279106965,1492.0,10.0,12.67697135649881,OVCAR-3,5.666666666666667,252,1492,1314,,,
1495.0,1.0,16.84123279106965,1492.0,10.0,12.67697135649881,OVCAR-3,5.666666666666667,252,1492,1325,,,
1495.0,1.0,16.84123279106965,1492.0,10.0,12.67697135649881,OVCAR-3,5.666666666666667,252,1492,468,468.0,MAP3K8,0.0
1495.0,1.0,16.84123279106965,1492.0,10.0,12.67697135649881,OVCAR-3,5.666666666666667,252,1492,599,599.0,PLCD1,2.424630536228658
