DrugA_idx,DrugA_target_num,DrugA_target_att_sum,DrugB_idx,DrugB_target_num,DrugB_target_att_sum,Cell_idx,Score,index1,Drug,Target,node_num,node_name,node_type,att_deg
1495.0,0.0,0.0,1494.0,0.0,0.0,MCF7,10.0,86,1495,401,,,,
1503.0,0.0,0.0,1490.0,2.0,0.561725348,MCF7,5.777777777777778,53,1503,429,,,,
1503.0,0.0,0.0,1490.0,2.0,0.561725348,MCF7,5.777777777777778,53,1503,858,,,,
1495.0,0.0,0.0,1490.0,2.0,0.561725348,MCF7,5.666666666666667,1985,1495,401,,,,
1495.0,0.0,0.0,1505.0,0.0,0.0,MCF7,4.666666666666667,1483,1495,401,,,,
1503.0,0.0,0.0,1505.0,0.0,0.0,MCF7,3.555555555555556,77,1503,429,,,,
1503.0,0.0,0.0,1505.0,0.0,0.0,MCF7,3.555555555555556,77,1503,858,,,,
1495.0,0.0,0.0,1502.0,0.0,0.0,MCF7,2.555555555555556,1708,1495,401,,,,
1494.0,0.0,0.0,1493.0,1.0,0.42375877,MCF7,2.2222222222222223,1078,1494,858,,,,
1494.0,0.0,0.0,1503.0,0.0,0.0,MCF7,2.0,2538,1494,858,,,,
1492.0,5.0,5.7637197,1503.0,0.0,0.0,MCF7,1.6666666666666667,1720,1492,1325,1325.0,STAT5B,gene,1.276995364
1492.0,5.0,5.7637197,1503.0,0.0,0.0,MCF7,1.6666666666666667,1720,1492,1,,,,
1492.0,5.0,5.7637197,1503.0,0.0,0.0,MCF7,1.6666666666666667,1720,1492,2,,,,
1492.0,5.0,5.7637197,1503.0,0.0,0.0,MCF7,1.6666666666666667,1720,1492,394,394.0,EPHA2,gene,0.670911578
1492.0,5.0,5.7637197,1503.0,0.0,0.0,MCF7,1.6666666666666667,1720,1492,442,,,,
1492.0,5.0,5.7637197,1503.0,0.0,0.0,MCF7,1.6666666666666667,1720,1492,468,,,,
1492.0,5.0,5.7637197,1503.0,0.0,0.0,MCF7,1.6666666666666667,1720,1492,806,806.0,MAPK14,gene,1.744276352
1492.0,5.0,5.7637197,1503.0,0.0,0.0,MCF7,1.6666666666666667,1720,1492,599,599.0,HSPA8,gene,0.979157784
1492.0,5.0,5.7637197,1503.0,0.0,0.0,MCF7,1.6666666666666667,1720,1492,707,707.0,KIT,gene,1.092378622
1492.0,5.0,5.7637197,1503.0,0.0,0.0,MCF7,1.6666666666666667,1720,1492,774,,,,
1492.0,5.0,5.7637197,1503.0,0.0,0.0,MCF7,1.6666666666666667,1720,1492,1314,,,,
1492.0,5.0,5.7637197,1503.0,0.0,0.0,MCF7,1.6666666666666667,1720,1492,737,,,,
1494.0,0.0,0.0,1505.0,0.0,0.0,MCF7,1.4444444444444444,2392,1494,858,,,,
1494.0,0.0,0.0,1490.0,2.0,0.561725348,MCF7,1.2222222222222223,1778,1494,858,,,,
1504.0,4.0,2.477148646,1503.0,0.0,0.0,MCF7,0.1111111111111111,1723,1504,1399,1399.0,TNF,gene,1.0375329
1504.0,4.0,2.477148646,1503.0,0.0,0.0,MCF7,0.1111111111111111,1723,1504,1106,1106.0,PTGS2,gene,0.34252244
1504.0,4.0,2.477148646,1503.0,0.0,0.0,MCF7,0.1111111111111111,1723,1504,885,885.0,NFKB1,gene,0.421579982
1504.0,4.0,2.477148646,1503.0,0.0,0.0,MCF7,0.1111111111111111,1723,1504,439,439.0,FGFR2,gene,0.675513324
1494.0,0.0,0.0,1501.0,1.0,0.42375877,MCF7,0.1111111111111111,846,1494,858,,,,
1494.0,0.0,0.0,1500.0,1.0,1.092378622,MCF7,0.0,2593,1494,858,,,,
1505.0,0.0,0.0,1491.0,0.0,0.0,MCF7,0.0,1799,1505,1145,,,,
1505.0,0.0,0.0,1491.0,0.0,0.0,MCF7,0.0,1799,1505,1216,,,,
1505.0,0.0,0.0,1491.0,0.0,0.0,MCF7,0.0,1799,1505,1217,,,,
1505.0,0.0,0.0,1491.0,0.0,0.0,MCF7,0.0,1799,1505,1218,,,,
1500.0,1.0,1.092378622,1491.0,0.0,0.0,MCF7,-0.3333333333333333,2283,1500,1,,,,
1500.0,1.0,1.092378622,1491.0,0.0,0.0,MCF7,-0.3333333333333333,2283,1500,707,707.0,KIT,gene,1.092378622
1492.0,5.0,5.7637197,1490.0,2.0,0.561725348,MCF7,-0.5555555555555556,2216,1492,1325,1325.0,STAT5B,gene,1.276995364
1492.0,5.0,5.7637197,1490.0,2.0,0.561725348,MCF7,-0.5555555555555556,2216,1492,394,394.0,EPHA2,gene,0.670911578
1492.0,5.0,5.7637197,1490.0,2.0,0.561725348,MCF7,-0.5555555555555556,2216,1492,1,,,,
1492.0,5.0,5.7637197,1490.0,2.0,0.561725348,MCF7,-0.5555555555555556,2216,1492,1314,,,,
1492.0,5.0,5.7637197,1490.0,2.0,0.561725348,MCF7,-0.5555555555555556,2216,1492,806,806.0,MAPK14,gene,1.744276352
1492.0,5.0,5.7637197,1490.0,2.0,0.561725348,MCF7,-0.5555555555555556,2216,1492,774,,,,
1492.0,5.0,5.7637197,1490.0,2.0,0.561725348,MCF7,-0.5555555555555556,2216,1492,737,,,,
1492.0,5.0,5.7637197,1490.0,2.0,0.561725348,MCF7,-0.5555555555555556,2216,1492,707,707.0,KIT,gene,1.092378622
1492.0,5.0,5.7637197,1490.0,2.0,0.561725348,MCF7,-0.5555555555555556,2216,1492,599,599.0,HSPA8,gene,0.979157784
1492.0,5.0,5.7637197,1490.0,2.0,0.561725348,MCF7,-0.5555555555555556,2216,1492,468,,,,
1492.0,5.0,5.7637197,1490.0,2.0,0.561725348,MCF7,-0.5555555555555556,2216,1492,442,,,,
1492.0,5.0,5.7637197,1490.0,2.0,0.561725348,MCF7,-0.5555555555555556,2216,1492,2,,,,
1504.0,4.0,2.477148646,1499.0,0.0,0.0,MCF7,-0.7777777777777778,2716,1504,439,439.0,FGFR2,gene,0.675513324
1504.0,4.0,2.477148646,1499.0,0.0,0.0,MCF7,-0.7777777777777778,2716,1504,885,885.0,NFKB1,gene,0.421579982
1504.0,4.0,2.477148646,1499.0,0.0,0.0,MCF7,-0.7777777777777778,2716,1504,1106,1106.0,PTGS2,gene,0.34252244
1504.0,4.0,2.477148646,1499.0,0.0,0.0,MCF7,-0.7777777777777778,2716,1504,1399,1399.0,TNF,gene,1.0375329
1494.0,0.0,0.0,1491.0,0.0,0.0,MCF7,-0.8888888888888888,1178,1494,858,,,,
1504.0,4.0,2.477148646,1505.0,0.0,0.0,MCF7,-1.0,1200,1504,885,885.0,NFKB1,gene,0.421579982
1504.0,4.0,2.477148646,1505.0,0.0,0.0,MCF7,-1.0,1200,1504,1106,1106.0,PTGS2,gene,0.34252244
