"node_num","node_name","node_type","att_deg"
14,"ACTG1","gene",7.445682454
16,"ACVR1B","gene",0.212134254
17,"ACVR1C","gene",0.218280914
18,"ACVR2A","gene",0.21580717
19,"ACVR2B","gene",0.20919126
21,"ADCY1","gene",2.487224698
22,"ADCY2","gene",2.7514673
23,"ADCY3","gene",2.374714306
24,"ADCY4","gene",2.219169726
25,"ADCY5","gene",2.21650926
26,"ADCY6","gene",2.09835187
27,"ADCY7","gene",2.183765338
28,"ADCY8","gene",2.492727416
29,"ADCY9","gene",2.124591668
42,"ADRB1","gene",0.201786782
45,"AGTR1","gene",1.2877504748
49,"AKT1","gene",2.68592683
51,"AKT2","gene",2.574366274
65,"ARAP3","gene",0.420045056
68,"ARHGDIA","gene",0.384561574
69,"ARHGDIB","gene",0.476977152
70,"ARHGDIG","gene",0.48408673
71,"ARHGEF12","gene",0.442887874
76,"ATF4","gene",9.72038754
118,"BCL2","gene",0.255375092
123,"BDKRB2","gene",0.201743588
124,"BDNF","gene",1.44421341
165,"CALM3","gene",17.723543612
167,"CAMK1","gene",0.282247454
168,"CAMK1D","gene",0.28508037
169,"CAMK2A","gene",0.862485452
170,"CAMK2B","gene",0.85624983
171,"CAMK2D","gene",0.831172954
172,"CAMK2G","gene",0.81889027
173,"CAMK4","gene",0.925386712
175,"CAMP","gene",0.438611326
184,"CASR","gene",1.91200039
193,"CCL5","gene",0.885222118
195,"CCNB1","gene",0.548109496
197,"CCND1","gene",3.9384152002
213,"CDC37","gene",0.460068244
214,"CDC42","gene",4.735599846
218,"CDK4","gene",0.218777626
228,"CHAD","gene",0.52192698
233,"CHRM1","gene",0.415334986
235,"CHUK","gene",0.4176431
239,"CNR1","gene",0.382122564
241,"COL1A1","gene",0.666752646
242,"COL1A2","gene",0.736356726
243,"COL2A1","gene",0.521902018
244,"COL4A1","gene",0.685919412
245,"COL4A2","gene",0.635958188
246,"COL4A3","gene",0.490270766
247,"COL4A4","gene",0.515917468
248,"COL6A2","gene",0.448786974
249,"COL6A3","gene",0.52187732
250,"COL9A1","gene",0.521911754
251,"COL9A2","gene",0.521794718
252,"COL9A3","gene",0.521884726
253,"COMP","gene",0.521908854
270,"CSF3","gene",0.441775994
292,"CXCL1","gene",1.309978053
296,"CXCL2","gene",0.645016828
297,"CXCL3","gene",0.880034704
308,"DAAM1","gene",0.457596406
309,"DAAM2","gene",0.430596912
337,"DRD2","gene",0.588474152
367,"EFNA1","gene",1.778182274
368,"EFNA2","gene",1.830901924
369,"EFNA3","gene",1.82674169
370,"EFNA4","gene",1.82028681
371,"EFNA5","gene",1.822321038
372,"EGFR","gene",0.201862792
375,"EGR1","gene",1.475562038
382,"EIF4E1B","gene",0.204902146
384,"EIF4EBP1","gene",0.440572702
388,"ENAH","gene",0.533333764
394,"EPHA2","gene",25.810713948
397,"ERBB2","gene",63.715173852
398,"ERBB3","gene",0.533350932
399,"ERBB4","gene",0.533345128
400,"EREG","gene",1.066257294
407,"EVL","gene",0.533333764
410,"F2R","gene",0.356857658
411,"F3","gene",1.008676754
424,"FGF1","gene",2.363720942
425,"FGF10","gene",2.363381672
426,"FGF17","gene",2.364452178
427,"FGF18","gene",2.07048636
428,"FGF19","gene",2.362381156
429,"FGF2","gene",2.06390414
430,"FGF20","gene",2.363942216
431,"FGF22","gene",2.362804462
432,"FGF3","gene",2.36247783
433,"FGF4","gene",2.363459046
434,"FGF5","gene",2.363694344
435,"FGF6","gene",2.361322908
436,"FGF8","gene",2.358117254
437,"FGF9","gene",2.362498154
450,"FLT3LG","gene",1.44907297
452,"FN1","gene",0.406155464
455,"FOS","gene",7.166271684
458,"FOXO1","gene",0.27446724
459,"FOXO3","gene",0.47910609
483,"GABBR1","gene",0.26181419
484,"GABBR2","gene",0.27453753
491,"GCGR","gene",0.470868824
496,"GDNF","gene",0.5332711
502,"GLI1","gene",0.364272226
503,"GLI2","gene",0.364087448
504,"GLI3","gene",0.362028556
506,"GNA11","gene",1.04390294
507,"GNA12","gene",0.882640708
508,"GNA13","gene",0.864605928
511,"GNAI1","gene",0.663862418
512,"GNAI2","gene",2.693124418
513,"GNAI3","gene",0.661452662
515,"GNAO1","gene",0.322621014
516,"GNAQ","gene",1.760699192
517,"GNAS","gene",12.876202158
518,"GNB1","gene",20.621836058
519,"GNB2","gene",0.357033174
520,"GNB3","gene",0.412148828
521,"GNB4","gene",0.399015088
522,"GNB5","gene",0.408677442
523,"GNG10","gene",0.387680834
524,"GNG11","gene",0.3581304
525,"GNG13","gene",0.416487746
526,"GNG4","gene",0.416492796
527,"GNG5","gene",0.355930288
528,"GNG7","gene",0.416004124
529,"GNG8","gene",0.416466566
530,"GNGT2","gene",0.416825394
533,"GRB2","gene",1.629807842
550,"GRM1","gene",0.247365504
588,"HRAS","gene",0.905006746
591,"HSP90AA1","gene",0.825923604
592,"HSP90AB1","gene",3.235079384
593,"HSP90B1","gene",0.413144956
599,"HSPA8","gene",1.012695182
609,"ID1","gene",4.64165173
613,"IFNAR1","gene",1.490817418
614,"IFNAR2","gene",1.454068174
618,"IGF2","gene",1.448804108
621,"IKBKB","gene",0.445732332
626,"IL12A","gene",0.870243338
627,"IL12B","gene",0.87024331
629,"IL13","gene",0.442212258
651,"INS","gene",2.59038348
652,"INSR","gene",0.745401406
662,"IRS1","gene",0.777634928
663,"IRS2","gene",0.24990663
665,"ITGA1","gene",0.521003508
666,"ITGA11","gene",0.52187734
667,"ITGA2","gene",0.52158994
668,"ITGA3","gene",0.40605927
669,"ITGA4","gene",0.521790272
670,"ITGA5","gene",0.507098644
671,"ITGA6","gene",0.43179063
672,"ITGA7","gene",0.52159108
673,"ITGA9","gene",0.521471172
674,"ITGAV","gene",3.40130006
675,"ITGB1","gene",23.298453422
677,"ITGB3","gene",0.50376228
678,"ITGB4","gene",0.42530847
679,"ITGB5","gene",0.435928452
680,"ITGB8","gene",0.517812326
686,"JAK1","gene",2.306556612
690,"JUN","gene",28.208857673
703,"KDR","gene",0.42214402
708,"KITLG","gene",1.828224062
711,"KRAS","gene",0.906476538
722,"LAMA1","gene",0.521877986
723,"LAMA2","gene",0.521896524
724,"LAMA3","gene",0.434558932
725,"LAMA4","gene",0.521877308
726,"LAMA5","gene",0.450227784
727,"LAMB1","gene",0.447923854
728,"LAMB2","gene",0.445329026
