SpNotation,SignalingPath,Attention,cell_line_name,cell_line_num,sum_rank
sp28,PI3K-Akt signaling pathway,80.08797722429202,SK-MEL-2,31,1
sp7,Calcium signaling pathway,52.591132549819974,SK-MEL-2,31,2
sp22,MAPK signaling pathway,48.96381396255305,SK-MEL-2,31,3
sp33,Rap1 signaling pathway,41.197962456289645,SK-MEL-2,31,4
sp34,Ras signaling pathway,38.64450426659997,SK-MEL-2,31,5
sp4,Apelin signaling pathway,28.320375859353984,SK-MEL-2,31,6
sp36,Signaling pathways regulating pluripotency of stem cells,27.30127992185999,SK-MEL-2,31,7
sp47,mTOR signaling pathway,26.739170877758387,SK-MEL-2,31,8
sp35,Relaxin signaling pathway,23.081806735399987,SK-MEL-2,31,9
sp24,NOD-like receptor signaling pathway,22.387596736239466,SK-MEL-2,31,10
sp45,cAMP signaling pathway,22.05375518988198,SK-MEL-2,31,11
sp46,cGMP-PKG signaling pathway,21.633042013099992,SK-MEL-2,31,12
sp30,Phospholipase D signaling pathway,21.196186025559992,SK-MEL-2,31,13
sp14,GnRH signaling pathway,21.129716717359997,SK-MEL-2,31,14
sp17,Hippo signaling pathway,20.932032417015325,SK-MEL-2,31,15
sp20,Insulin signaling pathway,20.92245584255179,SK-MEL-2,31,16
sp44,Wnt signaling pathway,20.65872094215598,SK-MEL-2,31,17
sp5,B cell receptor signaling pathway,19.672784628,SK-MEL-2,31,18
sp10,Estrogen signaling pathway,18.726714890611994,SK-MEL-2,31,19
sp38,T cell receptor signaling pathway,17.712504306599996,SK-MEL-2,31,20
sp27,Oxytocin signaling pathway,17.66308045910858,SK-MEL-2,31,21
sp37,Sphingolipid signaling pathway,17.596130768319995,SK-MEL-2,31,22
sp21,JAK-STAT signaling pathway,17.307673679685976,SK-MEL-2,31,23
sp39,TGF-beta signaling pathway,15.251024821379993,SK-MEL-2,31,24
sp9,ErbB signaling pathway,15.145236047319996,SK-MEL-2,31,25
sp12,FoxO signaling pathway,14.461060618247991,SK-MEL-2,31,26
sp25,Neurotrophin signaling pathway,14.093593932227993,SK-MEL-2,31,27
sp6,C-type lectin receptor signaling pathway,13.986096374639995,SK-MEL-2,31,28
sp8,Chemokine signaling pathway,13.177888025215982,SK-MEL-2,31,29
sp13,Glucagon signaling pathway,13.062671928897993,SK-MEL-2,31,30
sp40,TNF signaling pathway,12.516974713959998,SK-MEL-2,31,31
sp19,IL-17 signaling pathway,12.445473458259993,SK-MEL-2,31,32
sp1,AGE-RAGE signaling pathway in diabetic complications,12.202738984859993,SK-MEL-2,31,33
sp11,Fc epsilon RI signaling pathway,11.824479592799998,SK-MEL-2,31,34
sp15,HIF-1 signaling pathway,11.68002251429021,SK-MEL-2,31,35
sp42,Toll-like receptor signaling pathway,11.566914962419997,SK-MEL-2,31,36
sp2,AMPK signaling pathway,11.17915933376283,SK-MEL-2,31,37
sp23,NF-kappa B signaling pathway,10.872130811999996,SK-MEL-2,31,38
sp31,Prolactin signaling pathway,10.405967827169993,SK-MEL-2,31,39
sp43,VEGF signaling pathway,10.008064119899995,SK-MEL-2,31,40
sp41,Thyroid hormone signaling pathway,9.874942292859098,SK-MEL-2,31,41
sp3,Adipocytokine signaling pathway,8.068146199199997,SK-MEL-2,31,42
sp32,RIG-I-like receptor signaling pathway,7.932073651199999,SK-MEL-2,31,43
sp16,Hedgehog signaling pathway,7.805389656621995,SK-MEL-2,31,44
sp29,PPAR signaling pathway,6.684978803679993,SK-MEL-2,31,45
sp18,Hippo signaling pathway - multiple species,6.398129342799998,SK-MEL-2,31,46
sp26,Notch signaling pathway,5.977923290359996,SK-MEL-2,31,47
sp48,p53 signaling pathway,5.203050922257998,SK-MEL-2,31,48
