DrugA_idx,DrugA_target_num,DrugA_target_idfatt_sum,DrugB_idx,DrugB_target_num,DrugB_target_idfatt_sum,Cell_idx,Score,index1,Drug,Target,node_num,node_name,att_deg
1493.0,2.0,0.0,1505.0,0.0,0.0,HCT-116,21.55555555555556,277,1505,1218,,,
1493.0,2.0,0.0,1505.0,0.0,0.0,HCT-116,21.55555555555556,277,1505,1217,,,
1493.0,2.0,0.0,1505.0,0.0,0.0,HCT-116,21.55555555555556,277,1505,1216,,,
1493.0,2.0,0.0,1505.0,0.0,0.0,HCT-116,21.55555555555556,277,1505,1145,,,
1501.0,2.0,0.0,1490.0,0.0,0.0,HCT-116,13.444444444444445,1575,1490,1106,,,
1501.0,2.0,0.0,1490.0,0.0,0.0,HCT-116,13.444444444444445,1575,1490,965,,,
1501.0,2.0,0.0,1505.0,0.0,0.0,HCT-116,12.666666666666666,1833,1505,1218,,,
1501.0,2.0,0.0,1505.0,0.0,0.0,HCT-116,12.666666666666666,1833,1505,1217,,,
1501.0,2.0,0.0,1505.0,0.0,0.0,HCT-116,12.666666666666666,1833,1505,1216,,,
1501.0,2.0,0.0,1505.0,0.0,0.0,HCT-116,12.666666666666666,1833,1505,1145,,,
1493.0,2.0,0.0,1490.0,0.0,0.0,HCT-116,11.666666666666666,1204,1490,965,,,
1493.0,2.0,0.0,1490.0,0.0,0.0,HCT-116,11.666666666666666,1204,1490,1106,,,
1495.0,1.0,17.684009452628,1494.0,0.0,0.0,HCT-116,10.333333333333334,1593,1494,858,,,
1506.0,3.0,12.12389872711583,1502.0,3.0,12.123897154238215,HCT-116,8.777777777777779,1926,1502,565,565.0,PFN1,3.6071040825705083
1506.0,3.0,12.12389872711583,1502.0,3.0,12.123897154238215,HCT-116,8.777777777777779,1926,1502,566,566.0,PFN2,4.0556490385990225
1506.0,3.0,12.12389872711583,1502.0,3.0,12.123897154238215,HCT-116,8.777777777777779,1926,1502,568,568.0,PFN4,4.461144033068683
1502.0,3.0,12.123897154238215,1493.0,2.0,0.0,HCT-116,8.444444444444445,1726,1493,118,118.0,CNTFR,0.0
1502.0,3.0,12.123897154238215,1493.0,2.0,0.0,HCT-116,8.444444444444445,1726,1493,821,821.0,WNT3,0.0
1502.0,3.0,12.123897154238215,1505.0,0.0,0.0,HCT-116,7.333333333333333,1,1505,1216,,,
