"node_num","node_name","node_type","att_deg"
14,"ACTG1","gene",7.409035652
21,"ADCY1","gene",2.291561648
22,"ADCY2","gene",2.36557943
23,"ADCY3","gene",2.207236636
24,"ADCY4","gene",1.904169192
25,"ADCY5","gene",1.902576126
26,"ADCY6","gene",1.866076164
27,"ADCY7","gene",1.903765646
28,"ADCY8","gene",2.277890904
29,"ADCY9","gene",1.875355632
32,"ADIPOR1","gene",0.96679421
49,"AKT1","gene",2.439677358
51,"AKT2","gene",2.6470748328
60,"APC","gene",0.817295738
61,"APC2","gene",0.888912774
65,"ARAP3","gene",0.432130156
68,"ARHGDIA","gene",1.246013418
71,"ARHGEF12","gene",0.448375438
76,"ATF4","gene",15.348182532
109,"AXIN1","gene",0.846511938
110,"AXIN2","gene",0.887862716
118,"BCL2","gene",0.435673376
163,"CALM1","gene",0.834183566
164,"CALM2","gene",27.832392754
165,"CALM3","gene",0.81122129
166,"CALML3","gene",0.959329718
167,"CAMK1","gene",0.775212278
168,"CAMK1D","gene",0.773399222
169,"CAMK2A","gene",1.638105948
170,"CAMK2B","gene",1.638956272
171,"CAMK2D","gene",1.601101284
172,"CAMK2G","gene",1.59742634
173,"CAMK4","gene",1.197508292
174,"CAMKK2","gene",0.701728618
193,"CCL5","gene",0.270188569
197,"CCND1","gene",5.4768007448
200,"CCNE1","gene",0.422089208
201,"CCNE2","gene",0.428786122
203,"CCR10","gene",0.36926628
204,"CCR7","gene",0.369248944
213,"CDC37","gene",0.491343398
214,"CDC42","gene",2.626653658
215,"CDH1","gene",0.42002218
217,"CDK2","gene",2.101344246
218,"CDK4","gene",2.347089886
220,"CDKN1A","gene",0.399966012
223,"CDKN2B","gene",0.2676453
225,"CEBPB","gene",0.369096004
229,"CHD8","gene",0.417115568
241,"COL1A1","gene",0.261395396
242,"COL1A2","gene",0.25933998
271,"CSNK1A1","gene",0.407865922
272,"CSNK1D","gene",0.387645858
273,"CSNK1E","gene",0.384018304
282,"CTNNA1","gene",0.387434326
283,"CTNNA2","gene",0.442026944
284,"CTNNB1","gene",13.33633195
285,"CTNNBIP1","gene",0.419854632
291,"CX3CR1","gene",0.3691912
292,"CXCL1","gene",6.297520098
298,"CXCR4","gene",0.368488082
299,"CXCR5","gene",0.369428518
322,"DIAPH1","gene",0.33194069
372,"EGFR","gene",0.411174582
381,"EIF4E","gene",1.2711731
382,"EIF4E1B","gene",1.311297076
383,"EIF4E2","gene",1.263986112
384,"EIF4EBP1","gene",5.083838996
388,"ENAH","gene",0.533334424
397,"ERBB2","gene",0.210814846
399,"ERBB4","gene",0.2134327572
403,"ETS1","gene",0.407070597
407,"EVL","gene",0.533334424
422,"FBXW11","gene",0.414839394
455,"FOS","gene",7.861757745
456,"FOSB","gene",0.304744538
457,"FOSL1","gene",0.300978776
458,"FOXO1","gene",0.433325684
459,"FOXO3","gene",0.6356270688
480,"GAB1","gene",0.211723468
491,"GCGR","gene",0.440026146
502,"GLI1","gene",0.300584972
503,"GLI2","gene",0.301168362
504,"GLI3","gene",0.299270394
507,"GNA12","gene",0.8403464
508,"GNA13","gene",0.822319158
517,"GNAS","gene",11.105127376
533,"GRB2","gene",4.5495405712
557,"GSK3B","gene",1.04374588
588,"HRAS","gene",0.253545106
591,"HSP90AA1","gene",0.862868358
592,"HSP90AB1","gene",3.394674372
593,"HSP90B1","gene",0.441587418
599,"HSPA8","gene",1.06667499
613,"IFNAR1","gene",1.10261278
614,"IFNAR2","gene",1.035016174
617,"IGF1R","gene",0.452672366
626,"IL12A","gene",0.269454152
627,"IL12B","gene",0.26954221
651,"INS","gene",0.201425892
652,"INSR","gene",0.972334821
663,"IRS2","gene",3.855260403
686,"JAK1","gene",0.668508734
690,"JUN","gene",1.033523288
691,"JUND","gene",0.301819108
711,"KRAS","gene",0.265002272
734,"LAT","gene",4.273041016
743,"LEF1","gene",0.41221062
775,"MAGI1","gene",1.524134612
776,"MAGI2","gene",1.522560704
777,"MAGI3","gene",0.458348814
781,"MAP2K1","gene",1.50866095
782,"MAP2K2","gene",2.536731846
783,"MAP2K3","gene",0.3654603
784,"MAP2K4","gene",0.407868378
785,"MAP2K5","gene",0.81909754
786,"MAP2K6","gene",0.413257074
787,"MAP2K7","gene",0.407829988
788,"MAP3K1","gene",0.308256522
802,"MAPK1","gene",3.5622441878
803,"MAPK11","gene",1.307898102
804,"MAPK12","gene",1.364781094
805,"MAPK13","gene",1.370456768
806,"MAPK14","gene",1.297943586
808,"MAPK3","gene",3.457700822
811,"MAPK7","gene",2.18586538
812,"MAPK8","gene",2.265030926
816,"MAPK9","gene",2.239426016
818,"MAPKAPK2","gene",0.816291746
819,"MAPKAPK3","gene",0.407851012
848,"MKNK1","gene",0.41750218
849,"MKNK2","gene",0.413259018
858,"MTOR","gene",1.537383532
861,"MYC","gene",0.927836548
864,"MYL6","gene",0.532878854
865,"MYL6B","gene",0.533336344
866,"MYL9","gene",0.533336364
867,"MYLK","gene",1.16583772
868,"MYLK3","gene",1.165400586
871,"NCK2","gene",1.93815708
881,"NFATC1","gene",1.178046332
882,"NFATC2","gene",1.09677692
883,"NFATC3","gene",0.918846266
884,"NFATC4","gene",0.278461328
885,"NFKB1","gene",1.715351888
890,"NGFR","gene",0.461587042
901,"NOS1","gene",0.761288118
902,"NOS3","gene",3.082244084
904,"NOTCH3","gene",0.379015068
916,"NR4A1","gene",1.0903784
937,"OXTR","gene",0.442824504
939,"PAK1","gene",1.62000682
940,"PAK2","gene",1.01391625
941,"PAK4","gene",0.351603416
942,"PAK6","gene",0.579474858
950,"PDE1B","gene",0.387214262
951,"PDE1C","gene",0.387058644
953,"PDE3B","gene",1.8908448
974,"PFN1","gene",0.503643146
975,"PFN2","gene",0.524014844
976,"PFN3","gene",0.53333433
977,"PFN4","gene",0.533334438
981,"PHKB","gene",1.319463464
982,"PHKG1","gene",1.346433358
983,"PHKG2","gene",1.329366222
991,"PIK3CA","gene",2.1092180692
992,"PIK3CD","gene",2.032338552
993,"PIK3R1","gene",2.029466186
994,"PIK3R2","gene",2.119546952
995,"PIK3R3","gene",2.0900589408
997,"PIK3R5","gene",0.225047842
998,"PIM1","gene",0.259180588
1002,"PKN1","gene",1.966053448
1018,"PLCG1","gene",1.762291344
1019,"PLCG2","gene",0.579657944
1020,"PLD1","gene",0.43069121
1021,"PLD2","gene",0.431271968
1032,"PPARA","gene",0.33197001
1063,"PPP3CA","gene",1.154523116
1064,"PPP3CC","gene",1.154027672
1065,"PPP3R1","gene",3.307151874
1066,"PPP3R2","gene",1.174460886
1076,"PRKACA","gene",2.094197236
1077,"PRKACB","gene",2.063563782
1078,"PRKACG","gene",2.185174028
1096,"PSEN1","gene",0.426434294
1103,"PTEN","gene",2.123265184
1108,"PTK2B","gene",0.447013894
1119,"PYGB","gene",6.535501394
1129,"RAC1","gene",17.324266114
1130,"RAC3","gene",1.361941563
1131,"RAF1","gene",0.979174898
1151,"RASGRF1","gene",0.283970836
1152,"RASGRF2","gene",0.283954538
1170,"RELA","gene",1.71536382
1180,"RHEB","gene",1.980069664
1181,"RHOA","gene",16.00376159
1191,"ROCK1","gene",3.33839923
1192,"ROCK2","gene",1.751979856
1197,"RPS6KA1","gene",0.822274686
1198,"RPS6KA2","gene",0.855764694
1199,"RPS6KA4","gene",0.82330829
1200,"RPS6KA5","gene",1.31238408
1214,"RUVBL1","gene",0.412184836
1255,"SHC2","gene",0.295635154
1256,"SHC4","gene",0.27708437
1260,"SIAH1","gene",0.436393518
1304,"SOS1","gene",1.216151835
1305,"SOS2","gene",1.221925979
1314,"SRC","gene",0.29762392
1321,"STAT1","gene",2.8299464572
1322,"STAT2","gene",0.202007582
1323,"STAT3","gene",1.25638366
1324,"STAT5A","gene",1.0875459868
1325,"STAT5B","gene",0.83959531
1330,"STK11","gene",0.316861236
1331,"STK3","gene",0.533333818
1336,"SUGT1","gene",0.53298543
1352,"TBL1XR1","gene",0.411749404
1355,"TCF3","gene",0.464556976
1356,"TCF7","gene",0.956733432
1357,"TCF7L1","gene",0.449053958
1358,"TCF7L2","gene",0.420905294
1385,"THRA","gene",0.533333964
1396,"TLR2","gene",0.838270378
1399,"TNF","gene",0.270415608
1427,"TSC1","gene",0.435906518
1428,"TSC2","gene",0.437176792
1444,"VASP","gene",0.533334424
1445,"VAV2","gene",2.543722649
1446,"VAV3","gene",2.749824962
1450,"VEGFA","gene",0.428265758
1451,"VEGFB","gene",0.40847947
1452,"VEGFC","gene",0.435681456
1478,"YWHAB","gene",0.345563462
1479,"YWHAE","gene",1.256720786
1480,"YWHAG","gene",0.34651495
1481,"YWHAH","gene",0.35192945
1482,"YWHAQ","gene",0.345803672
1483,"YWHAZ","gene",3.339087196
1484,"ZAP70","gene",1.640593276
