DrugA_idx,DrugA_target_num,DrugA_target_att_sum,DrugB_idx,DrugB_target_num,DrugB_target_att_sum,Cell_idx,Score
Paclitaxel,1.0,0.429869674,Nilotinib,0.0,0.0,RPMI-8226,48.22222222222222
Paclitaxel,1.0,0.429869674,Tretinoin,0.0,0.0,RPMI-8226,42.55555555555556
Mitotane,0.0,0.0,Docetaxel,1.0,0.429869674,RPMI-8226,41.55555555555556
Paclitaxel,1.0,0.429869674,Celecoxib,0.0,0.0,RPMI-8226,37.0
Paclitaxel,1.0,0.429869674,Cladribine,0.0,0.0,RPMI-8226,26.22222222222222
Everolimus,1.0,1.225822296,Paclitaxel,1.0,0.429869674,RPMI-8226,23.0
Docetaxel,1.0,0.429869674,Tretinoin,0.0,0.0,RPMI-8226,21.0
Fulvestrant,0.0,0.0,Everolimus,1.0,1.225822296,RPMI-8226,17.666666666666668
Docetaxel,1.0,0.429869674,Nilotinib,0.0,0.0,RPMI-8226,16.11111111111111
Docetaxel,1.0,0.429869674,Celecoxib,0.0,0.0,RPMI-8226,16.0
Sirolimus,1.0,1.225822296,Tretinoin,0.0,0.0,RPMI-8226,15.22222222222222
Vorinostat,0.0,0.0,Tretinoin,0.0,0.0,RPMI-8226,14.444444444444445
Sirolimus,1.0,1.225822296,Nilotinib,0.0,0.0,RPMI-8226,10.77777777777778
Vorinostat,0.0,0.0,Romidepsin,0.0,0.0,RPMI-8226,9.555555555555555
Fulvestrant,0.0,0.0,Romidepsin,0.0,0.0,RPMI-8226,7.666666666666667
Gefitinib,1.0,0.5943002448,Lenalidomide,0.0,0.0,RPMI-8226,7.555555555555555
Mitotane,0.0,0.0,Everolimus,1.0,1.225822296,RPMI-8226,7.222222222222222
Megestrol acetate,0.0,0.0,Gefitinib,1.0,0.5943002448,RPMI-8226,7.111111111111111
Sirolimus,1.0,1.225822296,Mitotane,0.0,0.0,RPMI-8226,7.111111111111111
Everolimus,1.0,1.225822296,Tretinoin,0.0,0.0,RPMI-8226,6.666666666666667
