DrugA_idx,DrugA_target_num,DrugA_target_att_sum,DrugB_idx,DrugB_target_num,DrugB_target_att_sum,Cell_idx,Score
Tretinoin,0.0,0.0,Celecoxib,1.0,0.463388432,HOP-92,2.555555555555556
Mitotane,0.0,0.0,Cladribine,0.0,0.0,HOP-92,0.7777777777777778
Nilotinib,0.0,0.0,Tretinoin,0.0,0.0,HOP-92,0.7777777777777778
Thalidomide,3.0,3.8402135328,Paclitaxel,0.0,0.0,HOP-92,0.7777777777777778
Mitotane,0.0,0.0,Paclitaxel,0.0,0.0,HOP-92,0.6666666666666666
Nilotinib,0.0,0.0,Cladribine,0.0,0.0,HOP-92,0.3333333333333333
Mitotane,0.0,0.0,Tretinoin,0.0,0.0,HOP-92,0.2222222222222222
Thalidomide,3.0,3.8402135328,Tretinoin,0.0,0.0,HOP-92,0.1111111111111111
Fulvestrant,0.0,0.0,Cladribine,0.0,0.0,HOP-92,-0.4444444444444444
Fulvestrant,0.0,0.0,Romidepsin,0.0,0.0,HOP-92,-1.6666666666666667
Mitotane,0.0,0.0,Everolimus,0.0,0.0,HOP-92,-2.111111111111111
Thalidomide,3.0,3.8402135328,Sirolimus,1.0,1.693773188,HOP-92,-2.7777777777777777
Nilotinib,0.0,0.0,Celecoxib,1.0,0.463388432,HOP-92,-2.7777777777777777
Fulvestrant,0.0,0.0,Everolimus,0.0,0.0,HOP-92,-3.7777777777777777
Thalidomide,3.0,3.8402135328,Mitotane,0.0,0.0,HOP-92,-4.222222222222222
Fulvestrant,0.0,0.0,Dasatinib,4.0,2.854774066,HOP-92,-4.222222222222222
Fulvestrant,0.0,0.0,Tretinoin,0.0,0.0,HOP-92,-4.777777777777778
Fulvestrant,0.0,0.0,Celecoxib,1.0,0.463388432,HOP-92,-4.888888888888889
Mitotane,0.0,0.0,Dasatinib,4.0,2.854774066,HOP-92,-5.333333333333333
Fulvestrant,0.0,0.0,Vorinostat,0.0,0.0,HOP-92,-5.444444444444445
Mitotane,0.0,0.0,Celecoxib,1.0,0.463388432,HOP-92,-5.666666666666667
Gefitinib,1.0,0.577244908,Lenalidomide,1.0,0.463388432,HOP-92,-5.888888888888889
Sirolimus,1.0,1.693773188,Tretinoin,0.0,0.0,HOP-92,-6.0
Mitotane,0.0,0.0,Sirolimus,1.0,1.693773188,HOP-92,-6.0
Sirolimus,1.0,1.693773188,Mitotane,0.0,0.0,HOP-92,-6.555555555555555
Fulvestrant,0.0,0.0,Nilotinib,0.0,0.0,HOP-92,-6.666666666666667
Sirolimus,1.0,1.693773188,Cladribine,0.0,0.0,HOP-92,-6.888888888888889
Fulvestrant,0.0,0.0,Sirolimus,1.0,1.693773188,HOP-92,-7.333333333333333
Thalidomide,3.0,3.8402135328,Cladribine,0.0,0.0,HOP-92,-7.555555555555555
Mitotane,0.0,0.0,Nilotinib,0.0,0.0,HOP-92,-8.777777777777779
Thalidomide,3.0,3.8402135328,Docetaxel,0.0,0.0,HOP-92,-8.777777777777779
Sirolimus,1.0,1.693773188,Celecoxib,1.0,0.463388432,HOP-92,-8.88888888888889
Tretinoin,0.0,0.0,Cladribine,0.0,0.0,HOP-92,-9.11111111111111
Nilotinib,0.0,0.0,Mitotane,0.0,0.0,HOP-92,-9.11111111111111
Fulvestrant,0.0,0.0,Paclitaxel,0.0,0.0,HOP-92,-9.555555555555555
Cladribine,0.0,0.0,Celecoxib,1.0,0.463388432,HOP-92,-9.88888888888889
Mitotane,0.0,0.0,Docetaxel,0.0,0.0,HOP-92,-10.22222222222222
Megestrol acetate,0.0,0.0,Lenalidomide,1.0,0.463388432,HOP-92,-17.333333333333332
Megestrol acetate,0.0,0.0,Gefitinib,1.0,0.577244908,HOP-92,-26.0
