DrugA_idx,DrugA_target_num,DrugA_target_idfatt_sum,DrugB_idx,DrugB_target_num,DrugB_target_idfatt_sum,Cell_idx,Score
Cladribine,0.0,0.0,Celecoxib,0.0,0.0,HOP-62,4.666666666666667
Thalidomide,1.0,0.0,Paclitaxel,2.0,5.661225800428102,HOP-62,2.888888888888889
Tretinoin,0.0,0.0,Celecoxib,0.0,0.0,HOP-62,1.7777777777777777
Gefitinib,1.0,0.0,Lenalidomide,0.0,0.0,HOP-62,0.7777777777777778
Fulvestrant,1.0,18.873787550709935,Romidepsin,3.0,13.27803599635729,HOP-62,0.4444444444444444
Fulvestrant,1.0,18.873787550709935,Paclitaxel,2.0,5.661225800428102,HOP-62,0.3333333333333333
Megestrol acetate,0.0,0.0,Lenalidomide,0.0,0.0,HOP-62,-1.4444444444444444
Mitotane,1.0,18.873787550709935,Everolimus,0.0,0.0,HOP-62,-1.7777777777777777
Mitotane,1.0,18.873787550709935,Docetaxel,2.0,5.661225800428102,HOP-62,-1.7777777777777777
Fulvestrant,1.0,18.873787550709935,Sirolimus,1.0,3.6581174900373132,HOP-62,-1.8888888888888888
Megestrol acetate,0.0,0.0,Gefitinib,1.0,0.0,HOP-62,-2.111111111111111
Tretinoin,0.0,0.0,Cladribine,0.0,0.0,HOP-62,-2.2222222222222223
Mitotane,1.0,18.873787550709935,Dasatinib,10.0,9.769096191653768,HOP-62,-2.2222222222222223
Mitotane,1.0,18.873787550709935,Cladribine,0.0,0.0,HOP-62,-2.2222222222222223
Thalidomide,1.0,0.0,Sirolimus,1.0,3.6581174900373132,HOP-62,-2.7777777777777777
Thalidomide,1.0,0.0,Docetaxel,2.0,5.661225800428102,HOP-62,-2.888888888888889
Fulvestrant,1.0,18.873787550709935,Vorinostat,3.0,13.27803599635729,HOP-62,-3.111111111111111
Fulvestrant,1.0,18.873787550709935,Nilotinib,2.0,3.311598328245232,HOP-62,-3.4444444444444446
Fulvestrant,1.0,18.873787550709935,Everolimus,0.0,0.0,HOP-62,-4.777777777777778
Fulvestrant,1.0,18.873787550709935,Cladribine,0.0,0.0,HOP-62,-4.777777777777778
Mitotane,1.0,18.873787550709935,Paclitaxel,2.0,5.661225800428102,HOP-62,-5.444444444444445
Thalidomide,1.0,0.0,Mitotane,1.0,18.873787550709935,HOP-62,-5.555555555555555
Thalidomide,1.0,0.0,Tretinoin,0.0,0.0,HOP-62,-6.555555555555555
Fulvestrant,1.0,18.873787550709935,Dasatinib,10.0,9.769096191653768,HOP-62,-6.555555555555555
Mitotane,1.0,18.873787550709935,Celecoxib,0.0,0.0,HOP-62,-7.555555555555555
Fulvestrant,1.0,18.873787550709935,Tretinoin,0.0,0.0,HOP-62,-8.777777777777779
Mitotane,1.0,18.873787550709935,Nilotinib,2.0,3.311598328245232,HOP-62,-9.333333333333334
Mitotane,1.0,18.873787550709935,Sirolimus,1.0,3.6581174900373132,HOP-62,-10.555555555555555
Mitotane,1.0,18.873787550709935,Tretinoin,0.0,0.0,HOP-62,-11.444444444444445
Thalidomide,1.0,0.0,Cladribine,0.0,0.0,HOP-62,-11.666666666666666
Fulvestrant,1.0,18.873787550709935,Celecoxib,0.0,0.0,HOP-62,-12.88888888888889
