SpNotation,SignalingPath,Attention,cell_line_name,cell_line_num,sum_rank
sp28,PI3K-Akt signaling pathway,87.16139535604687,SW-620,37,1
sp7,Calcium signaling pathway,51.53911740845997,SW-620,37,2
sp22,MAPK signaling pathway,47.599193683262364,SW-620,37,3
sp33,Rap1 signaling pathway,46.6198941206944,SW-620,37,4
sp34,Ras signaling pathway,44.07166969315197,SW-620,37,5
sp47,mTOR signaling pathway,30.737425151831225,SW-620,37,6
sp24,NOD-like receptor signaling pathway,27.552766583858396,SW-620,37,7
sp35,Relaxin signaling pathway,25.658877457579987,SW-620,37,8
sp4,Apelin signaling pathway,24.807465071345106,SW-620,37,9
sp36,Signaling pathways regulating pluripotency of stem cells,22.98496312856399,SW-620,37,10
sp45,cAMP signaling pathway,22.73195273497398,SW-620,37,11
sp14,GnRH signaling pathway,22.524371179099997,SW-620,37,12
sp30,Phospholipase D signaling pathway,21.164322082859993,SW-620,37,13
sp46,cGMP-PKG signaling pathway,20.882928383575994,SW-620,37,14
sp13,Glucagon signaling pathway,20.77319683874799,SW-620,37,15
sp17,Hippo signaling pathway,20.61756839908958,SW-620,37,16
sp44,Wnt signaling pathway,19.994502879711977,SW-620,37,17
sp5,B cell receptor signaling pathway,19.8310619743,SW-620,37,18
sp20,Insulin signaling pathway,18.933296274226777,SW-620,37,19
sp10,Estrogen signaling pathway,18.70431775758993,SW-620,37,20
sp37,Sphingolipid signaling pathway,18.094308717719993,SW-620,37,21
sp27,Oxytocin signaling pathway,18.01168117446549,SW-620,37,22
sp38,T cell receptor signaling pathway,17.668421905919995,SW-620,37,23
sp21,JAK-STAT signaling pathway,16.45369400224997,SW-620,37,24
sp39,TGF-beta signaling pathway,16.066276397121992,SW-620,37,25
sp6,C-type lectin receptor signaling pathway,15.851579356399995,SW-620,37,26
sp42,Toll-like receptor signaling pathway,15.003454247879997,SW-620,37,27
sp12,FoxO signaling pathway,14.165377995459995,SW-620,37,28
sp25,Neurotrophin signaling pathway,14.081898527887994,SW-620,37,29
sp8,Chemokine signaling pathway,13.541330356855982,SW-620,37,30
sp19,IL-17 signaling pathway,12.885693547119994,SW-620,37,31
sp40,TNF signaling pathway,12.748936864479996,SW-620,37,32
sp9,ErbB signaling pathway,12.702232581219997,SW-620,37,33
sp15,HIF-1 signaling pathway,11.920434566598155,SW-620,37,34
sp11,Fc epsilon RI signaling pathway,11.663069414159997,SW-620,37,35
sp2,AMPK signaling pathway,11.4549468510449,SW-620,37,36
sp31,Prolactin signaling pathway,10.727963968379994,SW-620,37,37
sp43,VEGF signaling pathway,10.016307824579997,SW-620,37,38
sp1,AGE-RAGE signaling pathway in diabetic complications,9.848256707619994,SW-620,37,39
sp3,Adipocytokine signaling pathway,9.318059631219997,SW-620,37,40
sp23,NF-kappa B signaling pathway,9.163647676699997,SW-620,37,41
sp41,Thyroid hormone signaling pathway,8.473836952948675,SW-620,37,42
sp32,RIG-I-like receptor signaling pathway,8.230972849199999,SW-620,37,43
sp16,Hedgehog signaling pathway,7.958275859019995,SW-620,37,44
sp18,Hippo signaling pathway - multiple species,6.862755029099999,SW-620,37,45
sp29,PPAR signaling pathway,6.538736314731993,SW-620,37,46
sp48,p53 signaling pathway,6.033476618739997,SW-620,37,47
sp26,Notch signaling pathway,5.238906207719997,SW-620,37,48
