SpNotation,SignalingPath,Attention,cell_line_name,cell_line_num,mean_rank
sp5,B cell receptor signaling pathway,0.14585001829710142,A498,1,1
sp24,NOD-like receptor signaling pathway,0.10221093284980809,A498,1,2
sp14,GnRH signaling pathway,0.09528791691779659,A498,1,3
sp11,Fc epsilon RI signaling pathway,0.07364403472234567,A498,1,4
sp32,RIG-I-like receptor signaling pathway,0.07021583172203388,A498,1,5
sp38,T cell receptor signaling pathway,0.06522670601999998,A498,1,6
sp40,TNF signaling pathway,0.05993212921962615,A498,1,7
sp42,Toll-like receptor signaling pathway,0.05271164467491377,A498,1,8
sp18,Hippo signaling pathway - multiple species,0.05262944351132074,A498,1,9
sp37,Sphingolipid signaling pathway,0.04810994507254224,A498,1,10
sp9,ErbB signaling pathway,0.04641406423147539,A498,1,11
sp30,Phospholipase D signaling pathway,0.04589875750907257,A498,1,12
sp3,Adipocytokine signaling pathway,0.0427769156005263,A498,1,13
sp46,cGMP-PKG signaling pathway,0.0423879704854508,A498,1,14
sp43,VEGF signaling pathway,0.0421451467917699,A498,1,15
sp31,Prolactin signaling pathway,0.04145368348612243,A498,1,16
sp36,Signaling pathways regulating pluripotency of stem cells,0.04061266003183614,A498,1,17
sp23,NF-kappa B signaling pathway,0.039162383772153836,A498,1,18
sp20,Insulin signaling pathway,0.03802603158708386,A498,1,19
sp6,C-type lectin receptor signaling pathway,0.03759925779978259,A498,1,20
sp39,TGF-beta signaling pathway,0.03713487672182691,A498,1,21
sp10,Estrogen signaling pathway,0.03602196752790566,A498,1,22
sp12,FoxO signaling pathway,0.03531018665805824,A498,1,23
sp7,Calcium signaling pathway,0.03502312238132074,A498,1,24
sp47,mTOR signaling pathway,0.031196040932029056,A498,1,25
sp16,Hedgehog signaling pathway,0.029158817553655153,A498,1,26
sp35,Relaxin signaling pathway,0.028627401848009812,A498,1,27
sp25,Neurotrophin signaling pathway,0.027716290548183194,A498,1,28
sp1,AGE-RAGE signaling pathway in diabetic complications,0.026883672167156845,A498,1,29
sp15,HIF-1 signaling pathway,0.02557646444971845,A498,1,30
sp33,Rap1 signaling pathway,0.025147675115212105,A498,1,31
sp2,AMPK signaling pathway,0.02495566527011529,A498,1,32
sp19,IL-17 signaling pathway,0.024504925643018,A498,1,33
sp4,Apelin signaling pathway,0.024334744806360314,A498,1,34
sp28,PI3K-Akt signaling pathway,0.022702001429682775,A498,1,35
sp34,Ras signaling pathway,0.020755737080135422,A498,1,36
sp26,Notch signaling pathway,0.020624575618231278,A498,1,37
sp27,Oxytocin signaling pathway,0.020622495972592483,A498,1,38
sp17,Hippo signaling pathway,0.019711732182466097,A498,1,39
sp41,Thyroid hormone signaling pathway,0.01950179720095338,A498,1,40
sp22,MAPK signaling pathway,0.018852896412188534,A498,1,41
sp13,Glucagon signaling pathway,0.018587721781200443,A498,1,42
sp45,cAMP signaling pathway,0.01750179685941175,A498,1,43
sp29,PPAR signaling pathway,0.01687193961421944,A498,1,44
sp48,p53 signaling pathway,0.015447340683970237,A498,1,45
sp44,Wnt signaling pathway,0.015388957323492049,A498,1,46
sp21,JAK-STAT signaling pathway,0.015025018395042512,A498,1,47
sp8,Chemokine signaling pathway,0.011366343756013683,A498,1,48
sp5,B cell receptor signaling pathway,0.14428944188405796,A549/ATCC,2,1
sp24,NOD-like receptor signaling pathway,0.10865335102797281,A549/ATCC,2,2
sp14,GnRH signaling pathway,0.0899864785657627,A549/ATCC,2,3
sp11,Fc epsilon RI signaling pathway,0.0730425456448148,A549/ATCC,2,4
sp32,RIG-I-like receptor signaling pathway,0.07083482148644066,A549/ATCC,2,5
sp38,T cell receptor signaling pathway,0.06268989105607406,A549/ATCC,2,6
sp40,TNF signaling pathway,0.060510236612710266,A549/ATCC,2,7
