SpNotation,SignalingPath,Attention,cell_line_name,cell_line_num,sum_rank
sp28,PI3K-Akt signaling pathway,261.0000095313721,NCI-H23,20,1
sp22,MAPK signaling pathway,220.00000917678346,NCI-H23,20,2
sp34,Ras signaling pathway,171.00000520989587,NCI-H23,20,3
sp33,Rap1 signaling pathway,170.00000486219443,NCI-H23,20,4
sp45,cAMP signaling pathway,162.00001074052986,NCI-H23,20,5
sp7,Calcium signaling pathway,135.00000504723994,NCI-H23,20,6
sp44,Wnt signaling pathway,133.00000720495586,NCI-H23,20,7
sp17,Hippo signaling pathway,131.00000502905183,NCI-H23,20,8
sp47,mTOR signaling pathway,127.00000569743791,NCI-H23,20,9
sp8,Chemokine signaling pathway,124.00000386338388,NCI-H23,20,10
sp27,Oxytocin signaling pathway,117.00000491928364,NCI-H23,20,11
sp46,cGMP-PKG signaling pathway,109.00000519098793,NCI-H23,20,12
sp35,Relaxin signaling pathway,102.00000322049993,NCI-H23,20,13
sp20,Insulin signaling pathway,101.00000291821395,NCI-H23,20,14
sp25,Neurotrophin signaling pathway,100.00000400515793,NCI-H23,20,15
sp4,Apelin signaling pathway,96.00000387585993,NCI-H23,20,16
sp12,FoxO signaling pathway,96.00000374215993,NCI-H23,20,17
sp41,Thyroid hormone signaling pathway,96.00000216803554,NCI-H23,20,18
sp21,JAK-STAT signaling pathway,94.0000008502999,NCI-H23,20,19
sp36,Signaling pathways regulating pluripotency of stem cells,91.00000293487997,NCI-H23,20,20
sp10,Estrogen signaling pathway,89.00000241774443,NCI-H23,20,21
sp30,Phospholipase D signaling pathway,86.00000191431997,NCI-H23,20,22
sp24,NOD-like receptor signaling pathway,85.00000194080052,NCI-H23,20,23
sp15,HIF-1 signaling pathway,81.00000217577882,NCI-H23,20,24
sp37,Sphingolipid signaling pathway,77.00000226123997,NCI-H23,20,25
sp2,AMPK signaling pathway,75.00000212992546,NCI-H23,20,26
sp39,TGF-beta signaling pathway,73.00000211659996,NCI-H23,20,27
sp38,T cell receptor signaling pathway,73.00000169945999,NCI-H23,20,28
sp6,C-type lectin receptor signaling pathway,72.00000266971998,NCI-H23,20,29
sp13,Glucagon signaling pathway,69.00000324329795,NCI-H23,20,30
sp14,GnRH signaling pathway,68.00000139399998,NCI-H23,20,31
sp48,p53 signaling pathway,65.00000190248394,NCI-H23,20,32
sp9,ErbB signaling pathway,64.00000177327998,NCI-H23,20,33
sp1,AGE-RAGE signaling pathway in diabetic complications,62.000001888079964,NCI-H23,20,34
sp23,NF-kappa B signaling pathway,59.000001979999965,NCI-H23,20,35
sp40,TNF signaling pathway,59.00000122419998,NCI-H23,20,36
sp42,Toll-like receptor signaling pathway,57.00000200365998,NCI-H23,20,37
sp31,Prolactin signaling pathway,57.00000111789998,NCI-H23,20,38
sp19,IL-17 signaling pathway,56.00000201703996,NCI-H23,20,39
sp5,B cell receptor signaling pathway,52.000001521799994,NCI-H23,20,40
sp26,Notch signaling pathway,50.00000166789996,NCI-H23,20,41
sp43,VEGF signaling pathway,49.000001618379976,NCI-H23,20,42
sp16,Hedgehog signaling pathway,48.00000063771997,NCI-H23,20,43
sp29,PPAR signaling pathway,44.00000168840997,NCI-H23,20,44
sp3,Adipocytokine signaling pathway,44.000001003219985,NCI-H23,20,45
sp11,Fc epsilon RI signaling pathway,42.000001593379984,NCI-H23,20,46
sp32,RIG-I-like receptor signaling pathway,40.00000110259999,NCI-H23,20,47
sp18,Hippo signaling pathway - multiple species,26.000000690839993,NCI-H23,20,48
