DrugA_idx,DrugA_target_num,DrugA_target_att_sum,DrugB_idx,DrugB_target_num,DrugB_target_att_sum,Cell_idx,Score
Paclitaxel,2.0,2.9078171809734,Nilotinib,2.0,4.3737527706599995,OVCAR-3,29.666666666666668
Paclitaxel,2.0,2.9078171809734,Celecoxib,2.0,4.87604026057796,OVCAR-3,26.11111111111111
Paclitaxel,2.0,2.9078171809734,Tretinoin,4.0,5.768376753995501,OVCAR-3,25.55555555555556
Docetaxel,2.0,2.9078171809734,Nilotinib,2.0,4.3737527706599995,OVCAR-3,21.55555555555556
Docetaxel,2.0,2.9078171809734,Celecoxib,2.0,4.87604026057796,OVCAR-3,19.444444444444443
Docetaxel,2.0,2.9078171809734,Fulvestrant,1.0,1.34684336597135,OVCAR-3,16.88888888888889
Docetaxel,2.0,2.9078171809734,Tretinoin,4.0,5.768376753995501,OVCAR-3,16.555555555555557
Thalidomide,4.0,15.83399587771331,Paclitaxel,2.0,2.9078171809734,OVCAR-3,16.444444444444443
Fulvestrant,1.0,1.34684336597135,Everolimus,1.0,3.33117063290291,OVCAR-3,13.88888888888889
Dasatinib,12.0,76.81582650262884,Paclitaxel,2.0,2.9078171809734,OVCAR-3,13.666666666666666
Paclitaxel,2.0,2.9078171809734,Sirolimus,2.0,7.36971056876291,OVCAR-3,13.333333333333334
Mitotane,2.0,1.48115784604135,Docetaxel,2.0,2.9078171809734,OVCAR-3,11.333333333333334
Tretinoin,4.0,5.768376753995501,Cladribine,2.0,0.0318894732,OVCAR-3,10.444444444444445
Fulvestrant,1.0,1.34684336597135,Romidepsin,3.0,2.22003766262757,OVCAR-3,9.555555555555555
Everolimus,1.0,3.33117063290291,Sirolimus,2.0,7.36971056876291,OVCAR-3,9.555555555555555
Dasatinib,12.0,76.81582650262884,Celecoxib,2.0,4.87604026057796,OVCAR-3,9.444444444444445
Cladribine,2.0,0.0318894732,Celecoxib,2.0,4.87604026057796,OVCAR-3,8.555555555555555
Docetaxel,2.0,2.9078171809734,Sirolimus,2.0,7.36971056876291,OVCAR-3,7.666666666666667
Dasatinib,12.0,76.81582650262884,Vorinostat,3.0,2.192066247487001,OVCAR-3,6.777777777777778
Mitotane,2.0,1.48115784604135,Everolimus,1.0,3.33117063290291,OVCAR-3,6.0
Fulvestrant,1.0,1.34684336597135,Dasatinib,12.0,76.81582650262884,OVCAR-3,5.666666666666667
Sirolimus,2.0,7.36971056876291,Celecoxib,2.0,4.87604026057796,OVCAR-3,4.444444444444445
Sirolimus,2.0,7.36971056876291,Nilotinib,2.0,4.3737527706599995,OVCAR-3,2.6666666666666665
Fulvestrant,1.0,1.34684336597135,Cladribine,2.0,0.0318894732,OVCAR-3,2.4444444444444446
Thalidomide,4.0,15.83399587771331,Mitotane,2.0,1.48115784604135,OVCAR-3,1.8888888888888888
Fulvestrant,1.0,1.34684336597135,Tretinoin,4.0,5.768376753995501,OVCAR-3,1.7777777777777777
Fulvestrant,1.0,1.34684336597135,Nilotinib,2.0,4.3737527706599995,OVCAR-3,1.5555555555555556
Everolimus,1.0,3.33117063290291,Cladribine,2.0,0.0318894732,OVCAR-3,1.5555555555555556
Nilotinib,2.0,4.3737527706599995,Cladribine,2.0,0.0318894732,OVCAR-3,1.1111111111111112
Vorinostat,3.0,2.192066247487001,Paclitaxel,2.0,2.9078171809734,OVCAR-3,0.8888888888888888
Everolimus,1.0,3.33117063290291,Tretinoin,4.0,5.768376753995501,OVCAR-3,0.4444444444444444
Fulvestrant,1.0,1.34684336597135,Vorinostat,3.0,2.192066247487001,OVCAR-3,0.1111111111111111
Romidepsin,3.0,2.22003766262757,Celecoxib,2.0,4.87604026057796,OVCAR-3,-0.3333333333333333
