DrugA_idx,DrugA_target_num,DrugA_target_att_sum,DrugB_idx,DrugB_target_num,DrugB_target_att_sum,Cell_idx,Score
Fulvestrant,0.0,0.0,Everolimus,1.0,1.276076258,SF-295,37.11111111111112
Sirolimus,2.0,2.777720708,Mitotane,0.0,0.0,SF-295,9.333333333333334
Fulvestrant,0.0,0.0,Dasatinib,5.0,3.850943416,SF-295,4.444444444444445
Thalidomide,3.0,2.8342969971999996,Docetaxel,1.0,0.342730888,SF-295,3.4444444444444446
Mitotane,0.0,0.0,Docetaxel,1.0,0.342730888,SF-295,3.333333333333333
Sirolimus,2.0,2.777720708,Celecoxib,1.0,0.4200503,SF-295,2.111111111111111
Mitotane,0.0,0.0,Dasatinib,5.0,3.850943416,SF-295,0.8888888888888888
Mitotane,0.0,0.0,Tretinoin,0.0,0.0,SF-295,0.5555555555555556
Sirolimus,2.0,2.777720708,Tretinoin,0.0,0.0,SF-295,0.2222222222222222
Fulvestrant,0.0,0.0,Tretinoin,0.0,0.0,SF-295,-0.1111111111111111
Fulvestrant,0.0,0.0,Romidepsin,0.0,0.0,SF-295,-0.6666666666666666
Fulvestrant,0.0,0.0,Vorinostat,0.0,0.0,SF-295,-0.7777777777777778
Thalidomide,3.0,2.8342969971999996,Mitotane,0.0,0.0,SF-295,-0.8888888888888888
Mitotane,0.0,0.0,Sirolimus,2.0,2.777720708,SF-295,-1.0
Thalidomide,3.0,2.8342969971999996,Sirolimus,2.0,2.777720708,SF-295,-1.8888888888888888
Mitotane,0.0,0.0,Paclitaxel,1.0,0.342730888,SF-295,-2.0
Mitotane,0.0,0.0,Celecoxib,1.0,0.4200503,SF-295,-2.0
Fulvestrant,0.0,0.0,Sirolimus,2.0,2.777720708,SF-295,-2.333333333333333
Fulvestrant,0.0,0.0,Paclitaxel,1.0,0.342730888,SF-295,-2.4444444444444446
Megestrol acetate,0.0,0.0,Gefitinib,1.0,0.8815620528,SF-295,-2.888888888888889
Thalidomide,3.0,2.8342969971999996,Cladribine,0.0,0.0,SF-295,-3.2222222222222223
Gefitinib,1.0,0.8815620528,Lenalidomide,1.0,0.4200503,SF-295,-3.2222222222222223
Mitotane,0.0,0.0,Nilotinib,1.0,0.274774534,SF-295,-3.333333333333333
Thalidomide,3.0,2.8342969971999996,Paclitaxel,1.0,0.342730888,SF-295,-3.555555555555556
Fulvestrant,0.0,0.0,Nilotinib,1.0,0.274774534,SF-295,-3.6666666666666665
Fulvestrant,0.0,0.0,Cladribine,0.0,0.0,SF-295,-5.666666666666667
Fulvestrant,0.0,0.0,Celecoxib,1.0,0.4200503,SF-295,-6.555555555555555
Thalidomide,3.0,2.8342969971999996,Tretinoin,0.0,0.0,SF-295,-6.555555555555555
Mitotane,0.0,0.0,Everolimus,1.0,1.276076258,SF-295,-8.0
Megestrol acetate,0.0,0.0,Lenalidomide,1.0,0.4200503,SF-295,-8.444444444444445
Nilotinib,1.0,0.274774534,Celecoxib,1.0,0.4200503,SF-295,-8.777777777777779
Mitotane,0.0,0.0,Cladribine,0.0,0.0,SF-295,-10.11111111111111
Nilotinib,1.0,0.274774534,Mitotane,0.0,0.0,SF-295,-10.666666666666666
Nilotinib,1.0,0.274774534,Cladribine,0.0,0.0,SF-295,-12.555555555555555
Sirolimus,2.0,2.777720708,Cladribine,0.0,0.0,SF-295,-18.11111111111111
