DrugA_idx,DrugA_target_num,DrugA_target_idfatt_sum,DrugB_idx,DrugB_target_num,DrugB_target_idfatt_sum,Cell_idx,Score,index1,Drug,Target,node_num,node_name,att_deg
1501.0,2.0,0.0,1505.0,0.0,0.0,UACC-257,10.11111111111111,92,1501,118,118.0,CNTFR,0.0
1501.0,2.0,0.0,1505.0,0.0,0.0,UACC-257,10.11111111111111,92,1501,821,821.0,WNT3,0.0
1493.0,2.0,0.0,1505.0,0.0,0.0,UACC-257,8.88888888888889,2347,1493,821,821.0,WNT3,0.0
1493.0,2.0,0.0,1505.0,0.0,0.0,UACC-257,8.88888888888889,2347,1493,118,118.0,CNTFR,0.0
1493.0,2.0,0.0,1495.0,1.0,0.0,UACC-257,5.666666666666667,382,1493,821,821.0,WNT3,0.0
1493.0,2.0,0.0,1495.0,1.0,0.0,UACC-257,5.666666666666667,382,1493,118,118.0,CNTFR,0.0
1493.0,2.0,0.0,1501.0,2.0,0.0,UACC-257,4.333333333333333,2672,1493,118,118.0,CNTFR,0.0
1493.0,2.0,0.0,1501.0,2.0,0.0,UACC-257,4.333333333333333,2672,1493,821,821.0,WNT3,0.0
1501.0,2.0,0.0,1503.0,1.0,0.0,UACC-257,4.222222222222222,871,1501,118,118.0,CNTFR,0.0
1501.0,2.0,0.0,1503.0,1.0,0.0,UACC-257,4.222222222222222,871,1501,821,821.0,WNT3,0.0
1502.0,3.0,12.9350947462902,1505.0,0.0,0.0,UACC-257,3.555555555555556,1089,1502,565,565.0,PFN1,4.0239483930092135
1502.0,3.0,12.9350947462902,1505.0,0.0,0.0,UACC-257,3.555555555555556,1089,1502,566,566.0,PFN2,4.450616545654374
1502.0,3.0,12.9350947462902,1505.0,0.0,0.0,UACC-257,3.555555555555556,1089,1502,568,568.0,PFN4,4.460529807626615
1501.0,2.0,0.0,1490.0,0.0,0.0,UACC-257,3.111111111111111,1456,1501,821,821.0,WNT3,0.0
1501.0,2.0,0.0,1490.0,0.0,0.0,UACC-257,3.111111111111111,1456,1501,118,118.0,CNTFR,0.0
1502.0,3.0,12.9350947462902,1501.0,2.0,0.0,UACC-257,3.111111111111111,966,1502,565,565.0,PFN1,4.0239483930092135
1502.0,3.0,12.9350947462902,1501.0,2.0,0.0,UACC-257,3.111111111111111,966,1502,566,566.0,PFN2,4.450616545654374
1502.0,3.0,12.9350947462902,1501.0,2.0,0.0,UACC-257,3.111111111111111,966,1502,568,568.0,PFN4,4.460529807626615
1506.0,3.0,12.935093123214363,1505.0,0.0,0.0,UACC-257,3.0,1938,1506,565,565.0,PFN1,4.0239483930092135
1506.0,3.0,12.935093123214363,1505.0,0.0,0.0,UACC-257,3.0,1938,1506,566,566.0,PFN2,4.450616545654374
