DrugA_idx,DrugA_target_num,DrugA_target_idfatt_sum,DrugB_idx,DrugB_target_num,DrugB_target_idfatt_sum,Cell_idx,Score,index1,Drug,Target,node_num,node_name,att_deg
1493.0,2.0,27.674487269340446,1505.0,4.0,48.63446462330224,SW-620,13.88888888888889,1181,1505,1218,1218,RXRG,17.090178234746887
1493.0,2.0,27.674487269340446,1505.0,4.0,48.63446462330224,SW-620,13.88888888888889,1181,1505,1217,1217,RXRB,14.514551917844338
1493.0,2.0,27.674487269340446,1505.0,4.0,48.63446462330224,SW-620,13.88888888888889,1181,1505,1216,1216,RXRA,16.157110766809364
1493.0,2.0,27.674487269340446,1505.0,4.0,48.63446462330224,SW-620,13.88888888888889,1181,1505,1145,1145,RARA,0.8726237039016567
1493.0,2.0,27.674487269340446,1495.0,1.0,10.337523948842641,SW-620,13.77777777777778,2445,1495,401,401,ESR1,10.337523948842641
1495.0,1.0,10.337523948842641,1494.0,1.0,0.08919572479494382,SW-620,12.77777777777778,1013,1494,858,858,MTOR,0.08919572479494382
1493.0,2.0,27.674487269340446,1490.0,2.0,22.26148787949827,SW-620,12.22222222222222,1236,1490,1106,1106,PTGS2,11.832354791480274
1493.0,2.0,27.674487269340446,1490.0,2.0,22.26148787949827,SW-620,12.22222222222222,1236,1490,965,965,PDPK1,10.429133088017995
1501.0,2.0,27.674487269340446,1505.0,4.0,48.63446462330224,SW-620,11.22222222222222,1664,1505,1218,1218,RXRG,17.090178234746887
1501.0,2.0,27.674487269340446,1505.0,4.0,48.63446462330224,SW-620,11.22222222222222,1664,1505,1217,1217,RXRB,14.514551917844338
1501.0,2.0,27.674487269340446,1505.0,4.0,48.63446462330224,SW-620,11.22222222222222,1664,1505,1216,1216,RXRA,16.157110766809364
1501.0,2.0,27.674487269340446,1505.0,4.0,48.63446462330224,SW-620,11.22222222222222,1664,1505,1145,1145,RARA,0.8726237039016567
1494.0,1.0,0.08919572479494382,1501.0,2.0,27.674487269340446,SW-620,10.11111111111111,1637,1501,118,118,BCL2,27.331251235369464
1494.0,1.0,0.08919572479494382,1501.0,2.0,27.674487269340446,SW-620,10.11111111111111,1637,1501,821,821,MAPT,0.3432360339709812
1501.0,2.0,27.674487269340446,1490.0,2.0,22.26148787949827,SW-620,8.777777777777779,1140,1490,965,965,PDPK1,10.429133088017995
1501.0,2.0,27.674487269340446,1490.0,2.0,22.26148787949827,SW-620,8.777777777777779,1140,1490,1106,1106,PTGS2,11.832354791480274
1503.0,2.0,1.8958397799124884,1499.0,2.0,11.355462546717664,SW-620,7.888888888888889,800,1499,401,401,ESR1,10.337523948842641
1493.0,2.0,27.674487269340446,1500.0,2.0,2.556567858525784,SW-620,7.888888888888889,632,1500,1,1,ABL1,2.4606721160526375
1493.0,2.0,27.674487269340446,1500.0,2.0,2.556567858525784,SW-620,7.888888888888889,632,1500,707,707,KIT,0.09589574247314636
1503.0,2.0,1.8958397799124884,1499.0,2.0,11.355462546717664,SW-620,7.888888888888889,800,1499,980,980,PGR,1.0179385978750235
1495.0,1.0,10.337523948842641,1502.0,3.0,5.947785895634147,SW-620,7.222222222222222,1046,1502,568,568,HDAC4,0.9688075245725617
1495.0,1.0,10.337523948842641,1502.0,3.0,5.947785895634147,SW-620,7.222222222222222,1046,1502,566,566,HDAC2,4.03400389206112
1495.0,1.0,10.337523948842641,1502.0,3.0,5.947785895634147,SW-620,7.222222222222222,1046,1502,565,565,HDAC1,0.9449744790004655
1499.0,2.0,11.355462546717664,1494.0,1.0,0.08919572479494382,SW-620,6.333333333333333,1284,1494,858,858,MTOR,0.08919572479494382
1496.0,1.0,0.197162758436292,1497.0,1.0,11.832354791480274,SW-620,6.0,16,1497,1106,1106,PTGS2,11.832354791480274
1498.0,1.0,1.0179385978750235,1496.0,1.0,0.197162758436292,SW-620,5.888888888888889,599,1496,372,372,EGFR,0.197162758436292
1499.0,2.0,11.355462546717664,1493.0,2.0,27.674487269340446,SW-620,5.444444444444445,249,1493,821,821,MAPT,0.3432360339709812
1499.0,2.0,11.355462546717664,1493.0,2.0,27.674487269340446,SW-620,5.444444444444445,249,1493,118,118,BCL2,27.331251235369464
1499.0,2.0,11.355462546717664,1505.0,4.0,48.63446462330224,SW-620,5.333333333333333,2426,1505,1218,1218,RXRG,17.090178234746887
1499.0,2.0,11.355462546717664,1505.0,4.0,48.63446462330224,SW-620,5.333333333333333,2426,1505,1217,1217,RXRB,14.514551917844338
1499.0,2.0,11.355462546717664,1505.0,4.0,48.63446462330224,SW-620,5.333333333333333,2426,1505,1216,1216,RXRA,16.157110766809364
1499.0,2.0,11.355462546717664,1505.0,4.0,48.63446462330224,SW-620,5.333333333333333,2426,1505,1145,1145,RARA,0.8726237039016567
1501.0,2.0,27.674487269340446,1500.0,2.0,2.556567858525784,SW-620,5.222222222222222,2070,1500,707,707,KIT,0.09589574247314636
1501.0,2.0,27.674487269340446,1500.0,2.0,2.556567858525784,SW-620,5.222222222222222,2070,1500,1,1,ABL1,2.4606721160526375
1493.0,2.0,27.674487269340446,1503.0,2.0,1.8958397799124884,SW-620,4.666666666666667,648,1503,429,429,FGF2,1.8066440551175447
1493.0,2.0,27.674487269340446,1503.0,2.0,1.8958397799124884,SW-620,4.666666666666667,648,1503,858,858,MTOR,0.08919572479494382
1504.0,4.0,19.050954411852985,1503.0,2.0,1.8958397799124884,SW-620,4.0,2104,1503,429,429,FGF2,1.8066440551175447
1502.0,3.0,5.947785895634147,1501.0,2.0,27.674487269340446,SW-620,4.0,1057,1501,821,821,MAPT,0.3432360339709812
1502.0,3.0,5.947785895634147,1501.0,2.0,27.674487269340446,SW-620,4.0,1057,1501,118,118,BCL2,27.331251235369464
