SpNotation,SignalingPath,Attention,cell_line_name,cell_line_num,mean_rank
sp5,B cell receptor signaling pathway,0.14269706033333332,HCT-15,9,1
sp24,NOD-like receptor signaling pathway,0.10803778257996784,HCT-15,9,2
sp14,GnRH signaling pathway,0.09292164094406778,HCT-15,9,3
sp32,RIG-I-like receptor signaling pathway,0.07493003383389829,HCT-15,9,4
sp11,Fc epsilon RI signaling pathway,0.07396789797407405,HCT-15,9,5
sp42,Toll-like receptor signaling pathway,0.0659123733201724,HCT-15,9,6
sp38,T cell receptor signaling pathway,0.06359083410937036,HCT-15,9,7
sp40,TNF signaling pathway,0.06226749879838036,HCT-15,9,8
sp9,ErbB signaling pathway,0.0574185168331967,HCT-15,9,9
sp18,Hippo signaling pathway - multiple species,0.04829324975566035,HCT-15,9,10
sp37,Sphingolipid signaling pathway,0.048238812588021374,HCT-15,9,11
sp43,VEGF signaling pathway,0.04508597656460176,HCT-15,9,12
sp30,Phospholipase D signaling pathway,0.04362765930856047,HCT-15,9,13
sp46,cGMP-PKG signaling pathway,0.042318823145398345,HCT-15,9,14
sp20,Insulin signaling pathway,0.0413967827933768,HCT-15,9,15
sp3,Adipocytokine signaling pathway,0.041205602311842095,HCT-15,9,16
sp6,C-type lectin receptor signaling pathway,0.03888874523784237,HCT-15,9,17
sp10,Estrogen signaling pathway,0.03781176594772575,HCT-15,9,18
sp39,TGF-beta signaling pathway,0.03780915813794229,HCT-15,9,19
sp23,NF-kappa B signaling pathway,0.03762644148161537,HCT-15,9,20
sp36,Signaling pathways regulating pluripotency of stem cells,0.03683619213850281,HCT-15,9,21
sp31,Prolactin signaling pathway,0.0348103681742857,HCT-15,9,22
sp7,Calcium signaling pathway,0.034581838728598366,HCT-15,9,23
sp19,IL-17 signaling pathway,0.03414617424423422,HCT-15,9,24
sp12,FoxO signaling pathway,0.033967685377087366,HCT-15,9,25
sp13,Glucagon signaling pathway,0.03247173041171962,HCT-15,9,26
sp35,Relaxin signaling pathway,0.03153651903750883,HCT-15,9,27
sp47,mTOR signaling pathway,0.029659412357649007,HCT-15,9,28
sp27,Oxytocin signaling pathway,0.028993259099977815,HCT-15,9,29
sp25,Neurotrophin signaling pathway,0.027559947687731286,HCT-15,9,30
sp16,Hedgehog signaling pathway,0.027517371137586188,HCT-15,9,31
sp26,Notch signaling pathway,0.02739114140965985,HCT-15,9,32
sp15,HIF-1 signaling pathway,0.02522785184840278,HCT-15,9,33
sp2,AMPK signaling pathway,0.023385484781316006,HCT-15,9,34
sp1,AGE-RAGE signaling pathway in diabetic complications,0.023073694524715672,HCT-15,9,35
sp48,p53 signaling pathway,0.022894496374315773,HCT-15,9,36
sp4,Apelin signaling pathway,0.021638180346359673,HCT-15,9,37
sp33,Rap1 signaling pathway,0.02023854961786295,HCT-15,9,38
sp29,PPAR signaling pathway,0.018455014472549172,HCT-15,9,39
sp34,Ras signaling pathway,0.017897832270175308,HCT-15,9,40
sp22,MAPK signaling pathway,0.01775747290451922,HCT-15,9,41
sp28,PI3K-Akt signaling pathway,0.01767578635987282,HCT-15,9,42
sp17,Hippo signaling pathway,0.01754703232947403,HCT-15,9,43
sp45,cAMP signaling pathway,0.017077025221687768,HCT-15,9,44
sp44,Wnt signaling pathway,0.01559498171619912,HCT-15,9,45
sp8,Chemokine signaling pathway,0.014451438510671218,HCT-15,9,46
sp41,Thyroid hormone signaling pathway,0.0129352138161105,HCT-15,9,47
sp21,JAK-STAT signaling pathway,0.010692968012600227,HCT-15,9,48
