SpNotation,SignalingPath,Attention,cell_line_name,cell_line_num,mean_rank
sp14,GnRH signaling pathway,0.053185598597947,UO-31,42,1
sp11,Fc epsilon RI signaling pathway,0.05167009135902833,UO-31,42,2
sp3,Adipocytokine signaling pathway,0.04238852170526314,UO-31,42,3
sp6,C-type lectin receptor signaling pathway,0.042002425349169946,UO-31,42,4
sp36,Signaling pathways regulating pluripotency of stem cells,0.04083798762663606,UO-31,42,5
sp30,Phospholipase D signaling pathway,0.03605423617902433,UO-31,42,6
sp27,Oxytocin signaling pathway,0.035263829370340394,UO-31,42,7
sp20,Insulin signaling pathway,0.03477964132861453,UO-31,42,8
sp46,cGMP-PKG signaling pathway,0.031877517320524344,UO-31,42,9
sp29,PPAR signaling pathway,0.030586572862740212,UO-31,42,10
sp10,Estrogen signaling pathway,0.02922896588083914,UO-31,42,11
sp16,Hedgehog signaling pathway,0.027807654587014913,UO-31,42,12
sp47,mTOR signaling pathway,0.026858007371451508,UO-31,42,13
sp35,Relaxin signaling pathway,0.02504765957985841,UO-31,42,14
sp4,Apelin signaling pathway,0.024478204755935727,UO-31,42,15
sp7,Calcium signaling pathway,0.02418471727345012,UO-31,42,16
sp1,AGE-RAGE signaling pathway in diabetic complications,0.023886535708063903,UO-31,42,17
sp15,HIF-1 signaling pathway,0.02212840198797652,UO-31,42,18
sp2,AMPK signaling pathway,0.02122032114261916,UO-31,42,19
sp48,p53 signaling pathway,0.019498447072284517,UO-31,42,20
sp41,Thyroid hormone signaling pathway,0.019445373218443224,UO-31,42,21
sp22,MAPK signaling pathway,0.01926804128633926,UO-31,42,22
sp34,Ras signaling pathway,0.01849411067849883,UO-31,42,23
sp45,cAMP signaling pathway,0.017518253848305413,UO-31,42,24
sp17,Hippo signaling pathway,0.01655016762788441,UO-31,42,25
sp12,FoxO signaling pathway,0.015898098518299635,UO-31,42,26
sp8,Chemokine signaling pathway,0.015824590960249126,UO-31,42,27
sp21,JAK-STAT signaling pathway,0.014338306703044016,UO-31,42,28
sp28,PI3K-Akt signaling pathway,0.013872201965893243,UO-31,42,29
sp44,Wnt signaling pathway,0.010855558834963135,UO-31,42,30
