DrugA_idx,DrugA_target_num,DrugA_target_idfatt_sum,DrugB_idx,DrugB_target_num,DrugB_target_idfatt_sum,Cell_idx,Score,index1,Drug,Target,node_num,node_name,att_deg
1501.0,2.0,24.327875305615517,1500.0,2.0,2.5800194161689958,OVCAR-3,29.666666666666668,1917,1500,707,707,KIT,0.09495678279254485
1501.0,2.0,24.327875305615517,1500.0,2.0,2.5800194161689958,OVCAR-3,29.666666666666668,1917,1500,1,1,ABL1,2.485062633376451
1501.0,2.0,24.327875305615517,1490.0,2.0,22.882082605525163,OVCAR-3,26.11111111111111,2113,1490,1106,1106,PTGS2,8.322349859239166
1501.0,2.0,24.327875305615517,1490.0,2.0,22.882082605525163,OVCAR-3,26.11111111111111,2113,1490,965,965,PDPK1,14.559732746285997
1501.0,2.0,24.327875305615517,1505.0,4.0,48.26037596353876,OVCAR-3,25.55555555555556,680,1505,1216,1216,RXRA,15.608657525671472
1501.0,2.0,24.327875305615517,1505.0,4.0,48.26037596353876,OVCAR-3,25.55555555555556,680,1505,1145,1145,RARA,1.0985557949769482
1501.0,2.0,24.327875305615517,1505.0,4.0,48.26037596353876,OVCAR-3,25.55555555555556,680,1505,1218,1218,RXRG,16.961496895758213
1501.0,2.0,24.327875305615517,1505.0,4.0,48.26037596353876,OVCAR-3,25.55555555555556,680,1505,1217,1217,RXRB,14.591665747132135
1493.0,2.0,24.327875305615517,1500.0,2.0,2.5800194161689958,OVCAR-3,21.55555555555556,1116,1500,1,1,ABL1,2.485062633376451
1493.0,2.0,24.327875305615517,1500.0,2.0,2.5800194161689958,OVCAR-3,21.55555555555556,1116,1500,707,707,KIT,0.09495678279254485
1493.0,2.0,24.327875305615517,1490.0,2.0,22.882082605525163,OVCAR-3,19.444444444444443,174,1490,1106,1106,PTGS2,8.322349859239166
1493.0,2.0,24.327875305615517,1490.0,2.0,22.882082605525163,OVCAR-3,19.444444444444443,174,1490,965,965,PDPK1,14.559732746285997
1493.0,2.0,24.327875305615517,1495.0,1.0,11.268190338079657,OVCAR-3,16.88888888888889,1136,1495,401,401,ESR1,11.268190338079657
1493.0,2.0,24.327875305615517,1505.0,4.0,48.26037596353876,OVCAR-3,16.555555555555557,2674,1505,1145,1145,RARA,1.0985557949769482
1493.0,2.0,24.327875305615517,1505.0,4.0,48.26037596353876,OVCAR-3,16.555555555555557,2674,1505,1216,1216,RXRA,15.608657525671472
1493.0,2.0,24.327875305615517,1505.0,4.0,48.26037596353876,OVCAR-3,16.555555555555557,2674,1505,1217,1217,RXRB,14.591665747132135
1493.0,2.0,24.327875305615517,1505.0,4.0,48.26037596353876,OVCAR-3,16.555555555555557,2674,1505,1218,1218,RXRG,16.961496895758213
1504.0,4.0,12.410658148678756,1501.0,2.0,24.327875305615517,OVCAR-3,16.444444444444443,873,1501,821,821,MAPT,0.36117029190375816
1504.0,4.0,12.410658148678756,1501.0,2.0,24.327875305615517,OVCAR-3,16.444444444444443,873,1501,118,118,BCL2,23.96670501371176
1495.0,1.0,11.268190338079657,1494.0,1.0,0.07759106049141137,OVCAR-3,13.88888888888889,1724,1494,858,858,MTOR,0.07759106049141137
1492.0,12.0,53.92027340365813,1501.0,2.0,24.327875305615517,OVCAR-3,13.666666666666666,50,1501,821,821,MAPT,0.36117029190375816
1492.0,12.0,53.92027340365813,1501.0,2.0,24.327875305615517,OVCAR-3,13.666666666666666,50,1501,118,118,BCL2,23.96670501371176
1501.0,2.0,24.327875305615517,1503.0,2.0,1.5301305232308982,OVCAR-3,13.333333333333334,1257,1503,858,858,MTOR,0.07759106049141137
1501.0,2.0,24.327875305615517,1503.0,2.0,1.5301305232308982,OVCAR-3,13.333333333333334,1257,1503,429,429,FGF2,1.4525394627394868
1499.0,2.0,12.391915015223118,1493.0,2.0,24.327875305615517,OVCAR-3,11.333333333333334,2629,1493,118,118,BCL2,23.96670501371176
1499.0,2.0,12.391915015223118,1493.0,2.0,24.327875305615517,OVCAR-3,11.333333333333334,2629,1493,821,821,MAPT,0.36117029190375816
1505.0,4.0,48.26037596353876,1491.0,2.0,0.266799141516753,OVCAR-3,10.444444444444445,841,1491,1209,1209,RRM2B,0.1490424895602281
1505.0,4.0,48.26037596353876,1491.0,2.0,0.266799141516753,OVCAR-3,10.444444444444445,841,1491,1208,1208,RRM2,0.11775665195652492
1494.0,1.0,0.07759106049141137,1503.0,2.0,1.5301305232308982,OVCAR-3,9.555555555555555,1502,1503,429,429,FGF2,1.4525394627394868
1494.0,1.0,0.07759106049141137,1503.0,2.0,1.5301305232308982,OVCAR-3,9.555555555555555,1502,1503,858,858,MTOR,0.07759106049141137
1495.0,1.0,11.268190338079657,1502.0,3.0,7.777765862393182,OVCAR-3,9.555555555555555,2212,1502,565,565,HDAC1,1.7998176740437837
1495.0,1.0,11.268190338079657,1502.0,3.0,7.777765862393182,OVCAR-3,9.555555555555555,2212,1502,566,566,HDAC2,4.721015639341275
1495.0,1.0,11.268190338079657,1502.0,3.0,7.777765862393182,OVCAR-3,9.555555555555555,2212,1502,568,568,HDAC4,1.2569325490081233
1492.0,12.0,53.92027340365813,1490.0,2.0,22.882082605525163,OVCAR-3,9.444444444444445,477,1490,1106,1106,PTGS2,8.322349859239166
1492.0,12.0,53.92027340365813,1490.0,2.0,22.882082605525163,OVCAR-3,9.444444444444445,477,1490,965,965,PDPK1,14.559732746285997
1491.0,2.0,0.266799141516753,1490.0,2.0,22.882082605525163,OVCAR-3,8.555555555555555,661,1490,1106,1106,PTGS2,8.322349859239166
1491.0,2.0,0.266799141516753,1490.0,2.0,22.882082605525163,OVCAR-3,8.555555555555555,661,1490,965,965,PDPK1,14.559732746285997
1493.0,2.0,24.327875305615517,1503.0,2.0,1.5301305232308982,OVCAR-3,7.666666666666667,2352,1503,858,858,MTOR,0.07759106049141137
1493.0,2.0,24.327875305615517,1503.0,2.0,1.5301305232308982,OVCAR-3,7.666666666666667,2352,1503,429,429,FGF2,1.4525394627394868
