DrugA_idx,DrugA_target_num,DrugA_target_att_sum,DrugB_idx,DrugB_target_num,DrugB_target_att_sum,Cell_idx,Score
Docetaxel,1.0,0.505449044,Tretinoin,0.0,0.0,SW-620,13.88888888888889
Docetaxel,1.0,0.505449044,Fulvestrant,0.0,0.0,SW-620,13.77777777777778
Fulvestrant,0.0,0.0,Everolimus,1.0,1.1748464,SW-620,12.77777777777778
Docetaxel,1.0,0.505449044,Celecoxib,1.0,0.225261044,SW-620,12.22222222222222
Paclitaxel,1.0,0.505449044,Tretinoin,0.0,0.0,SW-620,11.22222222222222
Everolimus,1.0,1.1748464,Paclitaxel,1.0,0.505449044,SW-620,10.11111111111111
Paclitaxel,1.0,0.505449044,Celecoxib,1.0,0.225261044,SW-620,8.777777777777779
Docetaxel,1.0,0.505449044,Nilotinib,0.0,0.0,SW-620,7.888888888888889
Sirolimus,2.0,2.715364086,Mitotane,0.0,0.0,SW-620,7.888888888888889
Fulvestrant,0.0,0.0,Romidepsin,0.0,0.0,SW-620,7.222222222222222
Mitotane,0.0,0.0,Everolimus,1.0,1.1748464,SW-620,6.333333333333333
Gefitinib,1.0,0.590673052,Lenalidomide,1.0,0.225261044,SW-620,6.0
Megestrol acetate,0.0,0.0,Gefitinib,1.0,0.590673052,SW-620,5.888888888888889
Mitotane,0.0,0.0,Docetaxel,1.0,0.505449044,SW-620,5.444444444444445
Mitotane,0.0,0.0,Tretinoin,0.0,0.0,SW-620,5.333333333333333
Paclitaxel,1.0,0.505449044,Nilotinib,0.0,0.0,SW-620,5.222222222222222
Docetaxel,1.0,0.505449044,Sirolimus,2.0,2.715364086,SW-620,4.666666666666667
Thalidomide,4.0,2.888804094,Sirolimus,2.0,2.715364086,SW-620,4.0
Romidepsin,0.0,0.0,Paclitaxel,1.0,0.505449044,SW-620,4.0
Vorinostat,0.0,0.0,Sirolimus,2.0,2.715364086,SW-620,3.4444444444444446
Everolimus,1.0,1.1748464,Docetaxel,1.0,0.505449044,SW-620,2.555555555555556
Sirolimus,2.0,2.715364086,Nilotinib,0.0,0.0,SW-620,2.4444444444444446
Romidepsin,0.0,0.0,Nilotinib,0.0,0.0,SW-620,2.333333333333333
Paclitaxel,1.0,0.505449044,Sirolimus,2.0,2.715364086,SW-620,1.7777777777777777
Sirolimus,2.0,2.715364086,Tretinoin,0.0,0.0,SW-620,1.6666666666666667
