SpNotation,SignalingPath,Attention,cell_line_name,cell_line_num,sum_rank
sp28,PI3K-Akt signaling pathway,73.63641729346432,NCI-H522,22,1
sp7,Calcium signaling pathway,47.644689928299975,NCI-H522,22,2
sp22,MAPK signaling pathway,43.04799912817796,NCI-H522,22,3
sp33,Rap1 signaling pathway,40.38493227801421,NCI-H522,22,4
sp34,Ras signaling pathway,38.24068005467397,NCI-H522,22,5
sp44,Wnt signaling pathway,31.718822511751977,NCI-H522,22,6
sp4,Apelin signaling pathway,27.326998743406385,NCI-H522,22,7
sp47,mTOR signaling pathway,26.849361298571488,NCI-H522,22,8
sp36,Signaling pathways regulating pluripotency of stem cells,26.15759325857999,NCI-H522,22,9
sp45,cAMP signaling pathway,25.83205897207998,NCI-H522,22,10
sp35,Relaxin signaling pathway,23.964275885699987,NCI-H522,22,11
sp24,NOD-like receptor signaling pathway,22.503734022875822,NCI-H522,22,12
sp30,Phospholipase D signaling pathway,22.110936056519993,NCI-H522,22,13
sp14,GnRH signaling pathway,21.813552890799997,NCI-H522,22,14
sp17,Hippo signaling pathway,21.48445213191679,NCI-H522,22,15
sp46,cGMP-PKG signaling pathway,20.86252117057399,NCI-H522,22,16
sp20,Insulin signaling pathway,20.80826758133281,NCI-H522,22,17
sp5,B cell receptor signaling pathway,19.8750528872,NCI-H522,22,18
sp13,Glucagon signaling pathway,19.463478618319993,NCI-H522,22,19
sp21,JAK-STAT signaling pathway,18.984147201719974,NCI-H522,22,20
sp10,Estrogen signaling pathway,18.409913183059995,NCI-H522,22,21
sp37,Sphingolipid signaling pathway,17.980007525839994,NCI-H522,22,22
sp38,T cell receptor signaling pathway,17.394158371699994,NCI-H522,22,23
sp27,Oxytocin signaling pathway,16.819447113318056,NCI-H522,22,24
sp39,TGF-beta signaling pathway,14.769435088539993,NCI-H522,22,25
sp25,Neurotrophin signaling pathway,14.165794190659993,NCI-H522,22,26
sp12,FoxO signaling pathway,14.070084788599994,NCI-H522,22,27
sp6,C-type lectin receptor signaling pathway,13.871016992139994,NCI-H522,22,28
sp8,Chemokine signaling pathway,13.779152669887985,NCI-H522,22,29
sp9,ErbB signaling pathway,13.661851919079997,NCI-H522,22,30
sp41,Thyroid hormone signaling pathway,12.944460420463093,NCI-H522,22,31
sp40,TNF signaling pathway,12.658662044479994,NCI-H522,22,32
sp42,Toll-like receptor signaling pathway,12.181868286059997,NCI-H522,22,33
sp31,Prolactin signaling pathway,12.158397996239994,NCI-H522,22,34
sp15,HIF-1 signaling pathway,12.118962397274453,NCI-H522,22,35
sp11,Fc epsilon RI signaling pathway,11.913583089379996,NCI-H522,22,36
sp1,AGE-RAGE signaling pathway in diabetic complications,11.459978844799993,NCI-H522,22,37
sp2,AMPK signaling pathway,10.814408670673076,NCI-H522,22,38
sp23,NF-kappa B signaling pathway,10.161135521079995,NCI-H522,22,39
sp16,Hedgehog signaling pathway,9.272452583719996,NCI-H522,22,40
sp43,VEGF signaling pathway,9.205028843899996,NCI-H522,22,41
sp32,RIG-I-like receptor signaling pathway,8.327313849299998,NCI-H522,22,42
sp19,IL-17 signaling pathway,7.608959368159993,NCI-H522,22,43
sp3,Adipocytokine signaling pathway,7.485205938719997,NCI-H522,22,44
sp29,PPAR signaling pathway,6.362449819465993,NCI-H522,22,45
sp26,Notch signaling pathway,6.207715224719996,NCI-H522,22,46
sp18,Hippo signaling pathway - multiple species,5.3914866738999985,NCI-H522,22,47
sp48,p53 signaling pathway,3.9937469427799965,NCI-H522,22,48
