DrugA_idx,DrugA_target_num,DrugA_target_idfatt_sum,DrugB_idx,DrugB_target_num,DrugB_target_idfatt_sum,Cell_idx,Score,index1,Drug,Target,node_num,node_name,att_deg
1495.0,1.0,21.510461686714486,1494.0,0.0,0.0,PC-3,25.0,888,1495,401,401.0,ITGB1,21.510461686714486
1501.0,2.0,0.0,1505.0,0.0,0.0,PC-3,17.666666666666668,366,1501,118,118.0,CNTFR,0.0
1501.0,2.0,0.0,1505.0,0.0,0.0,PC-3,17.666666666666668,366,1501,821,821.0,WNT3,0.0
1501.0,2.0,0.0,1490.0,0.0,0.0,PC-3,9.444444444444445,1160,1501,821,821.0,WNT3,0.0
1501.0,2.0,0.0,1490.0,0.0,0.0,PC-3,9.444444444444445,1160,1501,118,118.0,CNTFR,0.0
1503.0,1.0,3.4381471418604765,1490.0,0.0,0.0,PC-3,7.222222222222222,2406,1503,429,429.0,LAMB3,3.4381471418604765
1503.0,1.0,3.4381471418604765,1490.0,0.0,0.0,PC-3,7.222222222222222,2406,1503,858,,,
1492.0,10.0,3.5099439940913117,1490.0,0.0,0.0,PC-3,6.888888888888889,1256,1492,1325,,,
1492.0,10.0,3.5099439940913117,1490.0,0.0,0.0,PC-3,6.888888888888889,1256,1492,1314,,,
1492.0,10.0,3.5099439940913117,1490.0,0.0,0.0,PC-3,6.888888888888889,1256,1492,806,806.0,VAV3,0.06386452922040495
1492.0,10.0,3.5099439940913117,1490.0,0.0,0.0,PC-3,6.888888888888889,1256,1492,774,774.0,TEK,0.0
1492.0,10.0,3.5099439940913117,1490.0,0.0,0.0,PC-3,6.888888888888889,1256,1492,737,737.0,SOCS2,0.0
1492.0,10.0,3.5099439940913117,1490.0,0.0,0.0,PC-3,6.888888888888889,1256,1492,599,599.0,PLCD1,0.0
1492.0,10.0,3.5099439940913117,1490.0,0.0,0.0,PC-3,6.888888888888889,1256,1492,468,468.0,MAP3K8,0.0
1492.0,10.0,3.5099439940913117,1490.0,0.0,0.0,PC-3,6.888888888888889,1256,1492,442,442.0,LIF,0.0
1492.0,10.0,3.5099439940913117,1490.0,0.0,0.0,PC-3,6.888888888888889,1256,1492,394,394.0,ITGA3,3.4460794648709068
1492.0,10.0,3.5099439940913117,1490.0,0.0,0.0,PC-3,6.888888888888889,1256,1492,2,2.0,ABL2,0.0
1492.0,10.0,3.5099439940913117,1490.0,0.0,0.0,PC-3,6.888888888888889,1256,1492,1,1.0,ABL1,0.0
1492.0,10.0,3.5099439940913117,1490.0,0.0,0.0,PC-3,6.888888888888889,1256,1492,707,707.0,RPS6KA2,0.0
1494.0,0.0,0.0,1503.0,1.0,3.4381471418604765,PC-3,6.777777777777778,2264,1494,858,,,
1499.0,1.0,21.510461686714486,1494.0,0.0,0.0,PC-3,6.444444444444445,997,1499,401,401.0,ITGB1,21.510461686714486
