DrugA_idx,DrugA_target_num,DrugA_target_att_sum,DrugB_idx,DrugB_target_num,DrugB_target_att_sum,Cell_idx,Score
Sirolimus,2.0,7.92977481215765,Mitotane,2.0,1.81623764846857,ACHN,9.444444444444445
Sirolimus,2.0,7.92977481215765,Tretinoin,4.0,6.073724514255691,ACHN,5.888888888888889
Mitotane,2.0,1.81623764846857,Docetaxel,2.0,2.39857986474364,ACHN,5.555555555555555
Sirolimus,2.0,7.92977481215765,Celecoxib,2.0,4.08143497908973,ACHN,5.0
Mitotane,2.0,1.81623764846857,Tretinoin,4.0,6.073724514255691,ACHN,4.777777777777778
Mitotane,2.0,1.81623764846857,Dasatinib,12.0,19.91136384394067,ACHN,3.4444444444444446
Mitotane,2.0,1.81623764846857,Cladribine,2.0,0.02975347602,ACHN,3.333333333333333
Mitotane,2.0,1.81623764846857,Sirolimus,2.0,7.92977481215765,ACHN,2.6666666666666665
Thalidomide,4.0,15.78505953060253,Paclitaxel,2.0,2.39857986474364,ACHN,2.2222222222222223
Mitotane,2.0,1.81623764846857,Everolimus,1.0,3.88336799471765,ACHN,2.111111111111111
Fulvestrant,1.0,1.68199127250857,Romidepsin,3.0,1.70216061567777,ACHN,1.8888888888888888
Nilotinib,2.0,4.422340430716,Cladribine,2.0,0.02975347602,ACHN,0.5555555555555556
Fulvestrant,1.0,1.68199127250857,Tretinoin,4.0,6.073724514255691,ACHN,0.4444444444444444
Fulvestrant,1.0,1.68199127250857,Cladribine,2.0,0.02975347602,ACHN,0.3333333333333333
Cladribine,2.0,0.02975347602,Celecoxib,2.0,4.08143497908973,ACHN,0.2222222222222222
Nilotinib,2.0,4.422340430716,Tretinoin,4.0,6.073724514255691,ACHN,-0.1111111111111111
Thalidomide,4.0,15.78505953060253,Mitotane,2.0,1.81623764846857,ACHN,-1.7777777777777777
Tretinoin,4.0,6.073724514255691,Cladribine,2.0,0.02975347602,ACHN,-1.7777777777777777
Nilotinib,2.0,4.422340430716,Celecoxib,2.0,4.08143497908973,ACHN,-1.7777777777777777
Thalidomide,4.0,15.78505953060253,Cladribine,2.0,0.02975347602,ACHN,-2.0
Tretinoin,4.0,6.073724514255691,Celecoxib,2.0,4.08143497908973,ACHN,-2.0
Fulvestrant,1.0,1.68199127250857,Everolimus,1.0,3.88336799471765,ACHN,-2.333333333333333
Thalidomide,4.0,15.78505953060253,Sirolimus,2.0,7.92977481215765,ACHN,-2.555555555555556
Megestrol acetate,1.0,0.13424637596,Gefitinib,1.0,16.159747679006,ACHN,-2.555555555555556
Thalidomide,4.0,15.78505953060253,Tretinoin,4.0,6.073724514255691,ACHN,-2.555555555555556
Fulvestrant,1.0,1.68199127250857,Dasatinib,12.0,19.91136384394067,ACHN,-3.0
Mitotane,2.0,1.81623764846857,Celecoxib,2.0,4.08143497908973,ACHN,-3.111111111111111
Fulvestrant,1.0,1.68199127250857,Vorinostat,3.0,1.688314042645321,ACHN,-3.555555555555556
Sirolimus,2.0,7.92977481215765,Cladribine,2.0,0.02975347602,ACHN,-4.0
Fulvestrant,1.0,1.68199127250857,Sirolimus,2.0,7.92977481215765,ACHN,-4.222222222222222
Fulvestrant,1.0,1.68199127250857,Paclitaxel,2.0,2.39857986474364,ACHN,-4.555555555555555
Fulvestrant,1.0,1.68199127250857,Celecoxib,2.0,4.08143497908973,ACHN,-5.111111111111111
Sirolimus,2.0,7.92977481215765,Nilotinib,2.0,4.422340430716,ACHN,-5.333333333333333
Gefitinib,1.0,16.159747679006,Lenalidomide,1.0,1.35780230788,ACHN,-6.111111111111111
Nilotinib,2.0,4.422340430716,Mitotane,2.0,1.81623764846857,ACHN,-7.333333333333333
Thalidomide,4.0,15.78505953060253,Docetaxel,2.0,2.39857986474364,ACHN,-8.444444444444445
Fulvestrant,1.0,1.68199127250857,Nilotinib,2.0,4.422340430716,ACHN,-8.666666666666666
Megestrol acetate,1.0,0.13424637596,Lenalidomide,1.0,1.35780230788,ACHN,-9.88888888888889
Mitotane,2.0,1.81623764846857,Nilotinib,2.0,4.422340430716,ACHN,-15.88888888888889
