"node_num","node_name","node_type","att_deg"
13,"ACTB","gene",7.378582714
21,"ADCY1","gene",2.192250638
22,"ADCY2","gene",2.44657269
23,"ADCY3","gene",2.144180318
24,"ADCY4","gene",1.942268974
25,"ADCY5","gene",1.938790164
26,"ADCY6","gene",1.941034346
27,"ADCY7","gene",1.942652388
28,"ADCY8","gene",2.19164472
29,"ADCY9","gene",1.882626542
43,"ADRB2","gene",0.38141073
49,"AKT1","gene",4.997405594
51,"AKT2","gene",2.606944448
65,"ARAP3","gene",0.368547366
66,"ARF1","gene",2.23767293
68,"ARHGDIA","gene",0.322517498
69,"ARHGDIB","gene",0.362100178
70,"ARHGDIG","gene",0.37990526
71,"ARHGEF12","gene",0.432739038
76,"ATF4","gene",12.851608696
112,"BAD","gene",0.335091268
118,"BCL2","gene",0.389280928
119,"BCL2L1","gene",0.547706615
124,"BDNF","gene",0.518349216
163,"CALM1","gene",0.253456944
164,"CALM2","gene",0.262958064
165,"CALM3","gene",12.285143536
166,"CALML3","gene",0.302024864
167,"CAMK1","gene",0.265972222
168,"CAMK1D","gene",0.265727318
169,"CAMK2A","gene",1.041462282
170,"CAMK2B","gene",1.041462354
171,"CAMK2D","gene",1.039526704
172,"CAMK2G","gene",0.99447054
173,"CAMK4","gene",1.05810244
184,"CASR","gene",1.906873796
195,"CCNB1","gene",0.708038346
197,"CCND1","gene",5.129198349
213,"CDC37","gene",0.478329308
214,"CDC42","gene",2.697256866
218,"CDK4","gene",0.221812318
233,"CHRM1","gene",0.815887792
235,"CHUK","gene",0.270128328
239,"CNR1","gene",0.57211292
241,"COL1A1","gene",0.235178306
242,"COL1A2","gene",0.255173072
272,"CSNK1D","gene",0.400844236
273,"CSNK1E","gene",0.402979126
282,"CTNNA1","gene",0.349639772
283,"CTNNA2","gene",0.429233752
305,"CYTH1","gene",0.451545588
306,"CYTH2","gene",0.43685876
307,"CYTH3","gene",0.472112516
308,"DAAM1","gene",0.355787546
309,"DAAM2","gene",0.37078972
322,"DIAPH1","gene",0.387284694
337,"DRD2","gene",0.72917556
354,"DVL3","gene",7.54673721
360,"EDN1","gene",7.446978408
363,"EDNRB","gene",0.352292632
367,"EFNA1","gene",0.428050023
368,"EFNA2","gene",0.51901434
369,"EFNA3","gene",0.4402694244
370,"EFNA4","gene",0.4308270368
371,"EFNA5","gene",0.51744018
372,"EGFR","gene",0.60828413
381,"EIF4E","gene",0.95007613
382,"EIF4E1B","gene",0.965094666
383,"EIF4E2","gene",0.943970672
384,"EIF4EBP1","gene",3.661982978
388,"ENAH","gene",0.533340796
397,"ERBB2","gene",0.236695662
398,"ERBB3","gene",29.1257975198
400,"EREG","gene",0.519233998
407,"EVL","gene",0.533340804
410,"F2R","gene",0.43461459
423,"FFAR2","gene",0.380077092
424,"FGF1","gene",0.824011827
425,"FGF10","gene",0.821606516
426,"FGF17","gene",0.8221059342
427,"FGF18","gene",0.8208902672
428,"FGF19","gene",0.82394174
429,"FGF2","gene",0.8221058818
430,"FGF20","gene",0.8238924152
431,"FGF22","gene",0.8221759568
432,"FGF3","gene",0.820369976
433,"FGF4","gene",0.824172681
434,"FGF5","gene",0.8222697608
435,"FGF6","gene",0.8132847
436,"FGF8","gene",0.8240029862
437,"FGF9","gene",0.822262508
450,"FLT3LG","gene",0.517987196
455,"FOS","gene",0.283244192
458,"FOXO1","gene",0.35528806
459,"FOXO3","gene",0.582908552
469,"FZD1","gene",0.614375864
470,"FZD10","gene",0.618210952
471,"FZD2","gene",0.609809022
472,"FZD3","gene",0.61438501
473,"FZD4","gene",0.609786436
474,"FZD5","gene",0.616632528
475,"FZD6","gene",0.61910355
476,"FZD7","gene",0.614381504
477,"FZD8","gene",0.617616512
478,"FZD9","gene",0.61844409
483,"GABBR1","gene",0.576870014
484,"GABBR2","gene",0.597811822
491,"GCGR","gene",0.46051746
496,"GDNF","gene",0.305167438
501,"GHSR","gene",0.38117713
502,"GLI1","gene",0.318027486
503,"GLI2","gene",0.319437818
504,"GLI3","gene",0.315708144
506,"GNA11","gene",0.902877676
507,"GNA12","gene",0.827229696
508,"GNA13","gene",0.816218208
512,"GNAI2","gene",1.34015585
516,"GNAQ","gene",2.327482988
517,"GNAS","gene",12.709254738
518,"GNB1","gene",0.364587438
519,"GNB2","gene",0.364116286
520,"GNB3","gene",0.428105178
521,"GNB4","gene",0.396125912
522,"GNB5","gene",0.433021114
523,"GNG10","gene",0.407907584
524,"GNG11","gene",19.500155982
525,"GNG13","gene",0.431190992
526,"GNG4","gene",0.434759152
527,"GNG5","gene",0.364334838
528,"GNG7","gene",0.4335101
529,"GNG8","gene",0.433510094
530,"GNGT2","gene",0.434745916
533,"GRB2","gene",3.2730159702
550,"GRM1","gene",0.218127816
557,"GSK3B","gene",0.841405632
561,"GYS1","gene",0.295441264
562,"HBEGF","gene",0.20457929
563,"HCAR1","gene",0.37141189
588,"HRAS","gene",0.277301814
591,"HSP90AA1","gene",0.833281496
592,"HSP90AB1","gene",3.27243836
593,"HSP90B1","gene",0.42085434
599,"HSPA8","gene",1.065794946
600,"HTR1A","gene",0.381407308
601,"HTR1B","gene",0.38065151
602,"HTR1E","gene",0.38020299
603,"HTR1F","gene",0.381858102
607,"HTR7","gene",0.33133892
613,"IFNAR1","gene",1.54048525
614,"IFNAR2","gene",1.70883661
618,"IGF2","gene",0.519655817
621,"IKBKB","gene",0.259962624
648,"IL6ST","gene",0.275415298
651,"INS","gene",0.762364817
652,"INSR","gene",0.771354726
686,"JAK1","gene",3.267002296
690,"JUN","gene",0.238769564
707,"KIT","gene",0.245420682
708,"KITLG","gene",0.452758298
711,"KRAS","gene",0.312022502
734,"LAT","gene",4.207878042
753,"LIFR","gene",0.310087204
760,"LPAR1","gene",0.427102682
761,"LPAR2","gene",0.419649168
762,"LPAR3","gene",0.435455422
763,"LPAR5","gene",0.430161806
767,"LRP5","gene",0.308901062
768,"LRP6","gene",0.34781418
781,"MAP2K1","gene",1.443132188
782,"MAP2K2","gene",1.517357974
783,"MAP2K3","gene",0.415305778
784,"MAP2K4","gene",0.821393616
785,"MAP2K5","gene",1.02935463
786,"MAP2K6","gene",0.429435794
787,"MAP2K7","gene",0.819134908
788,"MAP3K1","gene",0.329577238
798,"MAP3K8","gene",0.234475652
802,"MAPK1","gene",1.41709414
803,"MAPK11","gene",0.388563032
804,"MAPK12","gene",0.404993338
805,"MAPK13","gene",0.342056418
806,"MAPK14","gene",0.364256486
808,"MAPK3","gene",1.343672
811,"MAPK7","gene",2.336875206
812,"MAPK8","gene",0.910853384
816,"MAPK9","gene",0.89705868
818,"MAPKAPK2","gene",0.750332332
819,"MAPKAPK3","gene",0.406057794
848,"MKNK1","gene",0.411112208
849,"MKNK2","gene",0.396607936
852,"MMP2","gene",0.504824912
855,"MRAS","gene",0.315236074
856,"MST1","gene",0.301353946
858,"MTOR","gene",0.324742918
864,"MYL6","gene",0.515666024
865,"MYL6B","gene",0.53334798
866,"MYL9","gene",0.533337056
