DrugA_idx,DrugA_target_num,DrugA_target_att_sum,DrugB_idx,DrugB_target_num,DrugB_target_att_sum,Cell_idx,Score
Everolimus,1.0,1.210107532,Docetaxel,1.0,0.50158635,U251,7.111111111111111
Fulvestrant,0.0,0.0,Romidepsin,0.0,0.0,U251,7.111111111111111
Sirolimus,2.0,2.754353634,Tretinoin,0.0,0.0,U251,6.777777777777778
Mitotane,0.0,0.0,Docetaxel,1.0,0.50158635,U251,6.111111111111111
Sirolimus,2.0,2.754353634,Mitotane,0.0,0.0,U251,5.222222222222222
Dasatinib,4.0,63.517014298,Sirolimus,2.0,2.754353634,U251,3.6666666666666665
Megestrol acetate,0.0,0.0,Gefitinib,1.0,1.092883758,U251,3.4444444444444446
Dasatinib,4.0,63.517014298,Paclitaxel,1.0,0.50158635,U251,3.4444444444444446
Everolimus,1.0,1.210107532,Paclitaxel,1.0,0.50158635,U251,3.111111111111111
Tretinoin,0.0,0.0,Cladribine,0.0,0.0,U251,2.888888888888889
Thalidomide,4.0,3.3537888779999996,Mitotane,0.0,0.0,U251,1.7777777777777777
Fulvestrant,0.0,0.0,Cladribine,0.0,0.0,U251,1.6666666666666667
Sirolimus,2.0,2.754353634,Celecoxib,1.0,0.373884768,U251,1.0
Everolimus,1.0,1.210107532,Romidepsin,0.0,0.0,U251,0.6666666666666666
Fulvestrant,0.0,0.0,Tretinoin,0.0,0.0,U251,0.3333333333333333
Dasatinib,4.0,63.517014298,Vorinostat,0.0,0.0,U251,0.3333333333333333
Everolimus,1.0,1.210107532,Vorinostat,0.0,0.0,U251,0.3333333333333333
Sirolimus,2.0,2.754353634,Nilotinib,1.0,0.40373006,U251,0.2222222222222222
Fulvestrant,0.0,0.0,Everolimus,1.0,1.210107532,U251,0.1111111111111111
Dasatinib,4.0,63.517014298,Docetaxel,1.0,0.50158635,U251,-0.2222222222222222
Megestrol acetate,0.0,0.0,Lenalidomide,1.0,0.373884768,U251,-0.3333333333333333
Fulvestrant,0.0,0.0,Vorinostat,0.0,0.0,U251,-0.6666666666666666
Thalidomide,4.0,3.3537888779999996,Sirolimus,2.0,2.754353634,U251,-1.3333333333333333
Mitotane,0.0,0.0,Celecoxib,1.0,0.373884768,U251,-1.4444444444444444
Fulvestrant,0.0,0.0,Paclitaxel,1.0,0.50158635,U251,-1.6666666666666667
Dasatinib,4.0,63.517014298,Celecoxib,1.0,0.373884768,U251,-2.555555555555556
Gefitinib,1.0,1.092883758,Lenalidomide,1.0,0.373884768,U251,-3.111111111111111
Mitotane,0.0,0.0,Cladribine,0.0,0.0,U251,-3.2222222222222223
Dasatinib,4.0,63.517014298,Romidepsin,0.0,0.0,U251,-3.4444444444444446
Mitotane,0.0,0.0,Tretinoin,0.0,0.0,U251,-3.4444444444444446
Mitotane,0.0,0.0,Everolimus,1.0,1.210107532,U251,-3.888888888888889
Fulvestrant,0.0,0.0,Dasatinib,4.0,63.517014298,U251,-4.111111111111111
Thalidomide,4.0,3.3537888779999996,Paclitaxel,1.0,0.50158635,U251,-4.333333333333333
Mitotane,0.0,0.0,Dasatinib,4.0,63.517014298,U251,-4.444444444444445
Everolimus,1.0,1.210107532,Sirolimus,2.0,2.754353634,U251,-4.555555555555555
Nilotinib,1.0,0.40373006,Cladribine,0.0,0.0,U251,-4.666666666666667
Dasatinib,4.0,63.517014298,Tretinoin,0.0,0.0,U251,-4.888888888888889
Cladribine,0.0,0.0,Celecoxib,1.0,0.373884768,U251,-5.111111111111111
Everolimus,1.0,1.210107532,Cladribine,0.0,0.0,U251,-5.444444444444445
Everolimus,1.0,1.210107532,Celecoxib,1.0,0.373884768,U251,-6.555555555555555
Dasatinib,4.0,63.517014298,Cladribine,0.0,0.0,U251,-7.0
Nilotinib,1.0,0.40373006,Celecoxib,1.0,0.373884768,U251,-7.0
Mitotane,0.0,0.0,Nilotinib,1.0,0.40373006,U251,-7.111111111111111
Nilotinib,1.0,0.40373006,Tretinoin,0.0,0.0,U251,-7.111111111111111
Mitotane,0.0,0.0,Sirolimus,2.0,2.754353634,U251,-7.666666666666667
Everolimus,1.0,1.210107532,Nilotinib,1.0,0.40373006,U251,-8.11111111111111
Tretinoin,0.0,0.0,Celecoxib,1.0,0.373884768,U251,-8.222222222222221
Fulvestrant,0.0,0.0,Celecoxib,1.0,0.373884768,U251,-8.555555555555555
Everolimus,1.0,1.210107532,Dasatinib,4.0,63.517014298,U251,-9.0
Sirolimus,2.0,2.754353634,Cladribine,0.0,0.0,U251,-9.22222222222222
Dasatinib,4.0,63.517014298,Nilotinib,1.0,0.40373006,U251,-10.22222222222222
Fulvestrant,0.0,0.0,Sirolimus,2.0,2.754353634,U251,-11.333333333333334
Nilotinib,1.0,0.40373006,Mitotane,0.0,0.0,U251,-12.0
Thalidomide,4.0,3.3537888779999996,Cladribine,0.0,0.0,U251,-12.0
Thalidomide,4.0,3.3537888779999996,Tretinoin,0.0,0.0,U251,-12.666666666666666
Everolimus,1.0,1.210107532,Tretinoin,0.0,0.0,U251,-13.0
