DrugA_idx,DrugA_target_num,DrugA_target_att_sum,DrugB_idx,DrugB_target_num,DrugB_target_att_sum,Cell_idx,Score
Fulvestrant,1.0,1.23866010500824,Romidepsin,3.0,4.68611897214641,NCI-H23,5.888888888888889
Sirolimus,2.0,8.42783324533012,Mitotane,2.0,1.360960827562928,NCI-H23,3.4444444444444446
Thalidomide,4.0,16.958757963986052,Paclitaxel,2.0,2.48216935657718,NCI-H23,2.888888888888889
Mitotane,2.0,1.360960827562928,Tretinoin,4.0,5.680800198442338,NCI-H23,2.0
Mitotane,2.0,1.360960827562928,Celecoxib,2.0,3.6886559669741903,NCI-H23,1.3333333333333333
Cladribine,2.0,0.047735360899999996,Celecoxib,2.0,3.6886559669741903,NCI-H23,1.1111111111111112
Tretinoin,4.0,5.680800198442338,Celecoxib,2.0,3.6886559669741903,NCI-H23,1.0
Mitotane,2.0,1.360960827562928,Everolimus,1.0,4.26877820079012,NCI-H23,0.6666666666666666
Nilotinib,2.0,4.34921958022,Cladribine,2.0,0.047735360899999996,NCI-H23,0.4444444444444444
Fulvestrant,1.0,1.23866010500824,Vorinostat,3.0,4.661952399092136,NCI-H23,0.2222222222222222
Tretinoin,4.0,5.680800198442338,Cladribine,2.0,0.047735360899999996,NCI-H23,0.2222222222222222
Thalidomide,4.0,16.958757963986052,Tretinoin,4.0,5.680800198442338,NCI-H23,-0.1111111111111111
Fulvestrant,1.0,1.23866010500824,Tretinoin,4.0,5.680800198442338,NCI-H23,-0.6666666666666666
Fulvestrant,1.0,1.23866010500824,Cladribine,2.0,0.047735360899999996,NCI-H23,-1.2222222222222223
Megestrol acetate,1.0,0.122300722554688,Gefitinib,1.0,7.56235307754092,NCI-H23,-1.4444444444444444
Mitotane,2.0,1.360960827562928,Sirolimus,2.0,8.42783324533012,NCI-H23,-1.4444444444444444
Gefitinib,1.0,7.56235307754092,Lenalidomide,1.0,1.01173079164,NCI-H23,-1.5555555555555556
Fulvestrant,1.0,1.23866010500824,Dasatinib,12.0,79.201742959188,NCI-H23,-1.8888888888888888
Mitotane,2.0,1.360960827562928,Dasatinib,12.0,79.201742959188,NCI-H23,-2.555555555555556
Fulvestrant,1.0,1.23866010500824,Celecoxib,2.0,3.6886559669741903,NCI-H23,-3.0
Sirolimus,2.0,8.42783324533012,Celecoxib,2.0,3.6886559669741903,NCI-H23,-3.333333333333333
Fulvestrant,1.0,1.23866010500824,Paclitaxel,2.0,2.48216935657718,NCI-H23,-4.444444444444445
Mitotane,2.0,1.360960827562928,Docetaxel,2.0,2.48216935657718,NCI-H23,-4.777777777777778
Fulvestrant,1.0,1.23866010500824,Everolimus,1.0,4.26877820079012,NCI-H23,-5.111111111111111
Fulvestrant,1.0,1.23866010500824,Sirolimus,2.0,8.42783324533012,NCI-H23,-5.111111111111111
Sirolimus,2.0,8.42783324533012,Nilotinib,2.0,4.34921958022,NCI-H23,-5.333333333333333
Mitotane,2.0,1.360960827562928,Cladribine,2.0,0.047735360899999996,NCI-H23,-5.777777777777778
Thalidomide,4.0,16.958757963986052,Mitotane,2.0,1.360960827562928,NCI-H23,-6.0
Megestrol acetate,1.0,0.122300722554688,Lenalidomide,1.0,1.01173079164,NCI-H23,-6.888888888888889
Sirolimus,2.0,8.42783324533012,Cladribine,2.0,0.047735360899999996,NCI-H23,-7.444444444444445
Mitotane,2.0,1.360960827562928,Nilotinib,2.0,4.34921958022,NCI-H23,-8.11111111111111
Nilotinib,2.0,4.34921958022,Mitotane,2.0,1.360960827562928,NCI-H23,-8.333333333333334
Sirolimus,2.0,8.42783324533012,Tretinoin,4.0,5.680800198442338,NCI-H23,-8.777777777777779
Fulvestrant,1.0,1.23866010500824,Nilotinib,2.0,4.34921958022,NCI-H23,-8.88888888888889
Nilotinib,2.0,4.34921958022,Celecoxib,2.0,3.6886559669741903,NCI-H23,-9.555555555555555
Thalidomide,4.0,16.958757963986052,Docetaxel,2.0,2.48216935657718,NCI-H23,-12.555555555555555
Nilotinib,2.0,4.34921958022,Tretinoin,4.0,5.680800198442338,NCI-H23,-13.333333333333334
Thalidomide,4.0,16.958757963986052,Cladribine,2.0,0.047735360899999996,NCI-H23,-13.555555555555555
