SpNotation,SignalingPath,Attention,cell_line_name,cell_line_num,sum_rank
sp28,PI3K-Akt signaling pathway,261.0000066831447,A498,1,1
sp22,MAPK signaling pathway,220.00000876109382,A498,1,2
sp34,Ras signaling pathway,171.00000601749588,A498,1,3
sp33,Rap1 signaling pathway,170.00000413129536,A498,1,4
sp45,cAMP signaling pathway,162.00000270156184,A498,1,5
sp7,Calcium signaling pathway,135.00000353171993,A498,1,6
sp44,Wnt signaling pathway,133.00000564375787,A498,1,7
sp17,Hippo signaling pathway,131.00000483569613,A498,1,8
sp47,mTOR signaling pathway,127.0000026604022,A498,1,9
sp8,Chemokine signaling pathway,124.00000604118188,A498,1,10
sp27,Oxytocin signaling pathway,117.00000283048375,A498,1,11
sp46,cGMP-PKG signaling pathway,109.00000345419994,A498,1,12
sp35,Relaxin signaling pathway,102.00000281339995,A498,1,13
sp20,Insulin signaling pathway,101.00000256889126,A498,1,14
sp25,Neurotrophin signaling pathway,100.00000286150394,A498,1,15
sp4,Apelin signaling pathway,96.00000352679639,A498,1,16
sp41,Thyroid hormone signaling pathway,96.00000294804111,A498,1,17
sp12,FoxO signaling pathway,96.00000223255994,A498,1,18
sp21,JAK-STAT signaling pathway,94.00000253213989,A498,1,19
sp36,Signaling pathways regulating pluripotency of stem cells,91.00000244033997,A498,1,20
sp10,Estrogen signaling pathway,89.00000244447251,A498,1,21
sp30,Phospholipase D signaling pathway,86.00000246485996,A498,1,22
sp24,NOD-like receptor signaling pathway,85.00000243949489,A498,1,23
sp15,HIF-1 signaling pathway,81.00000228147437,A498,1,24
sp37,Sphingolipid signaling pathway,77.00000238992358,A498,1,25
sp2,AMPK signaling pathway,75.00000227256254,A498,1,26
sp38,T cell receptor signaling pathway,73.00000215475998,A498,1,27
sp39,TGF-beta signaling pathway,73.00000183183995,A498,1,28
sp6,C-type lectin receptor signaling pathway,72.00000151305997,A498,1,29
sp13,Glucagon signaling pathway,69.00000199763426,A498,1,30
sp14,GnRH signaling pathway,68.00000220283998,A498,1,31
sp48,p53 signaling pathway,65.00000138886452,A498,1,32
sp9,ErbB signaling pathway,64.00000174925998,A498,1,33
sp1,AGE-RAGE signaling pathway in diabetic complications,62.00000242913997,A498,1,34
sp40,TNF signaling pathway,59.00000169507998,A498,1,35
sp23,NF-kappa B signaling pathway,59.00000147147997,A498,1,36
sp31,Prolactin signaling pathway,57.000002071719976,A498,1,37
sp42,Toll-like receptor signaling pathway,57.000001775359976,A498,1,38
sp19,IL-17 signaling pathway,56.00000177639996,A498,1,39
sp5,B cell receptor signaling pathway,52.00000148859999,A498,1,40
sp26,Notch signaling pathway,50.000002077439966,A498,1,41
sp43,VEGF signaling pathway,49.00000105295998,A498,1,42
sp16,Hedgehog signaling pathway,48.00000165445997,A498,1,43
sp29,PPAR signaling pathway,44.000001717226475,A498,1,44
sp3,Adipocytokine signaling pathway,44.000001463199986,A498,1,45
sp11,Fc epsilon RI signaling pathway,42.00000131247999,A498,1,46
sp32,RIG-I-like receptor signaling pathway,40.000001418199986,A498,1,47
sp18,Hippo signaling pathway - multiple species,26.00000075839999,A498,1,48
