"node_num","node_name","node_type","att_deg"
13,"ACTB","gene",7.408314242
21,"ADCY1","gene",2.57469249
22,"ADCY2","gene",2.742703822
23,"ADCY3","gene",2.512727714
24,"ADCY4","gene",2.22445002
25,"ADCY5","gene",2.224450044
26,"ADCY6","gene",2.17345464
27,"ADCY7","gene",2.182625192
28,"ADCY8","gene",2.576581722
29,"ADCY9","gene",2.182625254
42,"ADRB1","gene",0.220060142
43,"ADRB2","gene",0.220060158
45,"AGTR1","gene",1.375721116
49,"AKT1","gene",2.620276291
51,"AKT2","gene",2.657116468
60,"APC","gene",0.40420691
61,"APC2","gene",0.411498944
65,"ARAP3","gene",0.42201522
68,"ARHGDIA","gene",0.35996816
69,"ARHGDIB","gene",0.438054762
70,"ARHGDIG","gene",0.438801788
71,"ARHGEF12","gene",0.445149476
76,"ATF4","gene",14.80466354
109,"AXIN1","gene",0.40228429
110,"AXIN2","gene",0.40426059
118,"BCL2","gene",0.686503568
123,"BDKRB2","gene",0.220060158
127,"BIRC2","gene",2.815550228
163,"CALM1","gene",0.2609768
164,"CALM2","gene",19.772201594
165,"CALM3","gene",0.274183522
166,"CALML3","gene",0.312368
167,"CAMK1","gene",0.344076026
168,"CAMK1D","gene",0.335334024
169,"CAMK2A","gene",1.175714128
170,"CAMK2B","gene",1.178684398
171,"CAMK2D","gene",1.12118926
172,"CAMK2G","gene",1.12216742
173,"CAMK4","gene",0.781169142
184,"CASR","gene",2.030003888
193,"CCL5","gene",0.350474712
197,"CCND1","gene",19.1050780726
198,"CCND2","gene",0.37301336
199,"CCND3","gene",0.328713328
213,"CDC37","gene",0.44327906
214,"CDC42","gene",2.776936126
215,"CDH1","gene",0.942855182
218,"CDK4","gene",0.644828446
219,"CDK6","gene",0.341345274
220,"CDKN1A","gene",0.333106844
228,"CHAD","gene",0.528802256
239,"CNR1","gene",0.346794128
241,"COL1A1","gene",0.799919556
242,"COL1A2","gene",0.831925408
243,"COL2A1","gene",0.528802256
244,"COL4A1","gene",0.693868024
245,"COL4A2","gene",0.457933494
246,"COL4A3","gene",0.528342204
247,"COL4A4","gene",0.527330024
248,"COL6A2","gene",0.526568392
249,"COL6A3","gene",0.528826894
250,"COL9A1","gene",0.528826994
251,"COL9A2","gene",0.528793462
252,"COL9A3","gene",0.5288297
253,"COMP","gene",0.528802266
269,"CSF1R","gene",0.537686696
270,"CSF3","gene",0.7076817
281,"CTF1","gene",0.403888418
284,"CTNNB1","gene",2.401647406
292,"CXCL1","gene",1.105516898
296,"CXCL2","gene",0.257171592
297,"CXCL3","gene",0.29399491
308,"DAAM1","gene",0.410855236
309,"DAAM2","gene",0.42328236
322,"DIAPH1","gene",0.401662414
324,"DKK1","gene",0.764073432
333,"DNM1L","gene",4
337,"DRD2","gene",0.349125472
353,"DVL1","gene",0.22147543
354,"DVL3","gene",0.22147542
367,"EFNA1","gene",9.8923930906
372,"EGFR","gene",0.885229112
388,"ENAH","gene",0.533321574
394,"EPHA2","gene",0.272507732
395,"EPO","gene",0.410887752
398,"ERBB3","gene",0.217259106
399,"ERBB4","gene",0.218471902
407,"EVL","gene",0.533321574
438,"FGFR1","gene",0.294055838
439,"FGFR2","gene",0.538452477
440,"FGFR3","gene",0.535624218
441,"FGFR4","gene",0.53252425
448,"FLT1","gene",0.5376867572
449,"FLT3","gene",0.5376867832
451,"FLT4","gene",0.538010406
452,"FN1","gene",0.45879644
455,"FOS","gene",18.2185256126
458,"FOXO1","gene",0.453702826
459,"FOXO3","gene",0.452585776
469,"FZD1","gene",0.305188228
470,"FZD10","gene",0.318546214
471,"FZD2","gene",0.294794002
472,"FZD3","gene",0.317927292
473,"FZD4","gene",0.317288502
474,"FZD5","gene",0.316958978
475,"FZD6","gene",0.273187738
476,"FZD7","gene",0.318665164
477,"FZD8","gene",0.301885174
478,"FZD9","gene",0.319072058
483,"GABBR1","gene",0.243350554
484,"GABBR2","gene",0.248258139
491,"GCGR","gene",0.457532144
498,"GH1","gene",0.410887728
502,"GLI1","gene",0.487089264
503,"GLI2","gene",0.464299058
504,"GLI3","gene",0.493800982
506,"GNA11","gene",1.29176563
507,"GNA12","gene",0.814335972
508,"GNA13","gene",0.807472622
511,"GNAI1","gene",2.498595349
516,"GNAQ","gene",1.918559062
517,"GNAS","gene",18.124573306
518,"GNB1","gene",0.249419696
519,"GNB2","gene",0.670221764
520,"GNB3","gene",0.272039324
521,"GNB4","gene",0.271463984
522,"GNB5","gene",0.26948566
523,"GNG10","gene",0.266257038
524,"GNG11","gene",0.673472416
525,"GNG13","gene",0.271463996
526,"GNG4","gene",0.272039276
527,"GNG5","gene",0.241039238
528,"GNG7","gene",0.271464002
529,"GNG8","gene",0.271463972
530,"GNGT2","gene",0.271463992
533,"GRB2","gene",1.316131109
550,"GRM1","gene",0.216498918
557,"GSK3B","gene",0.440187118
561,"GYS1","gene",0.303265246
588,"HRAS","gene",0.664412252
591,"HSP90AA1","gene",0.799316546
592,"HSP90AB1","gene",3.135995194
593,"HSP90B1","gene",0.393398738
599,"HSPA8","gene",0.964985068
609,"ID1","gene",3.155261462
613,"IFNAR1","gene",1.541079462
614,"IFNAR2","gene",1.470067042
615,"IFNGR1","gene",7.34079642
617,"IGF1R","gene",0.499715084
621,"IKBKB","gene",0.4820606912
624,"IL11","gene",0.409319902
626,"IL12A","gene",0.760069876
627,"IL12B","gene",0.76206284
629,"IL13","gene",0.70849285
630,"IL15","gene",0.40475998
634,"IL17D","gene",0.409595128
645,"IL3","gene",0.40959511
648,"IL6ST","gene",0.300747408
651,"INS","gene",0.213872768
652,"INSR","gene",1.3581075704
662,"IRS1","gene",1.8186009474
663,"IRS2","gene",0.383601866
665,"ITGA1","gene",0.528802256
666,"ITGA11","gene",0.528712256
667,"ITGA2","gene",0.525191538
668,"ITGA3","gene",0.442071398
669,"ITGA4","gene",0.528826894
670,"ITGA5","gene",0.52315478
671,"ITGA6","gene",0.456916634
672,"ITGA7","gene",0.528802256
673,"ITGA9","gene",0.52867852
674,"ITGAV","gene",2.6845218868
675,"ITGB1","gene",25.022833932
677,"ITGB3","gene",0.528802266
678,"ITGB4","gene",0.455854342
679,"ITGB5","gene",0.458865786
680,"ITGB8","gene",0.528797328
684,"JAG1","gene",0.425841516
686,"JAK1","gene",3.428144694
690,"JUN","gene",0.6923147788
703,"KDR","gene",0.5388149812
707,"KIT","gene",0.5388150052
711,"KRAS","gene",0.742341074
722,"LAMA1","gene",0.528802226
723,"LAMA2","gene",0.5288297
724,"LAMA3","gene",0.528605374
725,"LAMA4","gene",0.528601932
726,"LAMA5","gene",0.452517004
727,"LAMB1","gene",0.44882927
728,"LAMB2","gene",0.432303448
729,"LAMB3","gene",0.4488751
730,"LAMC1","gene",0.44622598
731,"LAMC2","gene",0.459718266
732,"LAMC3","gene",0.528802226
734,"LAT","gene",4.233073649
735,"LATS1","gene",0.414212686
736,"LATS2","gene",0.411011046
738,"LCN2","gene",0.265894348
743,"LEF1","gene",0.940430388
744,"LEP","gene",2.410884122
745,"LEPR","gene",2
752,"LIF","gene",0.393865542
753,"LIFR","gene",0.354391018
767,"LRP5","gene",9.337484114
768,"LRP6","gene",0.72104395
772,"LTBP1","gene",0.665956352
781,"MAP2K1","gene",4.187288756
782,"MAP2K2","gene",1.30534037
783,"MAP2K3","gene",0.410967382
784,"MAP2K4","gene",0.411464946
785,"MAP2K5","gene",0.859251274
786,"MAP2K6","gene",0.425577078
787,"MAP2K7","gene",0.413144152
788,"MAP3K1","gene",0.371637776
802,"MAPK1","gene",3.936397142
803,"MAPK11","gene",1.718921416
804,"MAPK12","gene",1.75564753
805,"MAPK13","gene",1.768543728
806,"MAPK14","gene",1.708830212
807,"MAPK15","gene",0.293931526
808,"MAPK3","gene",4.079403912
809,"MAPK4","gene",0.283809838
810,"MAPK6","gene",0.25601379
811,"MAPK7","gene",2.773075506
812,"MAPK8","gene",3.2621386308
816,"MAPK9","gene",3.139060416
818,"MAPKAPK2","gene",0.7227611
819,"MAPKAPK3","gene",0.415408994
843,"MET","gene",0.268189964
848,"MKNK1","gene",0.41962519
849,"MKNK2","gene",0.411394956
859,"MUC5B","gene",0.29609683
864,"MYL6","gene",0.525345624
865,"MYL6B","gene",0.533322304
866,"MYL9","gene",0.7448830852
867,"MYLK","gene",0.681756586
868,"MYLK3","gene",0.69066762
870,"NCK1","gene",0.517826136
871,"NCK2","gene",0.307373934
881,"NFATC1","gene",0.87197695
882,"NFATC2","gene",0.568400964
883,"NFATC3","gene",0.559299686
884,"NFATC4","gene",0.274903808
885,"NFKB1","gene",1.86362898
887,"NFKBIA","gene",2.1852072292
890,"NGFR","gene",0.9606191992
901,"NOS1","gene",0.689641754
902,"NOS3","gene",3.21173332
904,"NOTCH3","gene",0.49368929
916,"NR4A1","gene",1.130109482
924,"NTRK1","gene",0.538010432
925,"NTRK2","gene",0.5376867172
930,"OPRD1","gene",0.220244992
934,"OSM","gene",0.41088411
937,"OXTR","gene",0.39813122
939,"PAK1","gene",1.26846657
940,"PAK2","gene",1.22550272
950,"PDE1B","gene",0.351103532
951,"PDE1C","gene",0.352746832
953,"PDE3B","gene",1.930938236
958,"PDGFA","gene",0.406563636
959,"PDGFB","gene",0.400805176
962,"PDGFRA","gene",0.5388150292
974,"PFN1","gene",0.508487114
975,"PFN2","gene",0.533307594
976,"PFN3","gene",0.533321554
977,"PFN4","gene",0.533321534
978,"PGAM5","gene",2
981,"PHKB","gene",0.63838904
982,"PHKG1","gene",0.665114816
983,"PHKG2","gene",0.647592658
991,"PIK3CA","gene",1.843863444
992,"PIK3CD","gene",1.836617234
993,"PIK3R1","gene",1.85512098
994,"PIK3R2","gene",1.8695937552
995,"PIK3R3","gene",1.837806665
997,"PIK3R5","gene",0.21045421
998,"PIM1","gene",0.283844212
1001,"PKM","gene",1.487251942
1002,"PKN1","gene",1.953758258
1009,"PLAT","gene",1.056845724
1011,"PLCB1","gene",1.172129608
1012,"PLCB2","gene",1.178107732
1013,"PLCB3","gene",2.513067269
1014,"PLCB4","gene",1.161428019
1015,"PLCD1","gene",0.261174804
1016,"PLCD3","gene",0.230514282
1017,"PLCE1","gene",0.2553004848
1018,"PLCG1","gene",2.12831105
1019,"PLCG2","gene",0.861297446
1020,"PLD1","gene",0.866893436
1021,"PLD2","gene",0.826219568
1040,"PPP1CA","gene",2.673917054
1043,"PPP1R12A","gene",0.2195608072
1051,"PPP2CA","gene",0.407348326
1052,"PPP2CB","gene",0.81392018
1053,"PPP2R1A","gene",1.881834607
1063,"PPP3CA","gene",2.641909244
1064,"PPP3CC","gene",0.693052736
1065,"PPP3R1","gene",0.687007396
1066,"PPP3R2","gene",0.72064594
1076,"PRKACA","gene",2.546835714
1077,"PRKACB","gene",2.527292536
1078,"PRKACG","gene",2.707831308
1090,"PRKD1","gene",0.518376368
1091,"PRKD2","gene",0.51424125
1106,"PTGS2","gene",0.282405738
1107,"PTK2","gene",0.513262728
1108,"PTK2B","gene",0.42400874
1115,"PTPRF","gene",1.958994206
1129,"RAC1","gene",17.689403668
1130,"RAC3","gene",0.923071007
1131,"RAF1","gene",1.40887447
1151,"RASGRF1","gene",0.214990426
1152,"RASGRF2","gene",0.214314438
1160,"RASSF5","gene",0.518211184
1170,"RELA","gene",2.065385248
1172,"RELN","gene",0.5288297
1181,"RHOA","gene",19.245789712
1185,"RIPK1","gene",2.808660356
1191,"ROCK1","gene",3.582868162
1192,"ROCK2","gene",2.046177184
1196,"RPS6","gene",2.605290614
1197,"RPS6KA1","gene",0.82403204
1198,"RPS6KA2","gene",0.867904754
1199,"RPS6KA4","gene",0.839338684
1200,"RPS6KA5","gene",1.338722662
1201,"RPS6KB1","gene",2.730286056
1202,"RPS6KB2","gene",2.295727852
1206,"RRAS","gene",1.226467626
1222,"S100A9","gene",0.262895076
1236,"SERPINE1","gene",2.113691448
1255,"SHC2","gene",0.399286668
1256,"SHC4","gene",0.402466838
1282,"SMAD1","gene",0.820512016
1283,"SMAD2","gene",0.555605526
1284,"SMAD3","gene",0.516817104
1285,"SMAD4","gene",0.714446648
1286,"SMAD5","gene",0.807371872
1289,"SMAD9","gene",0.822314432
1304,"SOS1","gene",0.225210462
1305,"SOS2","gene",0.222166946
1314,"SRC","gene",0.368435976
1317,"SRSF1","gene",0.603063626
1321,"STAT1","gene",3.874528552
1322,"STAT2","gene",1.09004283
1323,"STAT3","gene",2.271432248
1324,"STAT5A","gene",1.692780876
1325,"STAT5B","gene",1.330722444
1326,"STAT6","gene",0.41923431
1331,"STK3","gene",0.533321054
1336,"SUGT1","gene",0.512371568
1355,"TCF3","gene",0.36789771
1356,"TCF7","gene",1.34957174
1357,"TCF7L1","gene",0.877328116
1358,"TCF7L2","gene",0.890238654
1361,"TEAD1","gene",0.81274642
1362,"TEAD2","gene",0.833554146
1363,"TEAD3","gene",0.8637641
1364,"TEAD4","gene",0.837894998
1366,"TEK","gene",0.537686788
1373,"TGFB1","gene",0.871733836
1374,"TGFB3","gene",0.746007492
1375,"TGFBR1","gene",1.504915214
1380,"THBS1","gene",1.777212228
1381,"THBS3","gene",0.524618388
1382,"THBS4","gene",0.528802266
1384,"THPO","gene",0.409595122
1385,"THRA","gene",0.533321414
1396,"TLR2","gene",0.852493106
1399,"TNF","gene",0.99673942
1408,"TNXB","gene",0.528717844
1418,"TRAF2","gene",0.708414864
1419,"TRAF3","gene",0.397544974
1422,"TRAF5","gene",0.712860482
1430,"TSLP","gene",0.409595148
1435,"TYK2","gene",0.45075704
1444,"VASP","gene",0.533321574
1445,"VAV2","gene",2.32096137
1446,"VAV3","gene",2.508362755
1450,"VEGFA","gene",0.427144278
1451,"VEGFB","gene",0.40512761
1452,"VEGFC","gene",0.429231996
