SpNotation,SignalingPath,Attention,cell_line_name,cell_line_num,mean_rank
sp38,T cell receptor signaling pathway,0.05575006582139328,BT-549,4,1
sp37,Sphingolipid signaling pathway,0.052260255430116545,BT-549,4,2
sp14,GnRH signaling pathway,0.04876667696830187,BT-549,4,3
sp6,C-type lectin receptor signaling pathway,0.04715924017245096,BT-549,4,4
sp3,Adipocytokine signaling pathway,0.03795309018043858,BT-549,4,5
sp27,Oxytocin signaling pathway,0.03327668512708323,BT-549,4,6
sp16,Hedgehog signaling pathway,0.03289933618407406,BT-549,4,7
sp23,NF-kappa B signaling pathway,0.028893070436809744,BT-549,4,8
sp39,TGF-beta signaling pathway,0.028707708818890783,BT-549,4,9
sp46,cGMP-PKG signaling pathway,0.027360794804519833,BT-549,4,10
sp1,AGE-RAGE signaling pathway in diabetic complications,0.02735553722950979,BT-549,4,11
sp7,Calcium signaling pathway,0.025565104390548696,BT-549,4,12
sp10,Estrogen signaling pathway,0.024711583316747953,BT-549,4,13
sp15,HIF-1 signaling pathway,0.024252817557272696,BT-549,4,14
sp29,PPAR signaling pathway,0.023129922851642653,BT-549,4,15
sp2,AMPK signaling pathway,0.02139033150448703,BT-549,4,16
sp4,Apelin signaling pathway,0.02111814335251863,BT-549,4,17
sp48,p53 signaling pathway,0.019937888478283546,BT-549,4,18
sp41,Thyroid hormone signaling pathway,0.019884856632457183,BT-549,4,19
sp22,MAPK signaling pathway,0.01988172134105509,BT-549,4,20
sp34,Ras signaling pathway,0.019726869672990876,BT-549,4,21
sp21,JAK-STAT signaling pathway,0.019172000435236345,BT-549,4,22
sp44,Wnt signaling pathway,0.01876980787136537,BT-549,4,23
sp12,FoxO signaling pathway,0.017593708274599287,BT-549,4,24
sp28,PI3K-Akt signaling pathway,0.016425867296942065,BT-549,4,25
sp45,cAMP signaling pathway,0.01555802555842046,BT-549,4,26
sp17,Hippo signaling pathway,0.013960659140436859,BT-549,4,27
sp8,Chemokine signaling pathway,0.012098200484098789,BT-549,4,28
