DrugA_idx,DrugA_target_num,DrugA_target_idfatt_sum,DrugB_idx,DrugB_target_num,DrugB_target_idfatt_sum,Cell_idx,Score,index1,Drug,Target,node_num,node_name,att_deg
1495.0,1.0,0.0,1502.0,3.0,13.279145159533666,U251,7.111111111111111,1102,1502,566,566.0,PFN2,4.41551269488421
1495.0,1.0,0.0,1502.0,3.0,13.279145159533666,U251,7.111111111111111,1102,1502,568,568.0,PFN4,4.462065354499045
1494.0,0.0,0.0,1493.0,2.0,3.8323095698344387,U251,7.111111111111111,1584,1493,118,118.0,CNTFR,0.0
1494.0,0.0,0.0,1493.0,2.0,3.8323095698344387,U251,7.111111111111111,1584,1493,821,821.0,WNT3,3.8323095698344387
1495.0,1.0,0.0,1502.0,3.0,13.279145159533666,U251,7.111111111111111,1102,1502,565,565.0,PFN1,4.401567110150409
1503.0,1.0,0.0,1505.0,0.0,0.0,U251,6.777777777777778,620,1505,1145,,,
1503.0,1.0,0.0,1505.0,0.0,0.0,U251,6.777777777777778,620,1505,1218,,,
1503.0,1.0,0.0,1505.0,0.0,0.0,U251,6.777777777777778,620,1505,1216,,,
1503.0,1.0,0.0,1505.0,0.0,0.0,U251,6.777777777777778,620,1505,1217,,,
1499.0,1.0,0.0,1493.0,2.0,3.8323095698344387,U251,6.111111111111111,673,1493,821,821.0,WNT3,3.8323095698344387
1499.0,1.0,0.0,1493.0,2.0,3.8323095698344387,U251,6.111111111111111,673,1493,118,118.0,CNTFR,0.0
1503.0,1.0,0.0,1499.0,1.0,0.0,U251,5.222222222222222,578,1499,401,401.0,ITGB1,0.0
1503.0,1.0,0.0,1499.0,1.0,0.0,U251,5.222222222222222,578,1499,980,,,
1492.0,10.0,11.086217089372859,1503.0,1.0,0.0,U251,3.6666666666666665,2419,1503,429,429.0,LAMB3,0.0
1492.0,10.0,11.086217089372859,1503.0,1.0,0.0,U251,3.6666666666666665,2419,1503,858,,,
1498.0,0.0,0.0,1496.0,1.0,0.0,U251,3.4444444444444446,607,1496,372,372.0,IL15RA,0.0
1492.0,10.0,11.086217089372859,1501.0,2.0,3.8323095698344387,U251,3.4444444444444446,1706,1501,821,821.0,WNT3,3.8323095698344387
1492.0,10.0,11.086217089372859,1501.0,2.0,3.8323095698344387,U251,3.4444444444444446,1706,1501,118,118.0,CNTFR,0.0
1494.0,0.0,0.0,1501.0,2.0,3.8323095698344387,U251,3.111111111111111,646,1501,821,821.0,WNT3,3.8323095698344387
1494.0,0.0,0.0,1501.0,2.0,3.8323095698344387,U251,3.111111111111111,646,1501,118,118.0,CNTFR,0.0
1505.0,0.0,0.0,1491.0,0.0,0.0,U251,2.888888888888889,1105,1491,1209,,,
1505.0,0.0,0.0,1491.0,0.0,0.0,U251,2.888888888888889,1105,1491,1208,,,
1504.0,1.0,0.0,1499.0,1.0,0.0,U251,1.7777777777777777,724,1499,401,401.0,ITGB1,0.0
1504.0,1.0,0.0,1499.0,1.0,0.0,U251,1.7777777777777777,724,1499,980,,,
1495.0,1.0,0.0,1491.0,0.0,0.0,U251,1.6666666666666667,2230,1491,1208,,,
1495.0,1.0,0.0,1491.0,0.0,0.0,U251,1.6666666666666667,2230,1491,1209,,,
1503.0,1.0,0.0,1490.0,0.0,0.0,U251,1.0,2182,1490,965,,,
1503.0,1.0,0.0,1490.0,0.0,0.0,U251,1.0,2182,1490,1106,,,
1494.0,0.0,0.0,1502.0,3.0,13.279145159533666,U251,0.6666666666666666,440,1502,565,565.0,PFN1,4.401567110150409
1494.0,0.0,0.0,1502.0,3.0,13.279145159533666,U251,0.6666666666666666,440,1502,568,568.0,PFN4,4.462065354499045
1494.0,0.0,0.0,1502.0,3.0,13.279145159533666,U251,0.6666666666666666,440,1502,566,566.0,PFN2,4.41551269488421
1495.0,1.0,0.0,1505.0,0.0,0.0,U251,0.3333333333333333,2060,1505,1217,,,
1495.0,1.0,0.0,1505.0,0.0,0.0,U251,0.3333333333333333,2060,1505,1216,,,
1495.0,1.0,0.0,1505.0,0.0,0.0,U251,0.3333333333333333,2060,1505,1145,,,
1494.0,0.0,0.0,1506.0,3.0,13.279145460722996,U251,0.3333333333333333,2609,1506,565,565.0,PFN1,4.401567110150409
1494.0,0.0,0.0,1506.0,3.0,13.279145460722996,U251,0.3333333333333333,2609,1506,566,566.0,PFN2,4.41551269488421
1494.0,0.0,0.0,1506.0,3.0,13.279145460722996,U251,0.3333333333333333,2609,1506,567,567.0,PFN3,4.4620656556883755
1495.0,1.0,0.0,1505.0,0.0,0.0,U251,0.3333333333333333,2060,1505,1218,,,
1492.0,10.0,11.086217089372859,1506.0,3.0,13.279145460722996,U251,0.3333333333333333,2185,1506,565,565.0,PFN1,4.401567110150409
1492.0,10.0,11.086217089372859,1506.0,3.0,13.279145460722996,U251,0.3333333333333333,2185,1506,566,566.0,PFN2,4.41551269488421
1492.0,10.0,11.086217089372859,1506.0,3.0,13.279145460722996,U251,0.3333333333333333,2185,1506,567,567.0,PFN3,4.4620656556883755
1503.0,1.0,0.0,1500.0,2.0,7.541332206506853,U251,0.2222222222222222,1761,1500,707,707.0,RPS6KA2,7.541332206506853
1503.0,1.0,0.0,1500.0,2.0,7.541332206506853,U251,0.2222222222222222,1761,1500,1,1.0,ABL1,0.0
1495.0,1.0,0.0,1494.0,0.0,0.0,U251,0.1111111111111111,34,1494,858,,,
1492.0,10.0,11.086217089372859,1493.0,2.0,3.8323095698344387,U251,-0.2222222222222222,209,1493,821,821.0,WNT3,3.8323095698344387
1492.0,10.0,11.086217089372859,1493.0,2.0,3.8323095698344387,U251,-0.2222222222222222,209,1493,118,118.0,CNTFR,0.0
1498.0,0.0,0.0,1497.0,0.0,0.0,U251,-0.3333333333333333,1626,1497,1106,,,
1495.0,1.0,0.0,1506.0,3.0,13.279145460722996,U251,-0.6666666666666666,2000,1506,565,565.0,PFN1,4.401567110150409
1495.0,1.0,0.0,1506.0,3.0,13.279145460722996,U251,-0.6666666666666666,2000,1506,566,566.0,PFN2,4.41551269488421
1495.0,1.0,0.0,1506.0,3.0,13.279145460722996,U251,-0.6666666666666666,2000,1506,567,567.0,PFN3,4.4620656556883755
1504.0,1.0,0.0,1503.0,1.0,0.0,U251,-1.3333333333333333,653,1503,429,429.0,LAMB3,0.0
1504.0,1.0,0.0,1503.0,1.0,0.0,U251,-1.3333333333333333,653,1503,858,,,
1499.0,1.0,0.0,1490.0,0.0,0.0,U251,-1.4444444444444444,1392,1490,1106,,,
1499.0,1.0,0.0,1490.0,0.0,0.0,U251,-1.4444444444444444,1392,1490,965,,,
1495.0,1.0,0.0,1501.0,2.0,3.8323095698344387,U251,-1.6666666666666667,180,1501,118,118.0,CNTFR,0.0
1495.0,1.0,0.0,1501.0,2.0,3.8323095698344387,U251,-1.6666666666666667,180,1501,821,821.0,WNT3,3.8323095698344387
1492.0,10.0,11.086217089372859,1490.0,0.0,0.0,U251,-2.555555555555556,193,1490,1106,,,
1492.0,10.0,11.086217089372859,1490.0,0.0,0.0,U251,-2.555555555555556,193,1490,965,,,
1496.0,1.0,0.0,1497.0,0.0,0.0,U251,-3.111111111111111,2766,1497,1106,,,
1499.0,1.0,0.0,1491.0,0.0,0.0,U251,-3.2222222222222223,1142,1491,1208,,,
1499.0,1.0,0.0,1491.0,0.0,0.0,U251,-3.2222222222222223,1142,1491,1209,,,
1492.0,10.0,11.086217089372859,1502.0,3.0,13.279145159533666,U251,-3.4444444444444446,1219,1502,568,568.0,PFN4,4.462065354499045
1499.0,1.0,0.0,1505.0,0.0,0.0,U251,-3.4444444444444446,118,1505,1216,,,
1499.0,1.0,0.0,1505.0,0.0,0.0,U251,-3.4444444444444446,118,1505,1145,,,
1499.0,1.0,0.0,1505.0,0.0,0.0,U251,-3.4444444444444446,118,1505,1218,,,
1499.0,1.0,0.0,1505.0,0.0,0.0,U251,-3.4444444444444446,118,1505,1217,,,
1492.0,10.0,11.086217089372859,1502.0,3.0,13.279145159533666,U251,-3.4444444444444446,1219,1502,565,565.0,PFN1,4.401567110150409
1492.0,10.0,11.086217089372859,1502.0,3.0,13.279145159533666,U251,-3.4444444444444446,1219,1502,566,566.0,PFN2,4.41551269488421
1499.0,1.0,0.0,1494.0,0.0,0.0,U251,-3.888888888888889,1429,1494,858,,,
1495.0,1.0,0.0,1492.0,10.0,11.086217089372859,U251,-4.111111111111111,852,1492,394,394.0,ITGA3,0.0
1495.0,1.0,0.0,1492.0,10.0,11.086217089372859,U251,-4.111111111111111,852,1492,468,468.0,MAP3K8,0.0
1495.0,1.0,0.0,1492.0,10.0,11.086217089372859,U251,-4.111111111111111,852,1492,599,599.0,PLCD1,3.4667254245882164
1495.0,1.0,0.0,1492.0,10.0,11.086217089372859,U251,-4.111111111111111,852,1492,707,707.0,RPS6KA2,7.541332206506853
