DrugA_idx,DrugA_target_num,DrugA_target_att_sum,DrugB_idx,DrugB_target_num,DrugB_target_att_sum,Cell_idx,Score,index1,Drug,Target,node_num,node_name,node_type,att_deg
1495.0,0.0,0.0,1494.0,0.0,0.0,MCF7,10.0,86,1494,858,,,,
1503.0,0.0,0.0,1490.0,2.0,0.561725348,MCF7,5.777777777777778,53,1490,965,965.0,PDPK1,gene,0.219202908
1503.0,0.0,0.0,1490.0,2.0,0.561725348,MCF7,5.777777777777778,53,1490,1106,1106.0,PTGS2,gene,0.34252244
1495.0,0.0,0.0,1490.0,2.0,0.561725348,MCF7,5.666666666666667,1985,1490,965,965.0,PDPK1,gene,0.219202908
1495.0,0.0,0.0,1490.0,2.0,0.561725348,MCF7,5.666666666666667,1985,1490,1106,1106.0,PTGS2,gene,0.34252244
1495.0,0.0,0.0,1505.0,0.0,0.0,MCF7,4.666666666666667,1483,1505,1217,,,,
1495.0,0.0,0.0,1505.0,0.0,0.0,MCF7,4.666666666666667,1483,1505,1145,,,,
1495.0,0.0,0.0,1505.0,0.0,0.0,MCF7,4.666666666666667,1483,1505,1216,,,,
1495.0,0.0,0.0,1505.0,0.0,0.0,MCF7,4.666666666666667,1483,1505,1218,,,,
1503.0,0.0,0.0,1505.0,0.0,0.0,MCF7,3.555555555555556,77,1505,1218,,,,
1503.0,0.0,0.0,1505.0,0.0,0.0,MCF7,3.555555555555556,77,1505,1145,,,,
1503.0,0.0,0.0,1505.0,0.0,0.0,MCF7,3.555555555555556,77,1505,1216,,,,
1503.0,0.0,0.0,1505.0,0.0,0.0,MCF7,3.555555555555556,77,1505,1217,,,,
1495.0,0.0,0.0,1502.0,0.0,0.0,MCF7,2.555555555555556,1708,1502,566,,,,
1495.0,0.0,0.0,1502.0,0.0,0.0,MCF7,2.555555555555556,1708,1502,568,,,,
1495.0,0.0,0.0,1502.0,0.0,0.0,MCF7,2.555555555555556,1708,1502,565,,,,
1494.0,0.0,0.0,1493.0,1.0,0.42375877,MCF7,2.2222222222222223,1078,1493,118,118.0,BCL2,gene,0.42375877
1494.0,0.0,0.0,1493.0,1.0,0.42375877,MCF7,2.2222222222222223,1078,1493,821,,,,
1494.0,0.0,0.0,1503.0,0.0,0.0,MCF7,2.0,2538,1503,429,,,,
1494.0,0.0,0.0,1503.0,0.0,0.0,MCF7,2.0,2538,1503,858,,,,
1492.0,5.0,5.7637197,1503.0,0.0,0.0,MCF7,1.6666666666666667,1720,1503,429,,,,
1492.0,5.0,5.7637197,1503.0,0.0,0.0,MCF7,1.6666666666666667,1720,1503,858,,,,
1494.0,0.0,0.0,1505.0,0.0,0.0,MCF7,1.4444444444444444,2392,1505,1218,,,,
1494.0,0.0,0.0,1505.0,0.0,0.0,MCF7,1.4444444444444444,2392,1505,1145,,,,
1494.0,0.0,0.0,1505.0,0.0,0.0,MCF7,1.4444444444444444,2392,1505,1216,,,,
1494.0,0.0,0.0,1505.0,0.0,0.0,MCF7,1.4444444444444444,2392,1505,1217,,,,
1494.0,0.0,0.0,1490.0,2.0,0.561725348,MCF7,1.2222222222222223,1778,1490,1106,1106.0,PTGS2,gene,0.34252244
1494.0,0.0,0.0,1490.0,2.0,0.561725348,MCF7,1.2222222222222223,1778,1490,965,965.0,PDPK1,gene,0.219202908
1504.0,4.0,2.477148646,1503.0,0.0,0.0,MCF7,0.1111111111111111,1723,1503,429,,,,
1494.0,0.0,0.0,1501.0,1.0,0.42375877,MCF7,0.1111111111111111,846,1501,118,118.0,BCL2,gene,0.42375877
1494.0,0.0,0.0,1501.0,1.0,0.42375877,MCF7,0.1111111111111111,846,1501,821,,,,
1504.0,4.0,2.477148646,1503.0,0.0,0.0,MCF7,0.1111111111111111,1723,1503,858,,,,
1494.0,0.0,0.0,1500.0,1.0,1.092378622,MCF7,0.0,2593,1500,1,,,,
1494.0,0.0,0.0,1500.0,1.0,1.092378622,MCF7,0.0,2593,1500,707,707.0,KIT,gene,1.092378622
1505.0,0.0,0.0,1491.0,0.0,0.0,MCF7,0.0,1799,1491,1209,,,,
1505.0,0.0,0.0,1491.0,0.0,0.0,MCF7,0.0,1799,1491,1208,,,,
1500.0,1.0,1.092378622,1491.0,0.0,0.0,MCF7,-0.3333333333333333,2283,1491,1209,,,,
1500.0,1.0,1.092378622,1491.0,0.0,0.0,MCF7,-0.3333333333333333,2283,1491,1208,,,,
1492.0,5.0,5.7637197,1490.0,2.0,0.561725348,MCF7,-0.5555555555555556,2216,1490,1106,1106.0,PTGS2,gene,0.34252244
1492.0,5.0,5.7637197,1490.0,2.0,0.561725348,MCF7,-0.5555555555555556,2216,1490,965,965.0,PDPK1,gene,0.219202908
1504.0,4.0,2.477148646,1499.0,0.0,0.0,MCF7,-0.7777777777777778,2716,1499,401,,,,
1504.0,4.0,2.477148646,1499.0,0.0,0.0,MCF7,-0.7777777777777778,2716,1499,980,,,,
1494.0,0.0,0.0,1491.0,0.0,0.0,MCF7,-0.8888888888888888,1178,1491,1209,,,,
1494.0,0.0,0.0,1491.0,0.0,0.0,MCF7,-0.8888888888888888,1178,1491,1208,,,,
1504.0,4.0,2.477148646,1505.0,0.0,0.0,MCF7,-1.0,1200,1505,1218,,,,
1504.0,4.0,2.477148646,1505.0,0.0,0.0,MCF7,-1.0,1200,1505,1217,,,,
1504.0,4.0,2.477148646,1505.0,0.0,0.0,MCF7,-1.0,1200,1505,1216,,,,
