DrugA_idx,DrugA_target_num,DrugA_target_idfatt_sum,DrugB_idx,DrugB_target_num,DrugB_target_idfatt_sum,Cell_idx,Score
Paclitaxel,2.0,3.8353886450965664,Tretinoin,0.0,0.0,NCI-H522,24.22222222222222
Paclitaxel,2.0,3.8353886450965664,Celecoxib,0.0,0.0,NCI-H522,21.444444444444443
Docetaxel,2.0,3.8353886450965664,Fulvestrant,1.0,0.25050916881463614,NCI-H522,21.33333333333333
Docetaxel,2.0,3.8353886450965664,Tretinoin,0.0,0.0,NCI-H522,21.22222222222222
Mitotane,1.0,0.25050916881463614,Docetaxel,2.0,3.8353886450965664,NCI-H522,19.55555555555556
Fulvestrant,1.0,0.25050916881463614,Romidepsin,3.0,13.370746322512277,NCI-H522,17.0
Docetaxel,2.0,3.8353886450965664,Celecoxib,0.0,0.0,NCI-H522,15.444444444444445
Everolimus,0.0,0.0,Paclitaxel,2.0,3.8353886450965664,NCI-H522,11.88888888888889
Paclitaxel,2.0,3.8353886450965664,Nilotinib,2.0,5.272458101728012,NCI-H522,9.333333333333334
Docetaxel,2.0,3.8353886450965664,Nilotinib,2.0,5.272458101728012,NCI-H522,8.88888888888889
Dasatinib,10.0,13.862381737013788,Celecoxib,0.0,0.0,NCI-H522,8.0
Fulvestrant,1.0,0.25050916881463614,Tretinoin,0.0,0.0,NCI-H522,5.222222222222222
Everolimus,0.0,0.0,Docetaxel,2.0,3.8353886450965664,NCI-H522,4.0
Dasatinib,10.0,13.862381737013788,Tretinoin,0.0,0.0,NCI-H522,3.6666666666666665
Romidepsin,3.0,13.370746322512277,Sirolimus,1.0,0.0,NCI-H522,3.555555555555556
Fulvestrant,1.0,0.25050916881463614,Everolimus,0.0,0.0,NCI-H522,3.555555555555556
Thalidomide,1.0,0.0,Paclitaxel,2.0,3.8353886450965664,NCI-H522,2.7777777777777777
Mitotane,1.0,0.25050916881463614,Tretinoin,0.0,0.0,NCI-H522,2.6666666666666665
Vorinostat,3.0,13.370746322512277,Romidepsin,3.0,13.370746322512277,NCI-H522,2.4444444444444446
Docetaxel,2.0,3.8353886450965664,Sirolimus,1.0,0.0,NCI-H522,2.333333333333333
Thalidomide,1.0,0.0,Sirolimus,1.0,0.0,NCI-H522,2.2222222222222223
Mitotane,1.0,0.25050916881463614,Everolimus,0.0,0.0,NCI-H522,2.2222222222222223
Dasatinib,10.0,13.862381737013788,Sirolimus,1.0,0.0,NCI-H522,2.0
Everolimus,0.0,0.0,Sirolimus,1.0,0.0,NCI-H522,1.8888888888888888
Sirolimus,1.0,0.0,Celecoxib,0.0,0.0,NCI-H522,1.6666666666666667
Dasatinib,10.0,13.862381737013788,Nilotinib,2.0,5.272458101728012,NCI-H522,1.5555555555555556
Vorinostat,3.0,13.370746322512277,Docetaxel,2.0,3.8353886450965664,NCI-H522,0.8888888888888888
Paclitaxel,2.0,3.8353886450965664,Cladribine,0.0,0.0,NCI-H522,0.6666666666666666
Paclitaxel,2.0,3.8353886450965664,Sirolimus,1.0,0.0,NCI-H522,0.6666666666666666
Megestrol acetate,0.0,0.0,Gefitinib,1.0,0.0,NCI-H522,0.2222222222222222
Mitotane,1.0,0.25050916881463614,Dasatinib,10.0,13.862381737013788,NCI-H522,0.1111111111111111
Dasatinib,10.0,13.862381737013788,Docetaxel,2.0,3.8353886450965664,NCI-H522,-0.2222222222222222
Fulvestrant,1.0,0.25050916881463614,Paclitaxel,2.0,3.8353886450965664,NCI-H522,-0.2222222222222222
Tretinoin,0.0,0.0,Cladribine,0.0,0.0,NCI-H522,-0.5555555555555556
Tretinoin,0.0,0.0,Celecoxib,0.0,0.0,NCI-H522,-0.6666666666666666
Fulvestrant,1.0,0.25050916881463614,Cladribine,0.0,0.0,NCI-H522,-1.0
Vorinostat,3.0,13.370746322512277,Cladribine,0.0,0.0,NCI-H522,-1.2222222222222223
Fulvestrant,1.0,0.25050916881463614,Dasatinib,10.0,13.862381737013788,NCI-H522,-1.3333333333333333
Mitotane,1.0,0.25050916881463614,Sirolimus,1.0,0.0,NCI-H522,-1.4444444444444444
Fulvestrant,1.0,0.25050916881463614,Celecoxib,0.0,0.0,NCI-H522,-1.4444444444444444
Thalidomide,1.0,0.0,Cladribine,0.0,0.0,NCI-H522,-1.5555555555555556
Everolimus,0.0,0.0,Celecoxib,0.0,0.0,NCI-H522,-1.6666666666666667
Dasatinib,10.0,13.862381737013788,Paclitaxel,2.0,3.8353886450965664,NCI-H522,-1.7777777777777777
Everolimus,0.0,0.0,Romidepsin,3.0,13.370746322512277,NCI-H522,-2.111111111111111
Romidepsin,3.0,13.370746322512277,Cladribine,0.0,0.0,NCI-H522,-2.111111111111111
Docetaxel,2.0,3.8353886450965664,Cladribine,0.0,0.0,NCI-H522,-2.111111111111111
