SpNotation,SignalingPath,Attention,cell_line_name,cell_line_num,mean_rank
sp5,B cell receptor signaling pathway,0.1296214230982558,T-47D,38,1
sp24,NOD-like receptor signaling pathway,0.07276025568089027,T-47D,38,2
sp32,RIG-I-like receptor signaling pathway,0.06973521693097344,T-47D,38,3
sp14,GnRH signaling pathway,0.0660194194406796,T-47D,38,4
sp38,T cell receptor signaling pathway,0.05715150484384475,T-47D,38,5
sp11,Fc epsilon RI signaling pathway,0.05675675863237836,T-47D,38,6
sp18,Hippo signaling pathway - multiple species,0.0553552878729885,T-47D,38,7
sp40,TNF signaling pathway,0.04563761327629557,T-47D,38,8
sp37,Sphingolipid signaling pathway,0.043650795485878774,T-47D,38,9
sp9,ErbB signaling pathway,0.043419268509525086,T-47D,38,10
sp36,Signaling pathways regulating pluripotency of stem cells,0.04245491685591656,T-47D,38,11
sp26,Notch signaling pathway,0.042198219763333315,T-47D,38,12
sp31,Prolactin signaling pathway,0.04188688360967923,T-47D,38,13
sp42,Toll-like receptor signaling pathway,0.041766226315449316,T-47D,38,14
sp6,C-type lectin receptor signaling pathway,0.04053348722479894,T-47D,38,15
sp30,Phospholipase D signaling pathway,0.04047446168726282,T-47D,38,16
sp39,TGF-beta signaling pathway,0.038881955453809514,T-47D,38,17
sp43,VEGF signaling pathway,0.03613569400604718,T-47D,38,18
sp20,Insulin signaling pathway,0.03608526823391488,T-47D,38,19
sp7,Calcium signaling pathway,0.03484022752830095,T-47D,38,20
sp23,NF-kappa B signaling pathway,0.033452321244698095,T-47D,38,21
sp3,Adipocytokine signaling pathway,0.033381512300752925,T-47D,38,22
sp1,AGE-RAGE signaling pathway in diabetic complications,0.030032305776658694,T-47D,38,23
sp10,Estrogen signaling pathway,0.02863577945922057,T-47D,38,24
sp16,Hedgehog signaling pathway,0.02863081453640365,T-47D,38,25
sp35,Relaxin signaling pathway,0.02719824105308456,T-47D,38,26
sp46,cGMP-PKG signaling pathway,0.02695164635639112,T-47D,38,27
sp27,Oxytocin signaling pathway,0.0269461090812102,T-47D,38,28
sp13,Glucagon signaling pathway,0.02586207020862217,T-47D,38,29
sp47,mTOR signaling pathway,0.024442281207957526,T-47D,38,30
sp25,Neurotrophin signaling pathway,0.02406414907941014,T-47D,38,31
sp2,AMPK signaling pathway,0.023832324501888467,T-47D,38,32
sp29,PPAR signaling pathway,0.02325581474688392,T-47D,38,33
sp15,HIF-1 signaling pathway,0.02316933727947716,T-47D,38,34
sp19,IL-17 signaling pathway,0.022498016929794508,T-47D,38,35
sp4,Apelin signaling pathway,0.020117351744079616,T-47D,38,36
sp33,Rap1 signaling pathway,0.02005550897414221,T-47D,38,37
sp34,Ras signaling pathway,0.020036015907343507,T-47D,38,38
sp22,MAPK signaling pathway,0.0191709020194225,T-47D,38,39
sp41,Thyroid hormone signaling pathway,0.019053373217668187,T-47D,38,40
sp12,FoxO signaling pathway,0.018742294567483744,T-47D,38,41
sp48,p53 signaling pathway,0.01841359860324531,T-47D,38,42
sp45,cAMP signaling pathway,0.016654991861520422,T-47D,38,43
sp21,JAK-STAT signaling pathway,0.01646540310068514,T-47D,38,44
sp28,PI3K-Akt signaling pathway,0.016238654070351733,T-47D,38,45
sp44,Wnt signaling pathway,0.016100282665039017,T-47D,38,46
sp17,Hippo signaling pathway,0.016050272606533866,T-47D,38,47
sp8,Chemokine signaling pathway,0.015462046526279829,T-47D,38,48
